idx_izmiran,idx_catalog,dt_hours,subset,datetime,duration,magnitude,ons type,V max,B max,ons_label,t_izmiran,group_id,repr_time,anchor_onset_time,time_start,time_end,group_span_h,n_trigger_events,n_trigger_stations,trigger_stations,trigger_drop_mean,trigger_drop_max,trigger_A_complex_mean,onset_min,onset_max,min_time_min,min_time_max,n_supported_stations,supported_stations,n_support_only_stations,support_only_stations,mean_supported_drop,median_supported_drop,max_supported_drop,catalog_tier,fd_scope,quality,promoted_from_single_trigger,year,omni_Bz_min,omni_Speed_max,omni_IMF_max,omni_Density_mean,feid_matched,feid_dt_h,feid_magnitude,feid_ons_label,feid_Vmax,feid_Bmax,feid_has_shock,cond_A_bz,cond_B_speed,cond_C_imf,fd_like_confirmed,bz_min,speed_max,imf_max,dv_max,bz_consec_min,imf_consec_min
108,71,-3.533333333333333,core,2019-10-09 20:00:00,55,0.58,,516.0,11.4,,2019-10-09 20:00:00,356,2019-10-09 16:28:00,2019-10-09 16:28:00,2019-10-09 08:18:00,2019-10-10 19:34:00,35.266666666666666,3,3,"APTY,FSMT,JUNG1",3.5311743222102288,3.7834176987597226,6.662116724453963,2019-10-09 08:18:00,2019-10-09 20:36:00,2019-10-09 16:42:00,2019-10-10 19:34:00,5,"APTY,FSMT,JUNG,JUNG1,KERG",2,"JUNG,KERG",3.49153781325069,3.510088334671975,3.801361400021647,core,supported_multi_station_candidate,A,False,2019,-7.807666666666666,499.1425,11.342333333333332,5.78531446105574,True,3.533333333333333,0.58,,516.0,11.4,False,True,True,True,True,-8.465,418.3,11.32,47.89999999999998,94.0,180.0
132,87,3.5833333333333335,core,2019-12-07 07:00:00,48,0.83,,375.0,5.8,,2019-12-07 07:00:00,373,2019-12-07 10:35:00,2019-12-07 10:35:00,2019-12-06 05:26:00,2019-12-08 19:24:00,61.96666666666667,6,6,"FSMT,JUNG,KERG,KIEL2,LMKS,NEWK",5.568297657571954,11.90198053088504,6.722689161478641,2019-12-06 05:26:00,2019-12-08 13:30:00,2019-12-06 05:38:00,2019-12-08 19:24:00,8,"AATB,APTY,FSMT,JUNG,KERG,KIEL2,LMKS,NEWK",2,"AATB,APTY",5.0136094104420685,4.015543613343866,11.90198053088504,core,supported_multi_station_candidate,A,False,2019,-3.254166666666667,385.72333333333336,5.882499999999999,5.621518229166665,True,-3.5833333333333335,0.83,,375.0,5.8,False,False,True,False,True,-3.045,383.20000000000005,5.02,33.85000000000002,2.0,0.0
84,57,3.7333333333333334,core,2019-08-17 02:00:00,41,0.38,,374.0,7.8,,2019-08-17 02:00:00,341,2019-08-17 05:44:00,2019-08-17 05:44:00,2019-08-16 13:12:00,2019-08-19 18:58:00,77.76666666666667,3,3,"APTY,JUNG,LMKS",3.4914160507476386,3.7259417073700494,4.934838189074266,2019-08-16 13:12:00,2019-08-19 00:22:00,2019-08-17 08:18:00,2019-08-19 18:58:00,5,"APTY,JUNG,JUNG1,LMKS,NANM",2,"JUNG1,NANM",3.551502169319882,3.4067231250007532,4.611284051713597,core,supported_multi_station_candidate,A,False,2019,-3.245833333333333,441.0091111111111,6.998833333333334,5.960333333333334,True,-3.7333333333333334,0.38,,374.0,7.8,False,False,True,False,True,-3.93,386.0,5.390000000000001,43.599999999999966,14.0,0.0
77,52,4.133333333333334,core,2019-07-30 11:00:00,72,0.9,,553.0,10.7,,2019-07-30 11:00:00,335,2019-07-30 15:08:00,2019-07-30 15:08:00,2019-07-29 21:04:00,2019-08-02 08:22:00,83.3,6,6,"APTY,DRBS,JUNG1,KERG,LMKS,NANM",4.005384094664474,5.412418043683825,6.677547621690894,2019-07-29 21:04:00,2019-07-31 23:16:00,2019-07-30 22:38:00,2019-08-02 08:22:00,9,"AATB,APTY,DRBS,JUNG,JUNG1,KERG,LMKS,MXCO,NANM",3,"AATB,JUNG,MXCO",3.8314954922485804,3.8351909964995574,5.412418043683825,core,supported_multi_station_candidate,A,False,2019,-4.539333333333333,549.2541666666667,10.782,6.1599191362715295,True,-4.133333333333334,0.9,,553.0,10.7,False,True,True,True,True,-7.914999999999999,413.3,9.875,62.10000000000002,66.0,130.0
114,76,-4.15,core,2019-10-24 08:00:00,36,0.8,,650.0,11.7,,2019-10-24 08:00:00,361,2019-10-24 03:51:00,2019-10-24 03:51:00,2019-10-23 20:58:00,2019-10-24 22:14:00,25.266666666666666,2,2,"AATB,APTY",5.183760506954077,6.247581713340008,10.150912608413575,2019-10-23 20:58:00,2019-10-24 10:44:00,2019-10-24 09:16:00,2019-10-24 22:14:00,4,"AATB,APTY,FSMT,KERG",2,"FSMT,KERG",4.221727027747243,3.917357326110205,6.247581713340008,core,supported_multi_station_candidate,A,False,2019,-7.392833333333333,654.0666666666667,11.525166666666667,7.520565277777777,True,4.15,0.8,,650.0,11.7,False,False,True,False,True,-9.225,370.85,9.68,32.650000000000034,50.0,24.0
52,36,4.233333333333333,core,2019-05-26 22:14:00,34,0.94,SSC,372.0,11.8,ICME-shock,2019-05-26 22:14:00,318,2019-05-27 02:28:00,2019-05-27 02:28:00,2019-05-26 20:22:00,2019-05-28 08:20:00,35.96666666666667,3,3,"JUNG1,LMKS,OULU",3.9136715052887503,4.902872528737497,9.780167896370834,2019-05-26 20:22:00,2019-05-27 04:38:00,2019-05-27 23:16:00,2019-05-28 08:20:00,6,"APTY,FSMT,JUNG,JUNG1,LMKS,OULU",3,"APTY,FSMT,JUNG",3.957499570410278,4.137532360822342,4.902872528737497,core,supported_multi_station_candidate,A,False,2019,-6.7255,481.00416666666666,11.858166666666667,8.650473958333334,True,-4.233333333333333,0.94,SSC,372.0,11.8,True,True,True,True,True,-8.68,380.25,11.435,74.34999999999997,82.0,116.0
0,0,4.45,core,2019-01-04 12:00:00,83,1.29,,554.0,11.4,,2019-01-04 12:00:00,276,2019-01-04 16:27:00,2019-01-04 16:27:00,2019-01-03 04:12:00,2019-01-06 18:04:00,85.86666666666666,8,8,"AATB,DRBS,FSMT,JUNG,JUNG1,KERG,LMKS,ROME",4.34898526768287,9.262595100904012,6.083545504613385,2019-01-03 04:12:00,2019-01-06 04:14:00,2019-01-03 19:54:00,2019-01-06 18:04:00,8,"AATB,DRBS,FSMT,JUNG,JUNG1,KERG,LMKS,ROME",0,,4.3489852676828695,3.7657388599520454,9.262595100904012,core,supported_multi_station_candidate,A,False,2019,-6.3775,552.6416666666667,11.467166666666666,8.149959463810143,True,-4.45,1.29,,554.0,11.4,False,True,True,True,True,-9.655000000000001,374.2,14.42,47.0,104.0,152.0
90,60,4.5,core,2019-09-01 13:00:00,59,0.51,,728.0,7.5,,2019-09-01 13:00:00,345,2019-09-01 17:30:00,2019-09-01 17:30:00,2019-09-01 17:30:00,2019-09-01 23:42:00,6.2,1,1,NANM,4.650074522003894,4.650074522003894,5.453796140256313,2019-09-01 17:30:00,2019-09-01 17:30:00,2019-09-01 23:42:00,2019-09-01 23:42:00,6,"AATB,ATHN,JUNG1,KERG,LMKS,NANM",5,"AATB,ATHN,JUNG1,KERG,LMKS",3.9150606294516503,3.390510843170931,6.4402160271226325,core,supported_multi_station_candidate,A,True,2019,-4.674833333333334,750.8991666666666,10.1325,3.675912326388889,True,-4.5,0.51,,728.0,7.5,False,False,True,False,True,-6.125,793.9000000000001,7.845,152.60000000000014,30.0,0.0
61,44,4.566666666666666,core,2019-06-21 02:00:00,33,0.28,,412.0,7.8,,2019-06-21 02:00:00,327,2019-06-21 06:34:00,2019-06-21 06:34:00,2019-06-20 16:28:00,2019-06-22 17:50:00,49.36666666666667,2,2,"FSMT,JUNG1",3.3313810137120505,3.646437097241399,7.601651701945341,2019-06-20 16:28:00,2019-06-21 20:40:00,2019-06-21 15:48:00,2019-06-22 17:50:00,2,"FSMT,JUNG1",0,,3.3313810137120505,3.3313810137120505,3.646437097241399,core,supported_multi_station_candidate,B,False,2019,-3.0758333333333336,413.43333333333334,7.902166666666667,8.084326011172168,True,-4.566666666666666,0.28,,412.0,7.8,False,False,True,False,True,-4.495,402.7,8.66,46.30000000000001,36.0,14.0
15,10,6.2,core,2019-02-08 08:00:00,51,0.36,,477.0,7.0,,2019-02-08 08:00:00,288,2019-02-08 14:12:00,2019-02-08 14:12:00,2019-02-07 15:44:00,2019-02-09 23:00:00,55.266666666666666,3,3,"DRBS,JUNG1,KERG",6.5508846783224515,12.695546201363344,8.711438391162252,2019-02-07 15:44:00,2019-02-08 14:34:00,2019-02-08 15:36:00,2019-02-09 23:00:00,4,"DRBS,JUNG1,KERG,LMKS",1,LMKS,5.700359387930878,3.605420065843626,12.695546201363344,core,supported_multi_station_candidate,A,False,2019,-4.507000000000001,478.9066666666667,7.009166666666667,3.9737112888558204,True,-6.2,0.36,,477.0,7.0,False,False,True,False,True,-5.205,472.9,7.465,101.44999999999999,50.0,0.0
19,13,-6.2,core,2019-02-20 02:00:00,17,0.23,,326.0,3.2,,2019-02-20 02:00:00,291,2019-02-19 19:48:00,2019-02-19 19:48:00,2019-02-18 16:36:00,2019-02-21 09:16:00,64.66666666666667,4,4,"AATB,JUNG,LMKS,NEWK",3.944320496264214,5.702227619294988,3.937048833747958,2019-02-18 16:36:00,2019-02-20 09:28:00,2019-02-19 19:00:00,2019-02-21 09:16:00,6,"AATB,APTY,JUNG,KERG,LMKS,NEWK",2,"APTY,KERG",4.00626260237484,3.8026319722281814,5.702227619294988,core,supported_multi_station_candidate,A,False,2019,-5.4295,449.5861111111111,11.319833333333332,9.571419270833333,True,6.2,0.23,,326.0,3.2,False,False,False,False,False,-2.7800000000000002,338.95,3.95,28.19999999999999,0.0,0.0
81,55,6.283333333333333,core,2019-08-08 14:00:00,53,0.75,,630.0,6.7,,2019-08-08 14:00:00,338,2019-08-08 20:17:00,2019-08-08 20:17:00,2019-08-08 16:04:00,2019-08-10 00:16:00,32.2,2,2,"APTY,KERG",4.2527960915427405,4.321735641717447,5.886176573407676,2019-08-08 16:04:00,2019-08-09 00:30:00,2019-08-09 21:56:00,2019-08-10 00:16:00,7,"AATB,APTY,DRBS,FSMT,JUNG,KERG,KIEL2",5,"AATB,DRBS,FSMT,JUNG,KIEL2",3.7127946254410658,4.172167407581266,4.767852184427885,core,supported_multi_station_candidate,A,False,2019,-4.0882499999999995,632.2333333333333,6.487333333333334,2.378964787137681,True,-6.283333333333333,0.75,,630.0,6.7,False,False,True,False,True,-5.465,562.2,6.035,136.55000000000007,10.0,0.0
119,80,7.233333333333333,core,2019-11-02 22:00:00,29,0.35,,347.0,6.4,,2019-11-02 22:00:00,365,2019-11-03 05:14:00,2019-11-03 05:14:00,2019-11-03 05:14:00,2019-11-03 09:30:00,4.266666666666667,1,1,KIEL2,8.36896782978011,8.36896782978011,5.606510953319775,2019-11-03 05:14:00,2019-11-03 05:14:00,2019-11-03 09:30:00,2019-11-03 09:30:00,4,"AATB,KERG,KIEL2,LMKS",3,"AATB,KERG,LMKS",4.288627149476857,3.2435825637970996,8.36896782978011,core,supported_multi_station_candidate,A,True,2019,-2.7148333333333334,420.795,7.4175,8.232521701388889,True,-7.233333333333333,0.35,,347.0,6.4,False,False,False,False,False,-2.92,354.9,6.72,26.950000000000045,0.0,0.0
126,83,7.433333333333334,core,2019-11-16 13:00:00,39,0.43,,457.0,9.0,,2019-11-16 13:00:00,369,2019-11-16 20:26:00,2019-11-16 20:26:00,2019-11-15 21:48:00,2019-11-18 21:46:00,71.96666666666667,5,5,"JUNG,JUNG1,KERG,KIEL2,LMKS",3.826165011422816,5.025869603372813,6.725166018388345,2019-11-15 21:48:00,2019-11-18 14:48:00,2019-11-16 17:52:00,2019-11-18 21:46:00,7,"AATB,JUNG,JUNG1,KERG,KIEL2,LMKS,ROME",2,"AATB,ROME",3.9397716434547427,4.110807709266116,5.025869603372813,core,supported_multi_station_candidate,A,False,2019,-4.485333333333333,455.8883333333333,8.870166666666668,7.374845744680851,True,-7.433333333333334,0.43,,457.0,9.0,False,True,True,True,True,-8.175,434.15,9.93,59.799999999999955,84.0,62.0
133,88,8.333333333333334,core,2019-12-09 20:00:00,70,0.77,,450.0,8.0,,2019-12-09 20:00:00,374,2019-12-10 04:20:00,2019-12-10 04:20:00,2019-12-09 18:40:00,2019-12-11 09:08:00,38.46666666666667,4,4,"APTY,KIEL2,LMKS,OULU",5.04930208524438,6.785832493897384,6.823581513078955,2019-12-09 18:40:00,2019-12-11 06:50:00,2019-12-10 20:38:00,2019-12-11 09:08:00,6,"APTY,KERG,KIEL2,LMKS,NANM,OULU",2,"KERG,NANM",4.579954395216178,4.87843845614762,6.785832493897384,core,supported_multi_station_candidate,A,False,2019,-3.4765,456.08214285714286,8.220333333333334,5.776509540695712,True,-8.333333333333334,0.77,,450.0,8.0,False,False,True,False,True,-8.915,426.75,9.85,83.69999999999999,28.0,28.0
83,56,8.683333333333334,core,2019-08-12 06:00:00,66,0.53,,491.0,6.8,,2019-08-12 06:00:00,339,2019-08-12 14:41:00,2019-08-12 14:41:00,2019-08-12 08:02:00,2019-08-13 07:08:00,23.1,4,4,"DRBS,JUNG,JUNG1,KERG",3.7178883576003114,5.1760622897323,6.142522593356637,2019-08-12 08:02:00,2019-08-12 20:32:00,2019-08-12 22:50:00,2019-08-13 07:08:00,4,"DRBS,JUNG,JUNG1,KERG",0,,3.7178883576003114,3.4044863216482923,5.1760622897323,core,supported_multi_station_candidate,A,False,2019,-3.1626666666666665,497.23333333333335,6.872,4.9202361111111115,True,-8.683333333333334,0.53,,491.0,6.8,False,False,True,False,True,-3.235,474.4,7.185,95.05000000000001,8.0,0.0
94,62,-9.0,core,2019-09-09 22:00:00,36,0.54,,509.0,6.3,,2019-09-09 22:00:00,347,2019-09-09 13:00:00,2019-09-09 13:00:00,2019-09-09 02:50:00,2019-09-10 01:42:00,22.866666666666667,2,2,"LMKS,OULU",3.801103032945104,4.650133107381426,3.494642954116258,2019-09-09 02:50:00,2019-09-09 23:10:00,2019-09-09 11:48:00,2019-09-10 01:42:00,4,"FSMT,KERG,LMKS,OULU",2,"FSMT,KERG",3.455914100915697,3.1107251688862902,4.650133107381426,core,supported_multi_station_candidate,A,False,2019,-3.634666666666667,516.7716666666666,6.838833333333333,3.887142643261703,True,9.0,0.54,,509.0,6.3,False,False,True,False,True,-8.434999999999999,531.1,9.405000000000001,125.59999999999997,36.0,12.0
16,11,9.166666666666666,core,2019-02-11 07:00:00,33,0.29,,406.0,8.1,,2019-02-11 07:00:00,289,2019-02-11 16:10:00,2019-02-11 16:10:00,2019-02-11 16:10:00,2019-02-11 21:22:00,5.2,1,1,KERG,3.647056343388749,3.647056343388749,7.033798900578041,2019-02-11 16:10:00,2019-02-11 16:10:00,2019-02-11 21:22:00,2019-02-11 21:22:00,3,"DRBS,KERG,LMKS",2,"DRBS,LMKS",4.149524535827266,3.647056343388749,5.590158881891584,core,supported_multi_station_candidate,B,True,2019,-5.4815,469.2366666666667,9.000333333333334,5.866048195084486,True,-9.166666666666666,0.29,,406.0,8.1,False,True,True,False,True,-6.37,410.7,8.41,42.39999999999998,70.0,6.0
101,67,9.166666666666666,core,2019-09-24 09:00:00,28,0.32,,499.0,14.7,,2019-09-24 09:00:00,352,2019-09-24 18:10:00,2019-09-24 18:10:00,2019-09-24 18:10:00,2019-09-25 23:40:00,29.5,1,1,KERG,3.235891080814549,3.235891080814549,10.938228127870037,2019-09-24 18:10:00,2019-09-24 18:10:00,2019-09-25 23:40:00,2019-09-25 23:40:00,2,"KERG,ROME",1,ROME,4.972112641957822,4.972112641957822,6.708334203101096,core,supported_multi_station_candidate,B,True,2019,-5.961166666666667,490.52333333333337,15.479000000000001,7.090633540293565,True,-9.166666666666666,0.32,,499.0,14.7,False,True,True,True,True,-8.095,497.54999999999995,16.775,159.25,102.0,198.0
99,65,-9.333333333333334,core,2019-09-17 18:00:00,36,0.42,,446.0,6.2,,2019-09-17 18:00:00,350,2019-09-17 08:40:00,2019-09-17 08:40:00,2019-09-16 22:24:00,2019-09-17 23:32:00,25.133333333333333,3,3,"AATB,KERG,ROME",5.67588921579582,8.384967962696248,6.532980051712323,2019-09-16 22:24:00,2019-09-17 19:02:00,2019-09-17 14:06:00,2019-09-17 23:32:00,3,"AATB,KERG,ROME",0,,5.67588921579582,4.982028584190653,8.384967962696248,core,supported_multi_station_candidate,B,False,2019,-4.0873333333333335,473.15333333333336,6.6195,6.273796006944444,True,9.333333333333334,0.42,,446.0,6.2,False,False,True,False,True,-3.55,437.4,6.6,49.89999999999998,6.0,0.0
35,26,-10.983333333333333,core,2019-04-09 22:00:00,102,0.67,,459.0,8.2,,2019-04-09 22:00:00,307,2019-04-09 11:01:00,2019-04-09 11:01:00,2019-04-09 08:12:00,2019-04-10 00:24:00,16.2,2,2,"AATB,JUNG",2.7511843400332534,3.3731588177288536,5.897594056711715,2019-04-09 08:12:00,2019-04-09 13:50:00,2019-04-09 20:04:00,2019-04-10 00:24:00,5,"AATB,BKSN,JUNG,JUNG1,LMKS",3,"BKSN,JUNG1,LMKS",2.9981732674241073,3.0636519794683754,3.8435935311633544,core,supported_multi_station_candidate,A,False,2019,-4.0395,464.44666666666666,8.502833333333333,5.668063368055556,True,10.983333333333333,0.67,,459.0,8.2,False,False,True,False,True,-4.949999999999999,443.4,6.055,68.09999999999997,44.0,0.0
51,35,-11.033333333333333,core,2019-05-23 05:00:00,36,0.24,,357.0,6.5,,2019-05-23 05:00:00,317,2019-05-22 17:58:00,2019-05-22 17:58:00,2019-05-22 13:10:00,2019-05-24 23:34:00,58.4,3,3,"JUNG,KIEL2,NEWK",7.261383716921402,12.898912946863542,7.19540437587397,2019-05-22 13:10:00,2019-05-23 18:38:00,2019-05-23 07:44:00,2019-05-24 23:34:00,5,"AATB,JUNG,KIEL2,LMKS,NEWK",2,"AATB,LMKS",5.759003753326153,4.549370861180686,12.898912946863542,core,supported_multi_station_candidate,A,False,2019,-4.01525,413.5883333333333,6.519833333333334,7.027961805555556,True,11.033333333333333,0.24,,357.0,6.5,False,False,False,False,False,-2.5,391.5,5.04,26.30000000000001,0.0,0.0
31,24,11.15,core,2019-03-28 04:00:00,37,0.76,,525.0,13.7,,2019-03-28 04:00:00,304,2019-03-28 15:09:00,2019-03-28 15:09:00,2019-03-28 00:24:00,2019-03-30 05:58:00,53.56666666666667,2,2,"JUNG1,KERG",6.61660983783716,9.537886720167235,7.483022222721896,2019-03-28 00:24:00,2019-03-29 05:54:00,2019-03-29 08:48:00,2019-03-30 05:58:00,5,"AATB,JUNG,JUNG1,KERG,NANM",3,"AATB,JUNG,NANM",4.671880668116272,3.960723875586532,9.537886720167235,core,supported_multi_station_candidate,A,False,2019,-4.105166666666666,543.1825,13.7185,7.266034034024052,True,-11.15,0.76,,525.0,13.7,False,False,True,True,True,-7.35,561.2,13.94,142.20000000000005,46.0,546.0
