datetime,duration,magnitude,ons type,V max,B max,ons_label,t_izmiran
2018-04-20 00:21:00,70,1.48,SSC,629.0,20.1,ICME-shock,2018-04-20 00:21:00
2018-04-23 07:00:00,43,0.58,,431.0,5.4,,2018-04-23 07:00:00
2018-04-27 13:00:00,38,0.23,,385.0,7.8,,2018-04-27 13:00:00
2018-04-30 01:00:00,31,0.52,,440.0,7.5,,2018-04-30 01:00:00
2018-05-05 10:25:00,63,0.76,SSC,669.0,15.9,ICME-shock,2018-05-05 10:25:00
2018-05-08 01:00:00,29,0.25,,667.0,8.0,,2018-05-08 01:00:00
2018-05-09 09:00:00,42,0.3,,636.0,5.6,,2018-05-09 09:00:00
2018-05-11 04:00:00,39,0.52,,496.0,8.6,,2018-05-11 04:00:00
2018-05-12 23:00:00,53,0.48,,463.0,10.4,,2018-05-12 23:00:00
2018-05-15 18:00:00,22,0.19,,361.0,4.7,,2018-05-15 18:00:00
2018-05-16 19:00:00,66,1.23,,448.0,9.6,,2018-05-16 19:00:00
2018-05-20 03:00:00,46,0.52,,373.0,5.3,,2018-05-20 03:00:00
2018-05-22 12:18:00,102,0.53,SSC,520.0,10.3,ICME-shock,2018-05-22 12:18:00
2018-05-27 21:00:00,50,0.44,,393.0,7.0,,2018-05-27 21:00:00
2018-05-30 05:00:00,30,0.37,,375.0,5.4,,2018-05-30 05:00:00
2018-05-31 14:46:00,44,0.9,SSC,695.0,12.9,ICME-shock,2018-05-31 14:46:00
2018-06-02 17:00:00,62,0.39,,707.0,6.3,,2018-06-02 17:00:00
2018-06-05 12:00:00,20,0.33,,428.0,7.5,,2018-06-05 12:00:00
2018-06-06 11:00:00,36,0.65,,442.0,10.9,,2018-06-06 11:00:00
2018-06-13 12:00:00,58,0.7,,342.0,6.6,,2018-06-13 12:00:00
2018-06-17 15:00:00,88,1.05,,526.0,19.8,,2018-06-17 15:00:00
2018-06-22 20:00:00,53,1.61,,497.0,14.0,,2018-06-22 20:00:00
2018-06-25 06:00:00,22,0.59,,428.0,9.0,,2018-06-25 06:00:00
2018-06-26 07:00:00,46,0.69,,626.0,11.5,,2018-06-26 07:00:00
2018-06-30 13:00:00,36,0.48,,460.0,4.9,,2018-06-30 13:00:00
2018-07-03 15:00:00,36,0.41,,339.0,7.0,,2018-07-03 15:00:00
2018-07-05 11:00:00,18,0.42,,442.0,12.2,,2018-07-05 11:00:00
2018-07-06 08:00:00,63,0.39,,494.0,7.8,,2018-07-06 08:00:00
2018-07-10 01:00:00,37,0.93,,396.0,11.1,,2018-07-10 01:00:00
2018-07-11 22:00:00,70,0.47,,491.0,9.4,,2018-07-11 22:00:00
2018-07-16 06:00:00,12,0.33,,350.0,9.9,,2018-07-16 06:00:00
2018-07-16 20:00:00,53,0.72,,440.0,14.3,,2018-07-16 20:00:00
2018-07-19 09:00:00,38,0.28,,450.0,6.2,,2018-07-19 09:00:00
2018-07-21 01:00:00,47,0.84,,535.0,9.5,,2018-07-21 01:00:00
2018-07-24 06:00:00,48,0.64,,587.0,13.0,,2018-07-24 06:00:00
2018-07-29 21:00:00,13,0.48,,333.0,6.7,,2018-07-29 21:00:00
2018-07-30 11:58:00,36,0.42,SI,339.0,9.0,weak-impulse,2018-07-30 11:58:00
2018-08-01 11:00:00,80,0.52,,415.0,8.9,,2018-08-01 11:00:00
2018-08-05 06:00:00,44,0.46,,354.0,6.6,,2018-08-05 06:00:00
2018-08-07 13:00:00,42,0.35,,439.0,7.8,,2018-08-07 13:00:00
2018-08-10 03:00:00,21,0.33,,378.0,5.9,,2018-08-10 03:00:00
2018-08-11 03:00:00,30,0.46,,402.0,11.0,,2018-08-11 03:00:00
2018-08-12 14:00:00,29,0.28,,404.0,5.4,,2018-08-12 14:00:00
2018-08-14 23:00:00,44,0.82,,505.0,9.5,,2018-08-14 23:00:00
2018-08-16 19:00:00,62,0.5,,543.0,7.0,,2018-08-16 19:00:00
2018-08-19 18:00:00,73,0.81,,662.0,12.1,,2018-08-19 18:00:00
2018-08-24 07:00:00,17,0.23,,384.0,7.6,,2018-08-24 07:00:00
2018-08-25 02:00:00,32,1.54,,444.0,18.2,,2018-08-25 02:00:00
2018-08-26 15:00:00,76,0.56,,619.0,15.1,,2018-08-26 15:00:00
2018-08-29 23:00:00,28,0.21,,460.0,4.9,,2018-08-29 23:00:00
2018-08-31 07:00:00,36,0.32,,395.0,7.9,,2018-08-31 07:00:00
2018-09-04 06:00:00,46,0.48,,484.0,7.2,,2018-09-04 06:00:00
2018-09-06 23:00:00,36,0.59,,488.0,10.5,,2018-09-06 23:00:00
2018-09-08 22:00:00,29,0.41,,413.0,6.8,,2018-09-08 22:00:00
2018-09-10 16:00:00,70,1.06,,570.0,14.2,,2018-09-10 16:00:00
2018-09-14 15:00:00,36,0.25,,688.0,5.1,,2018-09-14 15:00:00
2018-09-17 02:00:00,74,0.78,,561.0,10.8,,2018-09-17 02:00:00
2018-09-21 16:00:00,17,0.81,,391.0,9.2,,2018-09-21 16:00:00
2018-09-22 11:00:00,55,1.08,,559.0,10.1,,2018-09-22 11:00:00
2018-09-27 18:00:00,27,0.34,,422.0,5.6,,2018-09-27 18:00:00
2018-09-29 00:53:00,36,0.25,SSC,485.0,7.3,ICME-shock,2018-09-29 00:53:00
2018-10-01 11:00:00,57,0.36,,533.0,7.4,,2018-10-01 11:00:00
2018-10-03 20:00:00,36,0.49,,508.0,7.7,,2018-10-03 20:00:00
2018-10-07 08:00:00,65,1.42,,614.0,16.6,,2018-10-07 08:00:00
2018-10-10 12:00:00,36,0.57,,519.0,6.8,,2018-10-10 12:00:00
2018-10-13 05:00:00,87,0.97,,616.0,11.3,,2018-10-13 05:00:00
2018-10-21 01:00:00,46,0.4,,394.0,8.5,,2018-10-21 01:00:00
2018-10-23 11:00:00,36,0.29,,358.0,5.5,,2018-10-23 11:00:00
2018-10-26 03:00:00,62,0.43,,421.0,7.4,,2018-10-26 03:00:00
2018-11-04 07:00:00,61,1.32,,611.0,11.2,,2018-11-04 07:00:00
2018-11-06 23:00:00,55,0.84,,491.0,7.3,,2018-11-06 23:00:00
2018-11-09 13:00:00,101,1.09,,637.0,12.8,,2018-11-09 13:00:00
2018-11-14 07:00:00,30,0.25,,443.0,5.4,,2018-11-14 07:00:00
2018-11-15 17:00:00,36,0.44,,392.0,4.8,,2018-11-15 17:00:00
2018-11-18 05:00:00,36,0.43,,337.0,7.3,,2018-11-18 05:00:00
2018-11-20 01:00:00,73,0.52,,430.0,10.0,,2018-11-20 01:00:00
2018-11-24 10:00:00,35,0.45,,365.0,5.7,,2018-11-24 10:00:00
2018-11-26 04:00:00,22,0.24,,340.0,5.4,,2018-11-26 04:00:00
2018-11-27 05:00:00,39,0.26,,427.0,7.5,,2018-11-27 05:00:00
2018-11-29 05:00:00,29,0.34,,395.0,3.5,,2018-11-29 05:00:00
2018-12-01 03:00:00,44,0.43,,450.0,9.5,,2018-12-01 03:00:00
2018-12-03 10:00:00,63,1.05,,478.0,7.6,,2018-12-03 10:00:00
2018-12-07 05:00:00,43,0.74,,590.0,9.6,,2018-12-07 05:00:00
2018-12-09 11:00:00,80,0.39,,661.0,10.1,,2018-12-09 11:00:00
2018-12-16 21:00:00,55,0.52,,447.0,10.6,,2018-12-16 21:00:00
2018-12-19 07:00:00,58,0.39,,638.0,8.5,,2018-12-19 07:00:00
2018-12-25 03:00:00,53,0.52,,367.0,5.6,,2018-12-25 03:00:00
2018-12-27 23:00:00,41,0.38,,604.0,12.1,,2018-12-27 23:00:00
2018-12-30 01:00:00,38,0.61,,569.0,5.8,,2018-12-30 01:00:00
2018-12-31 23:00:00,36,0.53,,465.0,5.8,,2018-12-31 23:00:00
2019-01-04 12:00:00,83,1.29,,554.0,11.4,,2019-01-04 12:00:00
2019-01-08 06:00:00,40,0.44,,446.0,6.1,,2019-01-08 06:00:00
2019-01-10 14:00:00,47,0.55,,509.0,7.3,,2019-01-10 14:00:00
2019-01-13 01:00:00,19,0.34,,366.0,3.4,,2019-01-13 01:00:00
2019-01-13 23:00:00,31,0.34,,403.0,10.2,,2019-01-13 23:00:00
2019-01-15 11:00:00,28,0.37,,417.0,7.7,,2019-01-15 11:00:00
2019-01-16 19:00:00,64,0.35,,503.0,9.9,,2019-01-16 19:00:00
2019-01-20 19:00:00,20,0.25,,374.0,5.2,,2019-01-20 19:00:00
2019-01-22 15:00:00,14,0.19,,351.0,7.9,,2019-01-22 15:00:00
2019-01-23 08:00:00,89,1.1,,634.0,9.3,,2019-01-23 08:00:00
2019-01-29 00:00:00,36,0.32,,368.0,4.5,,2019-01-29 00:00:00
2019-01-31 05:00:00,11,0.36,,367.0,15.0,,2019-01-31 05:00:00
2019-01-31 18:00:00,77,0.83,,627.0,15.7,,2019-01-31 18:00:00
2019-02-04 00:00:00,33,0.28,,468.0,6.1,,2019-02-04 00:00:00
2019-02-05 18:00:00,42,0.42,,446.0,7.9,,2019-02-05 18:00:00
2019-02-08 08:00:00,51,0.36,,477.0,7.0,,2019-02-08 08:00:00
2019-02-11 07:00:00,33,0.29,,406.0,8.1,,2019-02-11 07:00:00
2019-02-12 22:00:00,67,0.43,,524.0,9.1,,2019-02-12 22:00:00
2019-02-17 22:00:00,25,0.29,,371.0,6.1,,2019-02-17 22:00:00
2019-02-20 02:00:00,17,0.23,,326.0,3.2,,2019-02-20 02:00:00
2019-02-20 20:00:00,67,0.62,,492.0,11.2,,2019-02-20 20:00:00
2019-02-27 08:00:00,98,0.91,,595.0,11.6,,2019-02-27 08:00:00
2019-03-06 06:00:00,63,0.6,,493.0,9.8,,2019-03-06 06:00:00
2019-03-11 11:00:00,45,0.96,,396.0,9.2,,2019-03-11 11:00:00
2019-03-13 19:00:00,27,0.28,,363.0,5.5,,2019-03-13 19:00:00
2019-03-15 02:00:00,31,0.45,,410.0,7.5,,2019-03-15 02:00:00
2019-03-16 20:00:00,36,0.5,,443.0,8.5,,2019-03-16 20:00:00
2019-03-19 04:00:00,6,0.19,,355.0,3.7,,2019-03-19 04:00:00
2019-03-19 10:00:00,46,0.34,,410.0,7.1,,2019-03-19 10:00:00
2019-03-24 23:00:00,39,0.7,,351.0,8.4,,2019-03-24 23:00:00
2019-03-26 23:00:00,26,0.33,,371.0,6.7,,2019-03-26 23:00:00
2019-03-28 04:00:00,37,0.76,,525.0,13.7,,2019-03-28 04:00:00
2019-03-31 03:00:00,41,0.49,,421.0,6.2,,2019-03-31 03:00:00
2019-04-03 13:00:00,71,0.73,,527.0,9.4,,2019-04-03 13:00:00
2019-04-07 18:00:00,38,0.75,,458.0,8.6,,2019-04-07 18:00:00
2019-04-09 22:00:00,102,0.67,,459.0,8.2,,2019-04-09 22:00:00
2019-04-14 18:00:00,32,0.42,,358.0,7.7,,2019-04-14 18:00:00
2019-04-17 19:00:00,67,0.57,,339.0,6.1,,2019-04-17 19:00:00
2019-04-21 15:00:00,41,0.37,,393.0,6.6,,2019-04-21 15:00:00
2019-04-23 18:00:00,25,0.38,,425.0,10.4,,2019-04-23 18:00:00
2019-04-24 22:00:00,39,0.34,,418.0,6.9,,2019-04-24 22:00:00
2019-04-26 22:00:00,66,0.4,,390.0,6.0,,2019-04-26 22:00:00
2019-05-01 13:00:00,42,0.65,,569.0,9.1,,2019-05-01 13:00:00
2019-05-03 18:00:00,54,0.32,,505.0,9.8,,2019-05-03 18:00:00
2019-05-07 19:00:00,30,0.43,,351.0,3.3,,2019-05-07 19:00:00
2019-05-09 06:00:00,31,0.45,,379.0,7.1,,2019-05-09 06:00:00
2019-05-10 17:54:00,70,1.3,SSC,380.0,11.9,ICME-shock,2019-05-10 17:54:00
2019-05-14 00:00:00,35,0.81,,556.0,14.3,,2019-05-14 00:00:00
2019-05-15 18:00:00,45,0.83,,480.0,9.8,,2019-05-15 18:00:00
2019-05-19 19:00:00,48,0.55,,414.0,8.2,,2019-05-19 19:00:00
2019-05-22 04:00:00,22,0.16,,389.0,4.7,,2019-05-22 04:00:00
2019-05-23 05:00:00,36,0.24,,357.0,6.5,,2019-05-23 05:00:00
2019-05-26 22:14:00,34,0.94,SSC,372.0,11.8,ICME-shock,2019-05-26 22:14:00
2019-05-28 15:00:00,74,0.51,,562.0,8.2,,2019-05-28 15:00:00
2019-06-03 02:00:00,23,0.28,,329.0,5.9,,2019-06-03 02:00:00
2019-06-04 09:00:00,36,0.36,,344.0,7.7,,2019-06-04 09:00:00
2019-06-06 09:00:00,35,0.31,,321.0,6.3,,2019-06-06 09:00:00
2019-06-08 10:00:00,54,0.46,,463.0,17.2,,2019-06-08 10:00:00
2019-06-12 06:00:00,29,0.61,,447.0,7.4,,2019-06-12 06:00:00
2019-06-13 15:00:00,58,0.69,,477.0,7.8,,2019-06-13 15:00:00
2019-06-19 12:00:00,31,0.63,,371.0,7.8,,2019-06-19 12:00:00
2019-06-21 02:00:00,33,0.28,,412.0,7.8,,2019-06-21 02:00:00
2019-06-23 16:00:00,42,0.3,,350.0,5.5,,2019-06-23 16:00:00
2019-06-25 20:00:00,30,0.42,,402.0,6.0,,2019-06-25 20:00:00
2019-06-27 12:00:00,35,0.4,,371.0,5.9,,2019-06-27 12:00:00
2019-06-29 14:00:00,29,0.43,,325.0,4.9,,2019-06-29 14:00:00
2019-06-30 23:00:00,36,0.57,,363.0,9.1,,2019-06-30 23:00:00
2019-07-04 18:00:00,34,0.36,,441.0,7.1,,2019-07-04 18:00:00
2019-07-06 11:00:00,28,0.34,,360.0,4.1,,2019-07-06 11:00:00
2019-07-08 20:00:00,18,0.55,,463.0,18.0,,2019-07-08 20:00:00
2019-07-09 17:00:00,75,0.53,,646.0,11.6,,2019-07-09 17:00:00
2019-07-12 22:00:00,28,0.67,,461.0,6.6,,2019-07-12 22:00:00
2019-07-14 21:00:00,52,0.46,,477.0,8.8,,2019-07-14 21:00:00
2019-07-19 21:00:00,33,0.33,,341.0,4.9,,2019-07-19 21:00:00
2019-07-21 18:00:00,70,0.55,,424.0,9.3,,2019-07-21 18:00:00
2019-07-24 20:00:00,26,0.46,,369.0,5.5,,2019-07-24 20:00:00
2019-07-27 09:00:00,49,0.42,,374.0,6.1,,2019-07-27 09:00:00
2019-07-30 11:00:00,72,0.9,,553.0,10.7,,2019-07-30 11:00:00
2019-08-02 12:00:00,35,0.38,,443.0,3.6,,2019-08-02 12:00:00
2019-08-04 08:00:00,15,0.2,,369.0,5.0,,2019-08-04 08:00:00
2019-08-05 03:00:00,79,1.21,,722.0,17.1,,2019-08-05 03:00:00
2019-08-08 14:00:00,53,0.75,,630.0,6.7,,2019-08-08 14:00:00
2019-08-11 15:00:00,13,0.19,,462.0,6.0,,2019-08-11 15:00:00
2019-08-12 06:00:00,66,0.53,,491.0,6.8,,2019-08-12 06:00:00
2019-08-17 02:00:00,41,0.38,,374.0,7.8,,2019-08-17 02:00:00
2019-08-19 04:00:00,19,0.4,,376.0,4.6,,2019-08-19 04:00:00
2019-08-20 02:00:00,44,0.68,,415.0,9.7,,2019-08-20 02:00:00
2019-08-25 10:00:00,37,0.39,,343.0,5.5,,2019-08-25 10:00:00
2019-08-27 01:00:00,61,0.76,,514.0,9.6,,2019-08-27 01:00:00
2019-08-30 06:00:00,44,1.11,,722.0,10.5,,2019-08-30 06:00:00
2019-09-01 13:00:00,59,0.51,,728.0,7.5,,2019-09-01 13:00:00
2019-09-04 12:00:00,32,0.47,,555.0,6.3,,2019-09-04 12:00:00
2019-09-06 02:00:00,36,0.44,,541.0,5.7,,2019-09-06 02:00:00
2019-09-08 11:00:00,28,0.46,,519.0,6.8,,2019-09-08 11:00:00
2019-09-09 22:00:00,36,0.54,,509.0,6.3,,2019-09-09 22:00:00
2019-09-12 16:00:00,20,0.81,,481.0,8.5,,2019-09-12 16:00:00
2019-09-13 15:00:00,32,0.31,,541.0,8.1,,2019-09-13 15:00:00
2019-09-15 06:00:00,21,0.4,,472.0,6.6,,2019-09-15 06:00:00
2019-09-16 08:00:00,30,0.35,,460.0,5.4,,2019-09-16 08:00:00
2019-09-17 18:00:00,36,0.42,,446.0,6.2,,2019-09-17 18:00:00
2019-09-20 18:00:00,56,0.71,,353.0,6.3,,2019-09-20 18:00:00
2019-09-24 09:00:00,28,0.32,,499.0,14.7,,2019-09-24 09:00:00
2019-09-26 16:00:00,20,0.34,,382.0,7.1,,2019-09-26 16:00:00
2019-09-27 12:00:00,99,0.81,,695.0,13.0,,2019-09-27 12:00:00
2019-10-03 19:00:00,28,0.38,,427.0,8.4,,2019-10-03 19:00:00
2019-10-05 08:00:00,37,0.31,,445.0,6.8,,2019-10-05 08:00:00
2019-10-07 12:00:00,32,0.36,,410.0,5.6,,2019-10-07 12:00:00
2019-10-09 01:00:00,17,0.25,,412.0,9.0,,2019-10-09 01:00:00
2019-10-09 20:00:00,55,0.58,,516.0,11.4,,2019-10-09 20:00:00
2019-10-12 19:00:00,32,0.48,,378.0,4.1,,2019-10-12 19:00:00
2019-10-14 14:00:00,37,0.7,,370.0,8.0,,2019-10-14 14:00:00
2019-10-16 03:00:00,37,0.23,,427.0,6.2,,2019-10-16 03:00:00
2019-10-17 17:00:00,37,0.58,,384.0,4.8,,2019-10-17 17:00:00
2019-10-23 12:00:00,18,0.31,,344.0,3.7,,2019-10-23 12:00:00
2019-10-24 08:00:00,36,0.8,,650.0,11.7,,2019-10-24 08:00:00
2019-10-26 05:00:00,58,0.57,,650.0,8.2,,2019-10-26 05:00:00
2019-10-28 15:00:00,25,0.29,,496.0,4.8,,2019-10-28 15:00:00
2019-10-29 19:00:00,24,0.45,,412.0,12.8,,2019-10-29 19:00:00
2019-10-30 22:00:00,61,0.77,,441.0,14.6,,2019-10-30 22:00:00
2019-11-02 22:00:00,29,0.35,,347.0,6.4,,2019-11-02 22:00:00
2019-11-04 07:00:00,59,0.55,,416.0,7.3,,2019-11-04 07:00:00
2019-11-06 22:00:00,36,0.36,,427.0,4.9,,2019-11-06 22:00:00
2019-11-10 06:00:00,13,0.38,,319.0,4.5,,2019-11-10 06:00:00
2019-11-10 21:00:00,42,0.75,,374.0,12.2,,2019-11-10 21:00:00
2019-11-13 02:00:00,36,0.38,,351.0,7.6,,2019-11-13 02:00:00
2019-11-15 13:00:00,21,0.4,,376.0,5.8,,2019-11-15 13:00:00
2019-11-16 13:00:00,39,0.43,,457.0,9.0,,2019-11-16 13:00:00
2019-11-20 15:00:00,19,0.88,,483.0,9.0,,2019-11-20 15:00:00
2019-11-21 13:00:00,36,0.61,,597.0,11.4,,2019-11-21 13:00:00
2019-11-23 13:00:00,70,0.4,,527.0,8.8,,2019-11-23 13:00:00
2019-11-29 15:00:00,38,0.74,,401.0,6.8,,2019-11-29 15:00:00
2019-12-03 22:00:00,36,0.25,,319.0,5.1,,2019-12-03 22:00:00
2019-12-07 07:00:00,48,0.83,,375.0,5.8,,2019-12-07 07:00:00
2019-12-09 20:00:00,70,0.77,,450.0,8.0,,2019-12-09 20:00:00
2019-12-14 12:00:00,60,0.66,,413.0,7.9,,2019-12-14 12:00:00
2019-12-17 23:00:00,85,0.84,,540.0,9.5,,2019-12-17 23:00:00
2019-12-23 23:00:00,27,0.34,,350.0,5.4,,2019-12-23 23:00:00
2019-12-25 06:00:00,78,0.65,,408.0,8.3,,2019-12-25 06:00:00
2019-12-29 19:00:00,47,0.35,,317.0,7.8,,2019-12-29 19:00:00
2020-01-02 15:00:00,33,0.36,,392.0,9.2,,2020-01-02 15:00:00
2020-01-04 10:00:00,28,0.69,,395.0,10.3,,2020-01-04 10:00:00
2020-01-05 18:00:00,50,0.54,,534.0,8.4,,2020-01-05 18:00:00
2020-01-08 13:00:00,78,0.52,,547.0,10.0,,2020-01-08 13:00:00
2020-01-13 08:00:00,36,0.22,,386.0,5.3,,2020-01-13 08:00:00
2020-01-16 00:00:00,24,0.29,,383.0,5.6,,2020-01-16 00:00:00
2020-01-19 07:00:00,36,0.31,,345.0,3.7,,2020-01-19 07:00:00
2020-01-21 12:00:00,61,0.99,,359.0,8.9,,2020-01-21 12:00:00
2020-01-28 19:00:00,38,0.54,,456.0,8.0,,2020-01-28 19:00:00
2020-01-30 17:00:00,32,0.41,,517.0,7.3,,2020-01-30 17:00:00
2020-02-01 07:00:00,47,0.31,,473.0,5.8,,2020-02-01 07:00:00
2020-02-06 03:00:00,76,0.82,,639.0,9.5,,2020-02-06 03:00:00
2020-02-11 02:00:00,24,0.36,,428.0,5.7,,2020-02-11 02:00:00
2020-02-12 05:00:00,36,0.28,,409.0,5.1,,2020-02-12 05:00:00
2020-02-15 06:00:00,30,0.3,,367.0,6.1,,2020-02-15 06:00:00
2020-02-17 19:00:00,27,0.73,,395.0,12.2,,2020-02-17 19:00:00
2020-02-19 01:00:00,36,0.62,,498.0,9.1,,2020-02-19 01:00:00
2020-02-20 22:00:00,68,0.5,,503.0,7.8,,2020-02-20 22:00:00
2020-02-24 19:00:00,36,0.27,,406.0,4.8,,2020-02-24 19:00:00
2020-02-28 09:00:00,25,0.43,,479.0,7.1,,2020-02-28 09:00:00
2020-02-29 13:00:00,36,0.6,,556.0,8.2,,2020-02-29 13:00:00
2020-03-02 11:00:00,30,0.34,,459.0,6.7,,2020-03-02 11:00:00
2020-03-04 05:00:00,36,0.53,,396.0,6.6,,2020-03-04 05:00:00
2020-03-06 05:00:00,28,0.47,,379.0,9.1,,2020-03-06 05:00:00
2020-03-07 13:00:00,34,0.53,,385.0,6.4,,2020-03-07 13:00:00
2020-03-09 05:00:00,34,0.31,,365.0,6.5,,2020-03-09 05:00:00
2020-03-10 15:00:00,25,0.25,,330.0,2.7,,2020-03-10 15:00:00
2020-03-12 06:00:00,59,0.32,,442.0,7.1,,2020-03-12 06:00:00
2020-03-15 15:00:00,29,0.43,,381.0,6.2,,2020-03-15 15:00:00
2020-03-17 00:00:00,30,0.27,,437.0,7.7,,2020-03-17 00:00:00
2020-03-18 11:00:00,44,0.34,,506.0,7.0,,2020-03-18 11:00:00
2020-03-21 03:00:00,26,0.43,,532.0,6.3,,2020-03-21 03:00:00
2020-03-23 11:00:00,48,0.34,,514.0,5.5,,2020-03-23 11:00:00
2020-03-28 06:00:00,44,0.92,,424.0,5.8,,2020-03-28 06:00:00
2020-03-30 13:00:00,56,0.67,,531.0,7.0,,2020-03-30 13:00:00
2020-04-03 14:00:00,31,0.46,,438.0,6.3,,2020-04-03 14:00:00
2020-04-05 02:00:00,20,0.39,,447.0,7.2,,2020-04-05 02:00:00
2020-04-06 13:00:00,22,0.35,,358.0,3.2,,2020-04-06 13:00:00
2020-04-07 20:00:00,36,0.81,,484.0,10.9,,2020-04-07 20:00:00
2020-04-10 12:00:00,23,0.25,,385.0,5.4,,2020-04-10 12:00:00
2020-04-11 14:00:00,53,0.39,,448.0,7.1,,2020-04-11 14:00:00
2020-04-14 03:00:00,53,0.59,,432.0,7.5,,2020-04-14 03:00:00
2020-04-17 07:00:00,36,0.64,,334.0,6.2,,2020-04-17 07:00:00
2020-04-20 02:33:00,27,0.87,SSC,371.0,15.9,ICME-shock,2020-04-20 02:33:00
2020-04-21 08:00:00,54,0.55,,490.0,10.5,,2020-04-21 08:00:00
2020-04-24 17:00:00,20,0.35,,425.0,5.7,,2020-04-24 17:00:00
2020-04-26 12:00:00,53,0.38,,429.0,5.8,,2020-04-26 12:00:00
2020-04-29 08:00:00,31,0.72,,360.0,3.8,,2020-04-29 08:00:00
2020-04-30 20:00:00,49,0.88,,340.0,7.2,,2020-04-30 20:00:00
2020-05-03 19:00:00,26,0.27,,334.0,8.5,,2020-05-03 19:00:00
2020-05-05 13:00:00,36,0.37,,334.0,7.5,,2020-05-05 13:00:00
2020-05-10 16:00:00,36,0.34,,348.0,5.5,,2020-05-10 16:00:00
2020-05-12 04:00:00,71,0.46,,323.0,4.1,,2020-05-12 04:00:00
2020-05-15 09:00:00,27,0.33,,321.0,6.4,,2020-05-15 09:00:00
2020-05-18 17:00:00,79,0.7,,398.0,8.2,,2020-05-18 17:00:00
2020-05-24 11:00:00,40,0.63,,344.0,6.6,,2020-05-24 11:00:00
2020-05-29 19:00:00,63,1.18,,410.0,13.9,,2020-05-29 19:00:00
2020-06-01 18:00:00,59,0.66,,372.0,7.5,,2020-06-01 18:00:00
2020-06-07 09:00:00,52,0.62,,477.0,8.9,,2020-06-07 09:00:00
2020-06-09 18:00:00,54,0.42,,482.0,6.3,,2020-06-09 18:00:00
2020-06-13 02:00:00,78,1.14,,338.0,5.0,,2020-06-13 02:00:00
2020-06-18 10:00:00,64,0.75,,355.0,7.0,,2020-06-18 10:00:00
2020-06-26 18:00:00,15,0.21,,338.0,8.5,,2020-06-26 18:00:00
2020-06-27 11:00:00,36,0.45,,422.0,9.0,,2020-06-27 11:00:00
2020-06-30 03:00:00,19,0.56,,373.0,5.4,,2020-06-30 03:00:00
2020-07-01 01:00:00,44,0.75,,353.0,6.3,,2020-07-01 01:00:00
2020-07-03 01:00:00,7,0.16,,322.0,2.3,,2020-07-03 01:00:00
2020-07-04 16:00:00,27,0.41,,514.0,9.6,,2020-07-04 16:00:00
2020-07-05 22:00:00,48,0.38,,516.0,6.3,,2020-07-05 22:00:00
2020-07-10 11:00:00,37,0.42,,351.0,4.6,,2020-07-10 11:00:00
2020-07-13 03:00:00,46,1.17,,389.0,9.0,,2020-07-13 03:00:00
2020-07-15 03:00:00,83,0.38,,426.0,8.2,,2020-07-15 03:00:00
2020-07-24 03:00:00,68,1.07,,415.0,10.5,,2020-07-24 03:00:00
2020-07-27 01:00:00,49,0.84,,411.0,6.3,,2020-07-27 01:00:00
2020-07-31 10:00:00,35,0.31,,382.0,5.1,,2020-07-31 10:00:00
2020-08-02 05:00:00,78,0.58,,701.0,10.9,,2020-08-02 05:00:00
2020-08-05 22:00:00,31,0.28,,495.0,4.6,,2020-08-05 22:00:00
2020-08-07 05:00:00,23,0.3,,439.0,4.8,,2020-08-07 05:00:00
2020-08-08 16:00:00,23,0.15,,385.0,4.2,,2020-08-08 16:00:00
2020-08-09 23:00:00,23,0.35,,374.0,5.2,,2020-08-09 23:00:00
2020-08-10 23:00:00,75,1.7,,325.0,4.5,,2020-08-10 23:00:00
2020-08-16 06:00:00,49,0.52,,334.0,8.1,,2020-08-16 06:00:00
2020-08-18 21:00:00,40,0.4,,357.0,7.7,,2020-08-18 21:00:00
2020-08-21 07:00:00,37,0.62,,357.0,7.4,,2020-08-21 07:00:00
2020-08-23 04:00:00,36,0.3,,403.0,7.8,,2020-08-23 04:00:00
2020-08-25 10:00:00,49,0.62,,478.0,7.5,,2020-08-25 10:00:00
2020-08-28 15:00:00,36,0.69,,511.0,9.5,,2020-08-28 15:00:00
2020-08-31 09:00:00,78,0.55,,636.0,7.0,,2020-08-31 09:00:00
2020-09-07 02:00:00,32,0.66,,388.0,4.9,,2020-09-07 02:00:00
2020-09-09 04:00:00,54,0.61,,316.0,4.8,,2020-09-09 04:00:00
2020-09-13 18:00:00,41,0.59,,430.0,9.2,,2020-09-13 18:00:00
2020-09-16 08:00:00,16,0.38,,338.0,2.8,,2020-09-16 08:00:00
2020-09-20 23:00:00,60,0.56,,363.0,8.8,,2020-09-20 23:00:00
2020-09-24 04:00:00,84,0.98,,599.0,8.8,,2020-09-24 04:00:00
2020-09-27 17:00:00,92,0.97,,669.0,8.1,,2020-09-27 17:00:00
2020-10-02 03:00:00,36,0.56,,527.0,4.0,,2020-10-02 03:00:00
2020-10-05 08:06:00,35,1.04,,366.0,10.6,,2020-10-05 08:06:00
2020-10-07 07:00:00,37,0.5,,396.0,9.5,,2020-10-07 07:00:00
2020-10-12 12:00:00,44,0.37,,309.0,7.7,,2020-10-12 12:00:00
2020-10-15 18:00:00,26,0.27,,309.0,6.7,,2020-10-15 18:00:00
2020-10-17 02:00:00,47,0.73,,336.0,8.7,,2020-10-17 02:00:00
