datetime,duration,magnitude,ons type,V max,B max,ons_label,t_izmiran
2020-10-19 14:41:00,32,0.42,SSC,419.0,9.1,ICME-shock,2020-10-19 14:41:00
2020-10-21 05:00:00,52,0.61,,394.0,10.2,,2020-10-21 05:00:00
2020-10-23 13:20:00,56,0.91,SSC,584.0,13.3,ICME-shock,2020-10-23 13:20:00
2020-10-30 22:00:00,32,0.55,,414.0,6.2,,2020-10-30 22:00:00
2020-11-01 11:00:00,36,0.34,,396.0,8.6,,2020-11-01 11:00:00
2020-11-05 18:00:00,53,0.99,,502.0,9.5,,2020-11-05 18:00:00
2020-11-08 14:00:00,21,0.63,,448.0,5.2,,2020-11-08 14:00:00
2020-11-09 19:00:00,32,0.34,,351.0,5.4,,2020-11-09 19:00:00
2020-11-11 13:00:00,55,0.38,,415.0,9.0,,2020-11-11 13:00:00
2020-11-16 11:00:00,40,0.61,,313.0,5.6,,2020-11-16 11:00:00
2020-11-19 11:00:00,32,0.39,,384.0,7.3,,2020-11-19 11:00:00
2020-11-21 12:00:00,60,0.7,,635.0,10.6,,2020-11-21 12:00:00
2020-11-26 14:00:00,49,0.62,,454.0,8.0,,2020-11-26 14:00:00
2020-11-28 20:00:00,30,0.4,,423.0,7.9,,2020-11-28 20:00:00
2020-11-30 06:00:00,32,0.37,,503.0,8.5,,2020-11-30 06:00:00
2020-12-02 07:00:00,65,1.85,,427.0,6.7,,2020-12-02 07:00:00
2020-12-05 07:00:00,21,0.38,,401.0,7.2,,2020-12-05 07:00:00
2020-12-06 13:00:00,39,0.34,,383.0,6.5,,2020-12-06 13:00:00
2020-12-09 03:00:00,20,0.34,,431.0,9.0,,2020-12-09 03:00:00
2020-12-10 02:00:00,21,0.84,,566.0,12.2,,2020-12-10 02:00:00
2020-12-11 02:00:00,38,0.73,,504.0,6.2,,2020-12-11 02:00:00
2020-12-16 22:00:00,47,0.61,,294.0,6.5,,2020-12-16 22:00:00
2020-12-19 09:00:00,29,0.38,,387.0,9.0,,2020-12-19 09:00:00
2020-12-20 23:00:00,23,0.44,,388.0,10.7,,2020-12-20 23:00:00
2020-12-22 01:00:00,31,0.34,,603.0,7.2,,2020-12-22 01:00:00
2020-12-24 01:00:00,53,0.46,,580.0,4.8,,2020-12-24 01:00:00
2020-12-27 04:00:00,36,0.42,,553.0,7.2,,2020-12-27 04:00:00
2020-12-28 18:00:00,66,0.61,,509.0,6.8,,2020-12-28 18:00:00
2020-12-31 12:00:00,30,0.48,,398.0,3.4,,2020-12-31 12:00:00
2021-01-03 17:00:00,35,0.43,,312.0,8.8,,2021-01-03 17:00:00
2021-01-05 12:00:00,13,0.41,,453.0,16.2,,2021-01-05 12:00:00
2021-01-06 03:00:00,36,0.43,,610.0,14.8,,2021-01-06 03:00:00
2021-01-10 08:00:00,23,0.28,,318.0,6.1,,2021-01-10 08:00:00
2021-01-11 10:31:00,85,1.04,SSC,482.0,14.6,ICME-shock,2021-01-11 10:31:00
2021-01-16 08:00:00,36,0.22,,332.0,5.3,,2021-01-16 08:00:00
2021-01-18 18:00:00,36,0.45,,339.0,8.6,,2021-01-18 18:00:00
2021-01-20 20:00:00,33,0.44,,351.0,5.3,,2021-01-20 20:00:00
2021-01-22 16:00:00,26,0.64,,342.0,7.3,,2021-01-22 16:00:00
2021-01-23 21:00:00,16,0.36,,391.0,8.3,,2021-01-23 21:00:00
2021-01-24 15:00:00,46,0.67,,624.0,10.3,,2021-01-24 15:00:00
2021-01-27 01:00:00,41,0.62,,562.0,5.2,,2021-01-27 01:00:00
2021-01-31 00:00:00,39,0.59,,332.0,4.9,,2021-01-31 00:00:00
2021-02-02 00:00:00,79,1.25,,597.0,16.8,,2021-02-02 00:00:00
2021-02-06 14:00:00,36,0.55,,545.0,10.8,,2021-02-06 14:00:00
2021-02-08 20:00:00,76,0.83,,477.0,7.0,,2021-02-08 20:00:00
2021-02-13 01:00:00,36,0.61,,524.0,10.9,,2021-02-13 01:00:00
2021-02-15 18:00:00,36,0.5,,431.0,10.6,,2021-02-15 18:00:00
2021-02-19 11:00:00,87,1.67,,603.0,12.0,,2021-02-19 11:00:00
2021-02-23 02:00:00,24,0.45,,597.0,6.3,,2021-02-23 02:00:00
2021-02-24 05:00:00,29,1.03,,504.0,9.1,,2021-02-24 05:00:00
2021-02-26 13:00:00,46,0.38,,462.0,5.6,,2021-02-26 13:00:00
2021-02-28 23:00:00,28,1.23,,500.0,13.3,,2021-02-28 23:00:00
2021-03-02 07:00:00,64,0.74,,690.0,10.6,,2021-03-02 07:00:00
2021-03-06 01:00:00,92,0.88,,581.0,10.1,,2021-03-06 01:00:00
2021-03-11 19:00:00,21,0.47,,381.0,8.7,,2021-03-11 19:00:00
2021-03-12 22:00:00,81,0.91,,580.0,12.5,,2021-03-12 22:00:00
2021-03-17 10:00:00,18,0.32,,358.0,6.9,,2021-03-17 10:00:00
2021-03-18 04:00:00,14,0.29,,339.0,4.3,,2021-03-18 04:00:00
2021-03-20 01:00:00,27,1.63,,653.0,17.5,,2021-03-20 01:00:00
2021-03-21 08:00:00,48,0.46,,670.0,6.9,,2021-03-21 08:00:00
2021-03-23 21:00:00,21,0.34,,469.0,5.0,,2021-03-23 21:00:00
2021-03-24 21:00:00,21,0.43,,433.0,8.1,,2021-03-24 21:00:00
2021-03-25 21:00:00,27,0.42,,469.0,6.0,,2021-03-25 21:00:00
2021-03-27 18:00:00,46,0.46,,442.0,7.0,,2021-03-27 18:00:00
2021-03-30 18:00:00,54,0.55,,412.0,8.2,,2021-03-30 18:00:00
2021-04-02 10:00:00,28,0.73,,392.0,8.9,,2021-04-02 10:00:00
2021-04-04 18:00:00,33,0.73,,337.0,8.8,,2021-04-04 18:00:00
2021-04-06 15:00:00,17,0.33,,327.0,6.8,,2021-04-06 15:00:00
2021-04-07 10:00:00,51,0.9,,487.0,6.2,,2021-04-07 10:00:00
2021-04-11 03:00:00,29,0.41,,361.0,6.4,,2021-04-11 03:00:00
2021-04-12 12:00:00,25,0.41,,379.0,4.5,,2021-04-12 12:00:00
2021-04-13 16:00:00,31,0.39,,451.0,7.0,,2021-04-13 16:00:00
2021-04-15 04:00:00,27,0.83,,412.0,10.4,,2021-04-15 04:00:00
2021-04-16 11:00:00,44,1.12,,654.0,12.2,,2021-04-16 11:00:00
2021-04-18 18:00:00,58,0.44,,654.0,6.2,,2021-04-18 18:00:00
2021-04-21 04:00:00,39,0.36,,570.0,4.2,,2021-04-21 04:00:00
2021-04-23 17:00:00,27,0.36,,489.0,9.8,,2021-04-23 17:00:00
2021-04-25 00:00:00,19,0.55,,502.0,9.4,,2021-04-25 00:00:00
2021-04-25 22:00:00,19,0.88,,497.0,7.2,,2021-04-25 22:00:00
2021-04-26 20:00:00,55,0.31,,484.0,5.2,,2021-04-26 20:00:00
2021-04-29 19:00:00,18,0.36,,349.0,8.5,,2021-04-29 19:00:00
2021-04-30 16:00:00,20,0.54,,351.0,8.4,,2021-04-30 16:00:00
2021-05-01 15:00:00,27,0.8,,376.0,10.4,,2021-05-01 15:00:00
2021-05-02 22:00:00,59,0.66,,475.0,11.3,,2021-05-02 22:00:00
2021-05-09 13:00:00,32,0.71,,364.0,11.3,,2021-05-09 13:00:00
2021-05-12 06:37:00,48,1.24,SSC,511.0,20.6,ICME-shock,2021-05-12 06:37:00
2021-05-14 19:00:00,35,0.31,,449.0,7.9,,2021-05-14 19:00:00
2021-05-16 13:00:00,25,0.42,,392.0,6.2,,2021-05-16 13:00:00
2021-05-17 17:00:00,30,0.61,,396.0,9.1,,2021-05-17 17:00:00
2021-05-19 03:00:00,27,0.48,,378.0,9.2,,2021-05-19 03:00:00
2021-05-20 10:00:00,72,0.5,,577.0,13.9,,2021-05-20 10:00:00
2021-05-25 02:00:00,30,0.32,,332.0,4.1,,2021-05-25 02:00:00
2021-05-26 12:44:00,72,1.71,SSC,433.0,15.2,ICME-shock,2021-05-26 12:44:00
2021-05-29 12:00:00,50,0.36,,482.0,7.7,,2021-05-29 12:00:00
2021-06-02 13:30:00,39,0.65,SSC,329.0,10.5,ICME-shock,2021-06-02 13:30:00
2021-06-04 13:00:00,47,0.47,,437.0,6.3,,2021-06-04 13:00:00
2021-06-07 00:00:00,59,0.98,,520.0,11.4,,2021-06-07 00:00:00
2021-06-11 00:00:00,31,0.92,,361.0,8.6,,2021-06-11 00:00:00
2021-06-12 12:00:00,44,0.56,,488.0,8.5,,2021-06-12 12:00:00
2021-06-15 01:00:00,10,0.67,,388.0,9.8,,2021-06-15 01:00:00
2021-06-15 13:00:00,36,0.45,,614.0,14.7,,2021-06-15 13:00:00
2021-06-17 14:00:00,36,0.74,,531.0,5.0,,2021-06-17 14:00:00
2021-06-20 06:00:00,34,0.39,,425.0,5.5,,2021-06-20 06:00:00
2021-06-21 23:00:00,36,0.44,,386.0,8.3,,2021-06-21 23:00:00
2021-06-24 14:00:00,75,0.65,,412.0,7.5,,2021-06-24 14:00:00
2021-06-30 04:00:00,41,0.87,,515.0,11.5,,2021-06-30 04:00:00
2021-07-02 15:00:00,47,0.41,,539.0,5.7,,2021-07-02 15:00:00
2021-07-05 01:41:00,27,0.44,,349.0,7.9,,2021-07-05 01:41:00
2021-07-06 08:00:00,36,0.46,,387.0,7.6,,2021-07-06 08:00:00
2021-07-09 21:00:00,37,0.55,,446.0,11.3,,2021-07-09 21:00:00
2021-07-12 14:00:00,31,0.48,,341.0,7.2,,2021-07-12 14:00:00
2021-07-14 10:04:00,82,1.22,SSC,506.0,11.5,ICME-shock,2021-07-14 10:04:00
2021-07-19 06:00:00,52,0.97,,505.0,7.2,,2021-07-19 06:00:00
2021-07-22 04:00:00,23,0.35,,439.0,7.3,,2021-07-22 04:00:00
2021-07-26 23:00:00,18,0.2,,330.0,5.6,,2021-07-26 23:00:00
2021-07-27 20:00:00,61,1.34,,567.0,15.3,,2021-07-27 20:00:00
2021-07-30 13:00:00,23,0.28,,488.0,4.7,,2021-07-30 13:00:00
2021-08-02 10:00:00,34,1.2,,409.0,12.5,,2021-08-02 10:00:00
2021-08-04 02:00:00,32,0.27,,344.0,5.9,,2021-08-04 02:00:00
2021-08-06 03:00:00,24,0.34,,337.0,9.6,,2021-08-06 03:00:00
2021-08-07 06:00:00,41,0.44,,463.0,11.9,,2021-08-07 06:00:00
2021-08-09 08:00:00,18,0.21,,376.0,7.2,,2021-08-09 08:00:00
2021-08-10 04:00:00,59,0.67,,476.0,7.2,,2021-08-10 04:00:00
2021-08-13 08:00:00,36,0.37,,449.0,7.6,,2021-08-13 08:00:00
2021-08-15 05:00:00,80,0.55,,476.0,7.5,,2021-08-15 05:00:00
2021-08-19 10:00:00,34,0.45,,360.0,7.6,,2021-08-19 10:00:00
2021-08-21 03:00:00,45,0.46,,358.0,7.5,,2021-08-21 03:00:00
2021-08-24 19:00:00,53,0.52,,399.0,9.1,,2021-08-24 19:00:00
2021-08-27 01:14:00,42,1.79,SSC,415.0,15.8,ICME-shock,2021-08-27 01:14:00
2021-08-29 20:40:00,19,0.6,SI,414.0,9.1,weak-impulse,2021-08-29 20:40:00
2021-08-30 19:00:00,23,0.36,,410.0,5.2,,2021-08-30 19:00:00
2021-08-31 21:00:00,27,0.56,,366.0,5.9,,2021-08-31 21:00:00
2021-09-02 11:00:00,51,0.27,,427.0,6.1,,2021-09-02 11:00:00
2021-09-05 06:00:00,45,0.32,,357.0,6.5,,2021-09-05 06:00:00
2021-09-07 14:00:00,56,0.85,,421.0,9.6,,2021-09-07 14:00:00
2021-09-09 23:00:00,43,0.4,,376.0,14.6,,2021-09-09 23:00:00
2021-09-12 05:00:00,30,0.43,,462.0,9.2,,2021-09-12 05:00:00
2021-09-13 15:00:00,29,0.39,,479.0,6.8,,2021-09-13 15:00:00
2021-09-15 00:00:00,36,0.44,,437.0,5.3,,2021-09-15 00:00:00
2021-09-17 02:00:00,57,1.66,,425.0,14.8,,2021-09-17 02:00:00
2021-09-21 20:00:00,29,0.53,,393.0,8.9,,2021-09-21 20:00:00
2021-09-23 13:00:00,57,0.85,,554.0,8.8,,2021-09-23 13:00:00
2021-09-27 00:00:00,18,0.28,,397.0,10.6,,2021-09-27 00:00:00
2021-09-27 20:00:00,36,0.3,,510.0,13.9,,2021-09-27 20:00:00
2021-09-30 16:00:00,47,1.23,,562.0,12.8,,2021-09-30 16:00:00
2021-10-03 18:00:00,37,0.29,,393.0,5.2,,2021-10-03 18:00:00
2021-10-05 15:00:00,34,0.79,,337.0,12.1,,2021-10-05 15:00:00
2021-10-07 07:00:00,42,0.49,,338.0,8.1,,2021-10-07 07:00:00
2021-10-09 14:00:00,22,0.89,,318.0,7.5,,2021-10-09 14:00:00
2021-10-10 15:00:00,30,1.17,,391.0,11.0,,2021-10-10 15:00:00
2021-10-12 02:26:00,51,1.1,SSC,485.0,15.1,ICME-shock,2021-10-12 02:26:00
2021-10-14 08:00:00,39,0.4,,392.0,5.8,,2021-10-14 08:00:00
2021-10-16 01:00:00,27,1.92,,410.0,9.8,,2021-10-16 01:00:00
2021-10-17 08:00:00,36,1.22,,376.0,12.6,,2021-10-17 08:00:00
2021-10-19 11:00:00,25,0.45,,408.0,8.9,,2021-10-19 11:00:00
2021-10-20 15:00:00,70,0.66,,554.0,10.9,,2021-10-20 15:00:00
2021-10-24 00:00:00,32,0.5,,366.0,5.3,,2021-10-24 00:00:00
2021-10-25 13:00:00,28,0.61,,354.0,7.3,,2021-10-25 13:00:00
2021-10-26 21:00:00,30,0.48,,385.0,5.6,,2021-10-26 21:00:00
2021-10-29 21:00:00,18,0.24,,336.0,6.5,,2021-10-29 21:00:00
2021-10-30 17:00:00,16,0.67,,388.0,8.6,,2021-10-30 17:00:00
2021-10-31 11:00:00,28,0.7,,445.0,11.1,,2021-10-31 11:00:00
2021-11-01 19:00:00,47,0.67,,625.0,13.5,,2021-11-01 19:00:00
2021-11-03 19:42:00,38,9.7,SSC,762.0,22.3,ICME-shock,2021-11-03 19:42:00
2021-11-05 23:56:00,50,0.8,SSC,625.0,8.3,ICME-shock,2021-11-05 23:56:00
2021-11-09 20:00:00,32,0.4,,437.0,5.7,,2021-11-09 20:00:00
2021-11-11 18:00:00,34,0.31,,407.0,6.5,,2021-11-11 18:00:00
2021-11-13 19:00:00,32,0.37,,348.0,4.9,,2021-11-13 19:00:00
2021-11-15 18:00:00,100,1.05,,644.0,16.8,,2021-11-15 18:00:00
2021-11-20 00:00:00,112,0.47,,687.0,8.5,,2021-11-20 00:00:00
2021-11-26 03:00:00,36,0.39,,368.0,6.0,,2021-11-26 03:00:00
2021-11-27 22:51:00,36,0.96,SSC,402.0,15.4,ICME-shock,2021-11-27 22:51:00
2021-11-30 00:00:00,16,0.26,,358.0,4.7,,2021-11-30 00:00:00
2021-11-30 16:00:00,51,1.48,,542.0,13.0,,2021-11-30 16:00:00
2021-12-03 09:00:00,42,0.5,,527.0,8.0,,2021-12-03 09:00:00
2021-12-06 01:00:00,34,0.47,,509.0,5.8,,2021-12-06 01:00:00
2021-12-08 01:00:00,40,0.57,,450.0,4.5,,2021-12-08 01:00:00
2021-12-10 04:00:00,52,1.51,,329.0,8.0,,2021-12-10 04:00:00
2021-12-12 22:00:00,39,1.04,,334.0,8.4,,2021-12-12 22:00:00
2021-12-14 21:00:00,64,0.66,,558.0,13.2,,2021-12-14 21:00:00
2021-12-17 21:00:00,34,0.54,,368.0,5.6,,2021-12-17 21:00:00
2021-12-19 13:11:00,73,1.36,SSC,681.0,17.8,ICME-shock,2021-12-19 13:11:00
2021-12-22 22:00:00,33,0.46,,611.0,5.2,,2021-12-22 22:00:00
2021-12-24 23:00:00,42,0.34,,467.0,5.2,,2021-12-24 23:00:00
2021-12-27 09:36:00,42,1.19,SSC,439.0,13.3,ICME-shock,2021-12-27 09:36:00
2021-12-29 18:00:00,16,0.52,,427.0,17.4,,2021-12-29 18:00:00
2021-12-30 12:00:00,31,0.58,,485.0,5.6,,2021-12-30 12:00:00
2022-01-01 00:00:00,36,1.07,,582.0,9.8,,2022-01-01 00:00:00
2022-01-03 01:00:00,46,0.4,,601.0,8.8,,2022-01-03 01:00:00
2022-01-06 04:00:00,36,0.43,,368.0,5.3,,2022-01-06 04:00:00
2022-01-08 18:01:00,29,2.03,SSC,520.0,18.4,ICME-shock,2022-01-08 18:01:00
2022-01-10 03:00:00,38,0.39,,445.0,5.3,,2022-01-10 03:00:00
2022-01-12 03:00:00,35,0.67,,386.0,7.5,,2022-01-12 03:00:00
2022-01-13 21:00:00,34,0.73,,466.0,15.8,,2022-01-13 21:00:00
2022-01-15 14:00:00,26,0.83,,620.0,11.4,,2022-01-15 14:00:00
2022-01-16 19:09:00,24,0.47,SI,619.0,6.2,weak-impulse,2022-01-16 19:09:00
2022-01-17 22:00:00,22,0.38,,623.0,7.7,,2022-01-17 22:00:00
2022-01-19 00:00:00,36,0.91,,696.0,8.7,,2022-01-19 00:00:00
2022-01-21 13:38:00,56,0.63,SSC,476.0,6.8,ICME-shock,2022-01-21 13:38:00
2022-01-24 15:00:00,20,1.36,,353.0,11.2,,2022-01-24 15:00:00
2022-01-25 14:00:00,26,0.7,,507.0,10.7,,2022-01-25 14:00:00
2022-01-26 19:00:00,20,0.56,,504.0,5.5,,2022-01-26 19:00:00
2022-01-27 18:00:00,24,0.77,,507.0,8.1,,2022-01-27 18:00:00
2022-01-28 21:00:00,21,0.43,,507.0,8.2,,2022-01-28 21:00:00
2022-01-29 21:00:00,50,0.46,,540.0,6.3,,2022-01-29 21:00:00
2022-02-01 22:20:00,41,1.7,SSC,573.0,19.1,ICME-shock,2022-02-01 22:20:00
2022-02-04 01:00:00,27,0.82,,569.0,11.4,,2022-02-04 01:00:00
2022-02-05 08:00:00,23,0.43,,587.0,8.4,,2022-02-05 08:00:00
2022-02-06 10:00:00,31,0.44,,582.0,5.5,,2022-02-06 10:00:00
2022-02-07 22:00:00,21,0.28,,437.0,4.0,,2022-02-07 22:00:00
2022-02-09 21:00:00,32,0.79,SSC,429.0,14.1,ICME-shock,2022-02-09 21:00:00
2022-02-11 10:29:00,36,1.26,SI,576.0,18.4,weak-impulse,2022-02-11 10:29:00
2022-02-13 09:00:00,60,0.47,,516.0,6.2,,2022-02-13 09:00:00
2022-02-16 14:00:00,28,0.6,,382.0,6.9,,2022-02-16 14:00:00
2022-02-17 22:00:00,32,0.41,,346.0,9.7,,2022-02-17 22:00:00
2022-02-19 12:00:00,83,1.28,,560.0,9.9,,2022-02-19 12:00:00
2022-02-23 05:00:00,30,0.45,,513.0,6.0,,2022-02-23 05:00:00
2022-02-24 16:00:00,36,0.66,,450.0,7.5,,2022-02-24 16:00:00
2022-02-27 01:00:00,80,0.47,,547.0,13.3,,2022-02-27 01:00:00
2022-03-03 18:00:00,31,0.3,,460.0,7.5,,2022-03-03 18:00:00
2022-03-05 06:00:00,36,1.35,,580.0,11.0,,2022-03-05 06:00:00
2022-03-07 10:00:00,51,0.45,,489.0,5.3,,2022-03-07 10:00:00
2022-03-10 03:00:00,12,0.27,,366.0,5.4,,2022-03-10 03:00:00
2022-03-10 17:00:00,22,1.06,,405.0,16.1,,2022-03-10 17:00:00
2022-03-11 18:00:00,34,0.89,,406.0,9.6,,2022-03-11 18:00:00
2022-03-13 10:47:00,46,5.89,SSC,535.0,25.9,ICME-shock,2022-03-13 10:47:00
2022-03-15 20:00:00,28,0.32,,424.0,4.6,,2022-03-15 20:00:00
2022-03-17 04:00:00,32,0.29,,391.0,5.4,,2022-03-17 04:00:00
2022-03-19 20:00:00,16,0.29,,325.0,9.8,,2022-03-19 20:00:00
2022-03-20 14:00:00,36,0.64,,334.0,10.1,,2022-03-20 14:00:00
2022-03-22 20:00:00,18,0.43,,394.0,10.1,,2022-03-22 20:00:00
2022-03-23 17:00:00,36,0.47,,567.0,9.6,,2022-03-23 17:00:00
2022-03-26 12:00:00,15,0.41,,435.0,8.4,,2022-03-26 12:00:00
2022-03-27 05:00:00,37,1.27,,548.0,12.4,,2022-03-27 05:00:00
2022-03-29 12:00:00,32,0.39,,420.0,5.2,,2022-03-29 12:00:00
2022-03-31 02:24:00,38,2.57,SSC,595.0,23.4,ICME-shock,2022-03-31 02:24:00
2022-04-02 00:00:00,32,0.55,,572.0,9.7,,2022-04-02 00:00:00
2022-04-03 14:00:00,34,0.54,,511.0,7.3,,2022-04-03 14:00:00
2022-04-05 04:00:00,40,0.51,,441.0,6.3,,2022-04-05 04:00:00
2022-04-06 23:00:00,27,0.87,,433.0,7.1,,2022-04-06 23:00:00
2022-04-08 05:00:00,17,0.58,,386.0,9.6,,2022-04-08 05:00:00
2022-04-09 00:00:00,20,0.5,,383.0,13.6,,2022-04-09 00:00:00
2022-04-09 23:00:00,23,1.12,,496.0,17.8,,2022-04-09 23:00:00
2022-04-11 01:00:00,27,0.27,,559.0,7.2,,2022-04-11 01:00:00
2022-04-12 11:22:00,34,1.1,SSC,507.0,11.1,ICME-shock,2022-04-12 11:22:00
2022-04-14 04:00:00,25,1.43,,546.0,20.5,,2022-04-14 04:00:00
2022-04-15 08:00:00,58,0.46,,675.0,11.9,,2022-04-15 08:00:00
2022-04-17 20:00:00,52,0.52,,604.0,9.4,,2022-04-17 20:00:00
2022-04-20 16:00:00,17,0.84,,411.0,7.8,,2022-04-20 16:00:00
2022-04-21 11:00:00,41,1.46,,464.0,10.4,,2022-04-21 11:00:00
2022-04-23 14:00:00,47,0.58,,493.0,5.7,,2022-04-23 14:00:00
2022-04-27 00:00:00,20,0.43,,476.0,10.9,,2022-04-27 00:00:00
2022-04-27 23:00:00,40,1.43,,535.0,9.5,,2022-04-27 23:00:00
2022-04-30 00:00:00,36,0.7,,507.0,10.8,,2022-04-30 00:00:00
2022-05-01 21:00:00,32,0.34,,492.0,5.8,,2022-05-01 21:00:00
2022-05-05 16:00:00,31,0.52,,401.0,5.8,,2022-05-05 16:00:00
2022-05-08 01:00:00,31,1.1,,346.0,8.2,,2022-05-08 01:00:00
2022-05-09 13:00:00,39,0.7,,317.0,7.1,,2022-05-09 13:00:00
2022-05-11 14:00:00,16,0.43,,319.0,10.8,,2022-05-11 14:00:00
2022-05-12 08:00:00,27,0.52,,351.0,10.5,,2022-05-12 08:00:00
2022-05-13 14:00:00,16,0.33,,343.0,9.7,,2022-05-13 14:00:00
2022-05-14 08:00:00,64,1.16,,601.0,18.5,,2022-05-14 08:00:00
2022-05-17 04:00:00,22,0.4,,606.0,8.7,,2022-05-17 04:00:00
2022-05-18 05:00:00,29,0.48,,514.0,6.2,,2022-05-18 05:00:00
2022-05-19 14:00:00,100,2.38,,602.0,9.3,,2022-05-19 14:00:00
2022-05-25 07:00:00,37,0.67,,378.0,8.0,,2022-05-25 07:00:00
2022-05-27 10:00:00,18,1.86,,482.0,14.5,,2022-05-27 10:00:00
2022-05-28 06:00:00,24,0.32,,543.0,7.7,,2022-05-28 06:00:00
2022-05-29 09:00:00,29,0.53,,637.0,8.0,,2022-05-29 09:00:00
2022-05-30 23:00:00,30,0.55,,549.0,6.3,,2022-05-30 23:00:00
2022-06-01 10:00:00,30,0.35,,459.0,4.6,,2022-06-01 10:00:00
2022-06-02 21:00:00,36,0.49,,357.0,3.9,,2022-06-02 21:00:00
2022-06-05 11:00:00,21,0.64,,295.0,6.1,,2022-06-05 11:00:00
2022-06-06 10:32:00,32,1.51,SSC,337.0,11.7,ICME-shock,2022-06-06 10:32:00
2022-06-08 00:00:00,39,0.32,,332.0,7.3,,2022-06-08 00:00:00
2022-06-10 14:00:00,21,0.93,,328.0,6.8,,2022-06-10 14:00:00
2022-06-11 14:00:00,14,1.47,,373.0,8.4,,2022-06-11 14:00:00
2022-06-12 06:00:00,66,0.85,,560.0,14.8,,2022-06-12 06:00:00
2022-06-15 04:34:00,33,2.96,SSC,617.0,12.5,ICME-shock,2022-06-15 04:34:00
2022-06-16 20:00:00,22,0.52,,630.0,7.9,,2022-06-16 20:00:00
2022-06-17 21:00:00,36,1.29,,636.0,6.2,,2022-06-17 21:00:00
2022-06-20 07:00:00,21,0.39,,659.0,8.9,,2022-06-20 07:00:00
2022-06-21 08:00:00,29,0.49,,545.0,7.8,,2022-06-21 08:00:00
2022-06-22 17:00:00,36,0.41,,501.0,8.3,,2022-06-22 17:00:00
2022-06-24 17:00:00,16,0.69,,445.0,9.6,,2022-06-24 17:00:00
2022-06-25 11:00:00,85,1.41,,672.0,13.2,,2022-06-25 11:00:00
2022-06-29 06:00:00,42,0.47,,521.0,6.2,,2022-06-29 06:00:00
2022-07-01 10:00:00,34,0.77,,356.0,13.7,,2022-07-01 10:00:00
2022-07-03 02:00:00,24,0.75,,349.0,14.1,,2022-07-03 02:00:00
2022-07-04 05:00:00,34,0.88,,468.0,17.8,,2022-07-04 05:00:00
2022-07-05 22:00:00,29,0.57,,356.0,7.3,,2022-07-05 22:00:00
2022-07-07 06:56:00,17,1.82,SSC,404.0,20.9,ICME-shock,2022-07-07 06:56:00
2022-07-08 02:00:00,26,0.95,,417.0,22.1,,2022-07-08 02:00:00
2022-07-09 12:00:00,42,0.4,,388.0,9.8,,2022-07-09 12:00:00
2022-07-11 17:00:00,10,0.29,SI,360.0,15.5,weak-impulse,2022-07-11 17:00:00
2022-07-12 05:00:00,43,3.01,,503.0,15.4,,2022-07-12 05:00:00
2022-07-14 12:00:00,18,0.44,,463.0,9.4,,2022-07-14 12:00:00
2022-07-15 08:00:00,29,0.48,,557.0,7.5,,2022-07-15 08:00:00
2022-07-17 08:00:00,24,0.38,,432.0,5.9,,2022-07-17 08:00:00
2022-07-18 21:19:00,43,3.08,SI,488.0,15.3,weak-impulse,2022-07-18 21:19:00
2022-07-21 05:00:00,30,0.94,,521.0,19.5,,2022-07-21 05:00:00
2022-07-23 02:57:00,18,3.82,SSC,649.0,13.0,ICME-shock,2022-07-23 02:57:00
2022-07-23 23:00:00,36,0.43,,564.0,5.5,,2022-07-23 23:00:00
2022-07-25 23:00:00,21,0.25,,452.0,7.0,,2022-07-25 23:00:00
2022-07-26 23:00:00,19,0.33,,457.0,7.0,,2022-07-26 23:00:00
2022-07-27 21:00:00,50,0.5,,420.0,9.1,,2022-07-27 21:00:00
2022-07-30 12:00:00,20,0.43,,360.0,10.1,,2022-07-30 12:00:00
2022-07-31 11:00:00,48,0.64,,510.0,13.5,,2022-07-31 11:00:00
2022-08-03 00:00:00,66,0.66,,557.0,7.5,,2022-08-03 00:00:00
2022-08-06 17:00:00,22,0.61,,438.0,13.4,,2022-08-06 17:00:00
2022-08-07 18:00:00,35,1.56,,620.0,13.0,,2022-08-07 18:00:00
2022-08-09 12:00:00,41,1.11,,670.0,6.6,,2022-08-09 12:00:00
2022-08-11 16:00:00,28,0.88,,601.0,10.0,,2022-08-11 16:00:00
2022-08-13 00:00:00,27,0.31,,543.0,6.6,,2022-08-13 00:00:00
2022-08-14 19:00:00,22,0.38,,494.0,5.6,,2022-08-14 19:00:00
2022-08-16 02:00:00,22,0.26,,406.0,3.9,,2022-08-16 02:00:00
2022-08-17 02:58:00,49,2.59,SSC,608.0,17.2,ICME-shock,2022-08-17 02:58:00
2022-08-19 17:31:00,23,1.89,SSC,705.0,9.7,ICME-shock,2022-08-19 17:31:00
2022-08-20 19:00:00,55,0.69,,631.0,8.6,,2022-08-20 19:00:00
2022-08-24 04:00:00,44,0.39,,438.0,6.5,,2022-08-24 04:00:00
2022-08-26 01:00:00,28,0.45,,354.0,7.1,,2022-08-26 01:00:00
2022-08-27 06:00:00,36,0.51,,472.0,12.7,,2022-08-27 06:00:00
2022-08-29 03:41:00,21,0.56,SSC,530.0,11.4,ICME-shock,2022-08-29 03:41:00
2022-08-30 04:00:00,14,0.6,,607.0,11.6,,2022-08-30 04:00:00
2022-08-30 20:00:00,27,0.88,,614.0,13.2,,2022-08-30 20:00:00
