repr_time,n_stations,stations,drop_mean,drop_max,A_complex_mean,A_complex_max,quality,matched_izmiran
2019-02-21 12:20:00,2,"INVK,NEWK",3.919943083436049,5.693989743042497,5.2541973041058005,5.56009640191048,B,True
2019-02-22 09:40:00,1,APTY,3.1603927035939448,3.1603927035939448,5.250802416121132,5.250802416121132,C,False
2019-02-23 16:34:00,1,DOMC,8.479569110173085,8.479569110173085,4.308052307910156,4.308052307910156,C,False
2019-02-25 01:18:00,2,"JUNG1,LMKS",2.92172497473968,3.249922599993842,4.4847974756272855,5.3485167206221575,B,False
2019-02-25 17:56:00,1,JUNG1,2.4363591017246296,2.4363591017246296,5.992647946833954,5.992647946833954,C,False
2019-02-27 04:35:00,2,"JUNG1,MXCO",4.081357598847261,5.005109236392572,4.068659468263356,4.59338786255627,B,True
2019-03-01 19:36:00,4,"KERG,MXCO,NEWK,OULU",3.7126232030292443,4.703243536188557,4.133483503985645,5.142877319508965,A,False
2019-03-04 06:28:00,1,INVK,3.0241814352968626,3.0241814352968626,4.473152205165912,4.473152205165912,C,False
2019-03-05 10:20:00,3,"DOMC,MXCO,NEWK",5.59800864813199,8.286410849942822,5.115102123355076,5.5712252552729,A,True
2019-03-08 00:35:00,2,"AATB,DOMC",4.5682051422799255,7.49328967408853,3.443019712089344,3.70186866731793,B,False
2019-03-10 00:12:00,2,"INVK,OULU",3.710594107203289,4.383681836866653,4.556771894275222,5.3926557645773965,B,False
2019-03-12 05:51:00,2,"APTY,INVK",3.0120189116056553,3.1913827942255804,3.8841969783586903,4.005520681620968,B,True
2019-03-12 21:42:00,2,"AATB,INVK",2.7991361337295206,3.3184874916505165,4.127942772387985,4.958384947376213,B,False
2019-03-13 21:52:00,3,"AATB,NEWK,OULU",3.739205574616186,4.579320857121974,4.384106000855234,4.69946867973574,A,False
2019-03-14 11:18:00,1,KERG,3.551835869911944,3.551835869911944,5.5771399684882415,5.5771399684882415,C,True
2019-03-16 05:46:00,1,INVK,2.681434527628429,2.681434527628429,3.7899976012081287,3.7899976012081287,C,True
2019-03-19 00:26:00,1,AATB,1.7814726840855106,1.7814726840855106,3.813996497151595,3.813996497151595,D,True
2019-03-20 03:00:00,1,APTY,3.727119390954166,3.727119390954166,4.014109819183066,4.014109819183066,C,True
2019-03-20 17:22:00,1,APTY,3.0089677301263973,3.0089677301263973,4.39690934799923,4.39690934799923,C,False
2019-03-21 08:50:00,2,"INVK,KERG",3.5789693954362116,4.491682127618007,4.004766011119977,4.038099369915912,B,False
2019-03-22 02:34:00,1,LMKS,3.085330904652262,3.085330904652262,5.583176729795378,5.583176729795378,C,False
2019-03-22 21:59:00,2,"APTY,DOMC",5.562584907292293,8.243141826843361,4.96988750757454,5.141708938898571,B,False
2019-03-24 01:27:00,2,"JUNG1,LMKS",2.3554647844001178,2.536791901780969,4.531965615886552,4.668712225800628,B,True
2019-03-25 18:00:00,1,APTY,2.681227588016568,2.681227588016568,4.274565028760258,4.274565028760258,C,True
2019-03-26 07:46:00,1,APTY,3.6532946308812972,3.6532946308812972,5.530122351653978,5.530122351653978,C,True
2019-03-27 03:01:00,3,"DOMC,KERG,MXCO",6.3200945918931986,8.567788968629193,5.804569108017534,9.985168002664171,A,True
2019-03-28 18:58:00,4,"JUNG1,KERG,LMKS,MXCO",3.7359262410450227,4.4532111688231675,4.86791396628203,7.080833716689639,A,True
2019-03-29 14:00:00,3,"JUNG1,NEWK,OULU",5.711911064099092,9.030773674960527,7.19456319102541,19.13112777951059,A,False
2019-03-30 05:58:00,1,KERG,3.9269647599124307,3.9269647599124307,5.091145576459377,5.091145576459377,C,True
2019-03-30 23:10:00,3,"JUNG1,KERG,OULU",3.8288986533711586,4.480636743403225,12.609077717940165,26.779768580060544,A,True
2019-04-01 05:14:00,1,MXCO,5.071682537992845,5.071682537992845,5.0339104129601475,5.0339104129601475,C,False
2019-04-01 22:02:00,2,"APTY,JUNG1",3.9717580298950645,4.750696043860237,7.746074235217996,10.648590797245157,B,False
2019-04-02 23:29:00,3,"KERG,MXCO,OULU",4.423897664388906,4.833038898793401,4.422511470363132,5.310615710119795,A,True
2019-04-04 22:42:00,3,"APTY,INVK,NEWK",4.156647563312238,5.6380719001080495,4.075331560187977,4.828930537574848,A,False
2019-04-06 03:46:00,4,"APTY,DOMC,KERG,OULU",4.725039143285494,6.752488970070203,3.8874824116018205,4.253785351252588,A,False
2019-04-07 19:58:00,3,"APTY,MXCO,OULU",3.450837338200838,4.185919106187366,4.3565203105774,5.492874658680082,A,True
2019-04-10 22:08:00,1,APTY,3.375317365763336,3.399001064807364,5.517021792042354,6.62180864362848,C,False
2019-04-11 17:18:00,2,"APTY,OULU",4.067583876239712,4.557743322852694,4.4284630786390835,4.702161627517275,B,False
2019-04-13 05:09:00,2,"APTY,KERG",3.5247207888384056,3.6226022987309654,4.728968132914987,5.205047656507381,B,False
2019-04-13 21:40:00,2,"KERG,OULU",3.970303121812962,4.454830622649362,4.553271152056906,4.872910534086275,B,True
2019-04-14 13:00:00,1,APTY,3.028292336414837,3.040975840032614,4.117462185858617,4.278326520598501,C,True
2019-04-15 01:58:00,2,"AATB,NEWK",3.1252676323241833,4.12099423667944,3.786531856123254,4.366582563282015,B,True
2019-04-15 19:10:00,2,"APTY,OULU",4.194838726136946,4.653427254857875,4.422778446672921,5.261862302155849,B,False
2019-04-16 21:46:00,4,"APTY,DOMC,INVK,OULU",5.770471441622271,9.030802699755707,4.804337561337075,6.17050485507594,A,True
2019-04-17 15:30:00,1,KERG,2.7776231087245162,3.2726583317613733,4.298120105471578,4.700745182230278,C,True
2019-04-18 12:18:00,2,"DOMC,MXCO",7.059671994358229,8.357589841906375,4.224013978349701,4.898054415640363,B,True
2019-04-19 03:28:00,3,"INVK,MXCO,OULU",4.254333735323198,5.0040188322687955,5.387784700344254,6.836362723135103,A,False
2019-04-19 22:11:00,2,"APTY,KERG",3.209337065156621,3.478694790075125,6.725739750877379,8.999523886755465,B,False
2019-04-20 16:52:00,3,"APTY,DOMC,OULU",5.36948343854382,7.947993561484397,4.3306445229188215,4.754473504593811,A,True
2019-04-21 21:12:00,2,"AATB,DOMC",6.843633362202659,9.321539411514257,4.735788652381074,5.4128128228944705,B,True
2019-04-23 01:18:00,5,"APTY,LMKS,MXCO,NEWK,OULU",3.7214732425412493,4.490478842013837,5.018975121445129,6.516489074425971,A,True
2019-04-23 23:58:00,1,NEWK,3.7791492788447476,3.7791492788447476,4.987871955970961,4.987871955970961,C,True
2019-04-24 15:00:00,1,APTY,3.6489407172280295,3.6489407172280295,4.714003181089757,4.714003181089757,C,True
2019-04-25 17:18:00,1,MXCO,3.0944939898717236,3.0944939898717236,4.362936624907309,4.362936624907309,C,True
2019-04-28 22:40:00,3,"APTY,LMKS,OULU",4.116432866586596,5.264290238030111,4.496030371384282,4.793471917344467,A,False
2019-04-30 03:00:00,1,APTY,2.918199538569816,2.918199538569816,4.927913859881426,4.927913859881426,C,False
2019-04-30 21:06:00,3,"KERG,NEWK,OULU",3.876393473044893,4.288052599935167,4.671122901298351,5.487153089376909,A,True
2019-05-01 16:16:00,1,JUNG1,2.6271343245603203,2.6271343245603203,4.6364105814923136,4.6364105814923136,C,True
2019-05-03 22:36:00,2,"JUNG1,MXCO",3.2911479907399848,3.3405408511694374,3.637479081610622,4.004118622907042,B,True
2019-05-06 11:10:00,1,OULU,4.12170370899736,4.12170370899736,5.05593669854313,5.05593669854313,C,False
2019-05-07 01:20:00,3,"AATB,MXCO,OULU",3.8452127300111996,5.085929901943413,4.92228318101829,6.8301262485017,A,False
2019-05-08 01:20:00,1,AATB,2.1009770340487184,2.1009770340487184,5.229057823776362,5.229057823776362,C,False
2019-05-09 23:24:00,1,APTY,3.8503192117467364,3.8503192117467364,8.143738070833054,8.143738070833054,C,True
2019-05-10 13:00:00,1,LMKS,3.124038112512475,3.124038112512475,4.314647106343443,4.314647106343443,C,True
2019-05-11 10:23:00,2,"APTY,OULU",3.907422697163203,4.241310756921981,4.836897728890806,4.96307908998779,B,True
2019-05-12 11:46:00,4,"INVK,LMKS,MXCO,NEWK",3.939742010452659,4.3382019801963745,3.787297543007076,4.841249974366235,A,False
2019-05-14 19:02:00,1,APTY,3.407384007215274,3.407384007215274,3.5092068944461388,3.5092068944461388,C,True
2019-05-15 23:50:00,1,NEWK,3.353926826442664,3.353926826442664,3.7729760385277458,3.7729760385277458,C,True
2019-05-18 02:24:00,2,"INVK,OULU",3.7592585570239647,4.194848183000796,5.290192252519239,5.944414732725543,B,False
2019-05-18 22:56:00,1,MXCO,2.820530294455154,2.820530294455154,4.655370888754909,4.655370888754909,C,True
2019-05-21 06:30:00,2,"AATB,APTY",2.9303274154449865,3.4079033941714014,4.770843294538746,5.028714202273892,B,True
2019-05-24 21:19:00,2,"APTY,KERG",3.404126828728788,3.6506585551130466,4.723253024549848,5.458182751805647,B,False
2019-05-27 04:58:00,1,AATB,2.4566479854653567,2.515734699873697,4.996784773333751,5.153934614917864,C,True
2019-05-28 15:44:00,1,MXCO,3.3247181642421246,3.3247181642421246,4.5783785977552585,4.5783785977552585,C,True
2019-05-29 09:36:00,1,OULU,4.287022611762388,4.287022611762388,3.2525051295852783,3.2525051295852783,C,True
2019-05-30 18:02:00,1,LMKS,3.021245134681079,3.670258104948695,4.514257930168077,4.660985964569852,C,False
2019-06-01 16:46:00,5,"APTY,INVK,KERG,LMKS,NEWK",3.284848732886359,5.092559255210079,3.8532249821346505,4.609565739081866,A,False
2019-06-03 13:52:00,1,KERG,3.353238891073387,3.353238891073387,5.290021364479356,5.290021364479356,C,True
2019-06-04 11:20:00,1,INVK,3.5741807061456097,3.5741807061456097,5.028246807256305,5.028246807256305,C,True
2019-06-05 21:50:00,2,"KERG,NEWK",3.4142117303347823,4.415833913069325,4.766585665044916,5.501785173974864,B,True
2019-06-06 20:50:00,2,"LMKS,NEWK",3.5305847160807557,4.802235709263703,5.122860703700164,5.927702206835429,B,True
2019-06-07 20:44:00,1,APTY,3.798295118368041,3.798295118368041,4.545201977491065,4.545201977491065,C,True
2019-06-09 07:32:00,1,OULU,5.531130628985608,5.531130628985608,4.452184053860268,4.452184053860268,C,True
2019-06-10 21:00:00,2,"JUNG1,MXCO",2.8998565859270804,3.1045654624679893,3.646325081898362,4.2432073694714045,B,False
2019-06-11 15:26:00,1,APTY,3.914930948555147,3.914930948555147,3.9784957929294036,3.9784957929294036,C,True
2019-06-12 21:04:00,3,"APTY,NEWK,OULU",3.923272219887314,4.268120719464746,4.47742577023117,4.786821810677656,A,True
2019-06-14 00:42:00,3,"APTY,JUNG1,NEWK",3.7031405114034115,3.928925832262513,4.8135140362548485,5.486303638143812,A,False
2019-06-15 00:58:00,1,DOMC,7.105110990903666,7.105110990903666,3.429373776554396,3.429373776554396,C,False
2019-06-15 18:54:00,2,"LMKS,OULU",3.176197292483186,4.633153566545447,4.326603817949288,4.748254599282011,B,False
2019-06-16 07:52:00,1,AATB,2.202482349260221,2.202482349260221,10.97301461768927,10.97301461768927,C,False
2019-06-16 21:44:00,1,DOMC,8.681237537952029,8.681237537952029,3.7141466934774607,3.7141466934774607,C,False
2019-06-18 21:40:00,1,KERG,4.2799167640045725,4.2799167640045725,4.117167439901249,4.117167439901249,C,True
2019-06-21 02:32:00,3,"APTY,INVK,OULU",3.759456188979411,5.34696546527127,4.151758983957591,4.435379785855882,A,True
2019-06-21 22:52:00,1,NEWK,4.514505019429373,4.514505019429373,4.0323135356543975,4.0323135356543975,C,True
2019-06-24 08:19:00,2,"INVK,OULU",4.17423658135363,5.1061078570041385,4.57298791474332,5.27020079364269,B,True
2019-06-25 01:24:00,3,"JUNG1,LMKS,OULU",3.0682841432173817,4.378310655606955,5.1967059099400705,7.028130002664411,A,True
2019-06-26 07:08:00,1,JUNG1,2.825359895950367,2.825359895950367,4.158800935820017,4.158800935820017,C,True
2019-06-26 23:34:00,1,APTY,3.4694336604954406,3.4694336604954406,3.65351428990163,3.65351428990163,C,True
2019-06-28 22:54:00,1,APTY,3.4085676065030626,3.4085676065030626,5.284120378477504,5.284120378477504,C,True
2019-06-29 21:35:00,2,"KERG,LMKS",3.3712508579724405,4.495637472650218,4.115298957095785,4.977942151294388,B,True
2019-06-30 18:18:00,1,MXCO,3.02330178293383,3.030491450555253,4.781962652877,5.489884523102927,C,True
2019-07-02 00:36:00,1,KERG,4.7409677738534,4.865108227964828,4.009213897375296,4.229512400072889,C,False
2019-07-02 21:30:00,1,NEWK,4.476189146940589,4.476189146940589,5.947521334553315,5.947521334553315,C,False
2019-07-05 11:03:00,2,"JUNG1,KERG",2.9993654815676565,3.6093267799494857,4.244321670951792,5.5832404593686755,B,True
2019-07-06 13:36:00,2,"MXCO,NEWK",3.4961007247165306,4.225266398842125,4.529168398186102,4.693893988413451,B,True
2019-07-07 04:02:00,2,"DOMC,JUNG1",6.022687277656567,9.053521345178915,4.65278209738568,5.048069915592145,B,True
2019-07-07 17:32:00,1,JUNG1,3.4295326954413543,3.4295326954413543,4.220006130181203,4.220006130181203,C,False
2019-07-09 01:22:00,3,"AATB,DOMC,LMKS",5.310185718350489,8.512548693503478,3.9507926404075047,4.091594244596949,A,True
2019-07-09 17:24:00,2,"LMKS,MXCO",3.4377644875578492,4.245296893027524,4.451600183127047,4.871794461143223,B,True
2019-07-10 17:34:00,1,INVK,2.780225101018117,2.780225101018117,3.6981803873461354,3.6981803873461354,C,False
2019-07-11 15:40:00,3,"APTY,JUNG1,KERG",2.790208955023955,3.416044808186282,4.797731865407766,5.789779939700262,A,False
2019-07-14 13:38:00,1,LMKS,2.2642298543118633,2.2642298543118633,4.801374254590521,4.801374254590521,C,True
2019-07-15 09:46:00,1,AATB,7.940343491341326,7.940343491341326,3.8343403123740627,3.8343403123740627,C,True
2019-07-16 14:48:00,2,"KERG,LMKS",2.8253978561042614,3.433273270098955,4.300480151078771,4.375735430888406,B,False
2019-07-18 14:48:00,3,"APTY,LMKS,NEWK",3.8537534463590624,5.111078544443142,3.931970694213868,4.5317259327248784,A,False
2019-07-19 17:46:00,1,INVK,2.8466308450881224,2.8466308450881224,3.972881572548214,3.972881572548214,C,True
2019-07-20 18:52:00,2,"APTY,JUNG1",3.030431533471746,3.1583903391220987,4.209036770080601,5.089412701798589,B,True
2019-07-21 20:18:00,1,JUNG1,3.1143168015099354,3.1143168015099354,4.661459257035452,4.661459257035452,C,True
2019-07-23 12:32:00,5,"DOMC,JUNG1,KERG,MXCO,OULU",4.0470720659065025,8.386036787255902,4.618103893257697,5.222014783863588,A,False
2019-07-24 01:22:00,1,JUNG1,2.6048000518844843,2.6048000518844843,3.511696670754257,3.511696670754257,C,True
2019-07-25 00:30:00,1,DOMC,8.483086119746744,8.483086119746744,3.891053655233508,3.891053655233508,C,True
2019-07-25 15:18:00,3,"APTY,INVK,JUNG1",3.162775038415544,3.5724990453042786,4.236220493619443,5.168940964797555,A,True
2019-07-26 08:04:00,1,NEWK,4.355877385734126,4.375649990549851,3.976100428833565,4.590153998447109,C,False
2019-07-26 20:50:00,2,"JUNG1,MXCO",2.845799560786256,3.414223381511384,4.667742293490514,5.3179788839346,B,True
2019-07-27 22:44:00,1,KERG,2.7540103504558537,2.7540103504558537,3.711056903771877,3.711056903771877,C,True
2019-07-28 21:51:00,4,"AATB,JUNG1,MXCO,OULU",3.3790551474302175,4.246671575330351,5.224445101806723,6.903485554170242,A,False
2019-07-29 21:10:00,1,KERG,2.7271398511927836,2.7271398511927836,3.8936359893304853,3.8936359893304853,C,True
2019-07-30 20:42:00,2,"LMKS,MXCO",3.2106360994492342,3.8106616626749212,4.249167557852239,4.651827094086946,B,True
2019-07-31 20:54:00,2,"LMKS,NEWK",3.134123774132867,4.0577583444028145,4.995440041222435,6.166829106119705,B,False
2019-08-01 21:06:00,3,"APTY,KERG,OULU",3.3200149164963793,4.180367216667994,5.061026459130676,6.072585174592738,A,True
2019-08-03 02:14:00,2,"KERG,OULU",3.588877324115987,4.888058577231677,4.076815508394285,4.801868222546901,B,True
2019-08-04 03:10:00,1,LMKS,2.331761925831707,2.331761925831707,4.3269590483461835,4.3269590483461835,C,True
2019-08-05 01:00:00,1,JUNG1,3.129446744657427,3.129446744657427,4.521911723301693,4.521911723301693,C,True
2019-08-06 03:57:00,2,"KERG,MXCO",3.9260852717746704,4.413185101473075,4.089426390526869,4.205405438334751,B,False
2019-08-07 13:04:00,1,JUNG1,3.1419464761806353,3.2007720237150896,3.879846366340912,3.9752742026761205,C,False
2019-08-08 09:12:00,1,DOMC,8.791080730131068,8.917807464294393,4.983542750436676,5.441938087629773,C,True
2019-08-09 04:17:00,2,"JUNG1,KERG",2.634837984718676,3.2127770343416766,4.135519952480754,4.259124151535805,B,True
2019-08-09 21:56:00,1,KERG,3.9048504170856475,3.9048504170856475,4.612278405353471,4.612278405353471,C,False
2019-08-11 19:34:00,1,MXCO,3.664157025154233,3.664157025154233,4.2932180073692425,4.2932180073692425,C,True
2019-08-12 08:52:00,1,APTY,2.972375718779275,2.972375718779275,3.761409961442917,3.761409961442917,C,True
2019-08-13 02:21:00,2,"JUNG1,MXCO",3.310750843915616,3.536204341924365,4.0561018484413145,4.340146106015103,B,True
2019-08-14 06:50:00,2,"APTY,INVK",3.0798444447409445,3.471183889428436,4.203869624849837,4.524655566825777,B,False
2019-08-16 12:40:00,1,KERG,2.2541722658038017,2.2541722658038017,4.8471089176798685,4.8471089176798685,C,True
2019-08-17 12:45:00,3,"JUNG1,MXCO,NEWK",2.8867217724427503,4.415003440609306,4.587749948514575,4.821606572173603,A,True
2019-08-18 03:34:00,1,KERG,2.427634953442324,2.5263248501102584,4.251157710345916,4.936117820175229,C,False
2019-08-18 17:10:00,2,"INVK,MXCO",3.595907673186266,3.768621995984571,4.567419092917444,5.214991459700628,B,True
2019-08-19 08:56:00,3,"AATB,APTY,KERG",2.752031670261461,3.253318416852589,4.51871662709613,5.365701801649123,A,True
2019-08-20 12:59:00,3,"AATB,APTY,INVK",2.905776993952629,3.3260327085852093,4.62461436259595,5.043801638793507,A,True
2019-08-21 13:39:00,2,"MXCO,OULU",3.8137529754190327,4.289998912181296,4.277506807576563,4.671299169755166,B,False
2019-08-22 16:10:00,1,KERG,2.7008437665201463,2.7008437665201463,4.168849792488072,4.168849792488072,C,False
2019-08-23 07:34:00,3,"AATB,APTY,INVK",3.141055970694945,4.549095412595787,4.351253889069178,4.531931160846296,A,False
2019-08-24 03:08:00,4,"INVK,KERG,LMKS,MXCO",3.0953939048899692,3.423015393024585,4.631388468712171,5.506314003763736,A,False
2019-08-25 02:16:00,3,"APTY,JUNG1,OULU",3.833120940588407,5.5387960756631305,4.496473670666678,4.77255072498511,A,True
2019-08-25 19:04:00,1,LMKS,2.385950426548439,2.385950426548439,5.327600343228285,5.327600343228285,C,True
2019-08-26 16:50:00,1,DOMC,7.043394332062592,7.043394332062592,3.0218303159020863,3.0218303159020863,C,True
2019-08-27 21:22:00,5,"AATB,APTY,INVK,JUNG1,KERG",3.1115694883497267,4.557980465786234,4.72535617780781,5.391805374937148,A,False
2019-08-28 15:46:00,3,"KERG,LMKS,NEWK",3.074756935487819,4.0117236876417595,4.845258036324064,6.499116061904011,A,False
2019-08-29 18:16:00,1,JUNG1,3.1750737119525856,3.2568309409961747,4.7444164163753975,5.4158524426526995,C,True
2019-08-30 13:18:00,2,"JUNG1,LMKS",3.6455107281632966,4.2589173449325886,4.364856790907619,5.580276636186406,B,True
2019-08-31 08:57:00,2,"INVK,LMKS",2.8783510504323524,3.725141990241905,4.772488198092161,5.074352039746698,B,False
2019-09-01 09:02:00,1,APTY,3.30856509627256,3.30856509627256,4.949790926785091,4.949790926785091,C,False
2019-09-02 02:20:00,3,"INVK,KERG,OULU",3.437551733120276,4.352867714790441,3.6682315735652455,4.044930897186517,A,False
2019-09-04 01:23:00,2,"JUNG1,LMKS",2.400748652543122,2.7377444374379163,4.555816545171482,4.997261007683658,B,True
2019-09-04 19:12:00,1,KERG,3.705082534358798,3.705082534358798,4.231084299247913,4.231084299247913,C,True
2019-09-06 01:29:00,2,"AATB,INVK",3.6154412816467554,4.066115635050316,14.774771099284038,25.163332039852857,B,True
2019-09-07 19:20:00,3,"INVK,MXCO,OULU",3.5852684751563806,4.467867251577835,4.566187928161477,4.671856566772243,A,False
2019-09-08 11:48:00,1,LMKS,1.9227469310316745,1.9227469310316745,3.567320779726392,3.567320779726392,D,True
2019-09-09 11:48:00,1,OULU,4.56678483338505,4.56678483338505,5.342272631166536,5.342272631166536,C,True
2019-09-10 07:57:00,2,"APTY,KERG",3.23993274270495,3.4461799849442896,4.094008405336092,4.306867456189447,B,False
2019-09-11 10:17:00,4,"AATB,APTY,KERG,OULU",3.2037333752535018,3.6051940011801507,7.488735517001099,18.105988757490007,A,False
2019-09-11 23:18:00,1,INVK,3.7131147035331806,3.7271800757494336,3.9913644904445125,4.042003918449028,C,True
2019-09-13 09:46:00,1,LMKS,2.514599282256574,2.514599282256574,4.108888671488455,4.108888671488455,C,True
2019-09-13 21:52:00,1,JUNG1,2.8257028293423616,2.8672014348621917,4.287176811796438,5.114171644429307,C,True
2019-09-15 00:50:00,1,INVK,3.2785155220161664,3.2785155220161664,3.744483149375747,3.744483149375747,C,False
2019-09-16 09:16:00,1,JUNG1,2.5103898224463053,2.5103898224463053,4.928749883657914,4.928749883657914,C,True
2019-09-17 21:26:00,6,"JUNG1,KERG,LMKS,MXCO,NEWK,OULU",3.239276672047919,3.8767278263841463,4.479170343930183,5.374452158917651,A,True
2019-09-18 10:22:00,1,INVK,3.1614702445997227,3.1614702445997227,4.855450908889822,4.855450908889822,C,True
2019-09-19 14:08:00,2,"NEWK,OULU",3.673717855374936,4.031947442943861,3.6268169244395914,3.8522098724769167,B,False
2019-09-20 23:24:00,3,"APTY,INVK,NEWK",4.379093089236067,4.985208344480761,4.656518817633339,4.908146630584495,A,True
2019-09-22 10:36:00,1,OULU,5.108228659318868,5.108228659318868,5.342039347106087,5.342039347106087,C,False
2019-09-23 03:16:00,4,"APTY,LMKS,NEWK,OULU",4.075431696558236,5.160304400782322,4.590153191737084,5.692478992274613,A,False
2019-09-26 18:36:00,1,KERG,3.382062870237208,3.633971856799074,4.39900804900567,5.037134496811873,C,True
2019-09-27 19:24:00,1,APTY,3.6169712793848667,3.6169712793848667,7.328282183711646,7.328282183711646,C,True
