repr_time,n_stations,stations,drop_mean,drop_max,A_complex_mean,A_complex_max
2018-01-01 15:48:00,1,INVK,4.077303086807244,4.077303086807244,5.525708607583369,5.525708607583369
2018-01-02 19:30:00,1,JUNG1,4.764505836597211,4.92580463644382,6.694942198821236,8.011325891761555
2018-01-04 16:48:00,1,JUNG1,3.1671720168494124,3.1671720168494124,6.4179188905478215,6.4179188905478215
2018-01-10 10:09:00,2,"INVK,JUNG1",2.8602416575861764,3.329036052447279,5.558226131118685,6.310480841552357
2018-01-12 12:04:00,1,APTY,3.209376374930128,3.209376374930128,6.366117366890058,6.366117366890058
2018-01-15 07:28:00,1,MXCO,3.0173959186713337,3.0173959186713337,5.828021525234871,5.828021525234871
2018-01-16 15:50:00,1,INVK,2.7049647352946087,2.7049647352946087,5.301008109452187,5.301008109452187
2018-01-19 08:52:00,1,INVK,3.071606553394483,3.0779309254023706,4.788216544839867,5.5904145959144875
2018-01-30 03:04:00,1,MXCO,2.715965546673028,2.715965546673028,5.470556486222275,5.470556486222275
2018-02-04 22:22:00,1,OULU,6.289521124563979,6.348794966241198,6.260179353711833,6.48056306827328
2018-02-05 18:48:00,1,AATB,2.6440268061876564,2.6440268061876564,6.427255926084908,6.427255926084908
2018-02-07 01:20:00,1,LMKS,2.8698972965651497,2.8698972965651497,6.08016571813123,6.08016571813123
2018-02-09 09:28:00,1,INVK,3.229863476005313,3.229863476005313,5.679828934741144,5.679828934741144
2018-02-19 17:28:00,1,OULU,4.427894678394541,4.427894678394541,6.492770904723811,6.492770904723811
2018-02-20 20:08:00,1,APTY,2.53944370613843,2.53944370613843,5.590377925506613,5.590377925506613
2018-02-24 09:08:00,1,APTY,3.80680482517369,3.80680482517369,5.622632658429926,5.622632658429926
2018-02-25 19:48:00,1,INVK,3.6593389034484134,3.6593389034484134,5.138913056024367,5.138913056024367
2018-02-27 23:04:00,2,"APTY,OULU",4.084201133026823,5.120636174794058,5.55110178607705,6.2719757072618405
2018-03-01 02:02:00,1,OULU,4.911680486033902,4.911680486033902,5.589544359944159,5.589544359944159
2018-03-04 01:54:00,1,OULU,4.250708844423182,4.250708844423182,5.297195993275909,5.297195993275909
2018-03-06 00:14:00,1,KERG,3.3431174634406498,3.3431174634406498,4.549727120507788,4.549727120507788
2018-03-13 16:32:00,1,INVK,3.1507446440269433,3.1507446440269433,5.69572469295117,5.69572469295117
2018-03-20 12:09:00,2,"APTY,MXCO",3.8055549441266217,3.957647212614964,4.915076919331846,5.525198872064644
2018-03-23 05:22:00,1,INVK,3.502256850053206,3.502256850053206,5.598666300581133,5.598666300581133
2018-03-25 10:44:00,1,AATB,2.369724223328524,2.369724223328524,4.329584154300287,4.329584154300287
2018-03-27 01:38:00,1,NEWK,6.32896136275209,6.4001790976943145,6.82733381719302,7.643803315564686
2018-03-27 18:12:00,1,NEWK,5.806534108772254,5.91473011713173,6.662209674089277,7.824454032884301
2018-03-30 23:36:00,1,LMKS,2.155981002228135,2.155981002228135,5.564378918468705,5.564378918468705
2018-04-09 05:12:00,1,LMKS,2.6011270187413067,2.6011270187413067,11.685481401359432,11.685481401359432
2018-04-09 23:22:00,1,APTY,3.2156363249814137,3.2156363249814137,5.876979295567743,5.876979295567743
2018-04-12 02:20:00,1,OULU,5.227160794351623,5.227160794351623,4.893587381416589,4.893587381416589
2018-04-15 11:10:00,1,LMKS,2.244182469944275,2.2602598999784798,5.9403008388193586,6.243995015044289
2018-04-16 20:26:00,1,APTY,3.9264611898070747,3.9264611898070747,6.21714317608128,6.21714317608128
2018-04-18 13:30:00,1,MXCO,3.932925860720171,3.932925860720171,4.393013018905123,4.393013018905123
2018-04-21 05:26:00,1,LMKS,2.310192081226981,2.310192081226981,5.731925414847501,5.731925414847501
2018-04-24 01:20:00,1,APTY,3.1085805631925685,3.1085805631925685,6.554951459062987,6.554951459062987
2018-04-25 03:26:00,1,MXCO,3.288606321340595,3.288606321340595,5.082600767485927,5.082600767485927
2018-05-01 20:18:00,1,APTY,3.675435171708427,3.675435171708427,7.597115317610261,7.597115317610261
2018-05-11 09:14:00,1,APTY,3.1324093324332716,3.1324093324332716,6.16350121978646,6.16350121978646
2018-05-13 21:34:00,1,APTY,3.650802566751577,3.650802566751577,7.138566584813193,7.138566584813193
2018-05-17 04:22:00,1,MXCO,8.842508179072736,8.842508179072736,9.307618539064189,9.307618539064189
2018-05-31 23:12:00,1,MXCO,14.827172578774343,14.827172578774343,5.43528425780071,5.43528425780071
2018-06-01 15:22:00,1,MXCO,14.940408626560725,14.940408626560725,24.92432897473264,24.92432897473264
2018-06-11 03:08:00,1,MXCO,8.005531729149181,8.005531729149181,9.385128629841558,9.385128629841558
2018-06-18 13:52:00,1,NEWK,14.68817583442174,15.35111738988039,6.650703786951533,7.812681101146243
2018-06-19 02:00:00,1,KERG,3.0710985840244454,3.0710985840244454,4.498101268441541,4.498101268441541
2018-06-22 04:56:00,1,JUNG1,2.5947891850892484,2.5947891850892484,5.453841410060798,5.453841410060798
2018-06-24 20:30:00,1,APTY,3.251347079662005,3.251347079662005,5.237629980954557,5.237629980954557
2018-07-02 05:42:00,1,MXCO,11.954553642131954,11.954553642131954,10.083280163772404,10.083280163772404
2018-07-10 05:26:00,2,"INVK,JUNG1",3.5332567571912374,3.7631059587854043,5.251635830073737,6.2443345787866935
2018-07-13 01:20:00,1,APTY,3.592480556642389,3.592480556642389,5.687232443454371,5.687232443454371
2018-07-16 02:00:00,1,JUNG1,2.7213664957167447,2.7213664957167447,5.704292783269459,5.704292783269459
