idx_izmiran,idx_catalog,dt_hours,subset,Date of event,MagnM,Axym,Azrange,TminM,DminM,OType,Bmax,Bzmin,Vmax,Dstmin,t_izmiran,group_id,repr_time,anchor_onset_time,time_start,time_end,group_span_h,n_trigger_events,n_trigger_stations,trigger_stations,trigger_drop_mean,trigger_drop_max,trigger_A_complex_mean,onset_min,onset_max,min_time_min,min_time_max,n_supported_stations,supported_stations,n_support_only_stations,support_only_stations,mean_supported_drop,median_supported_drop,max_supported_drop,catalog_tier,fd_scope,quality,promoted_from_single_trigger,year
64,50,-13.333333333333334,all,2019.07.21 18:00:00,0.5,0.69,0.78,17,-0.29,9,9.3,-5.6,424.0,-18.0,2019-07-21 18:00:00+00:00,136,2019-07-21 04:40:00+00:00,2019-07-19 22:54:00+00:00,2019-07-19 09:10:00+00:00,2019-07-21 14:28:00+00:00,53.3,2,2,"JUNG1,LMKS",3.4243036728970857,3.764298632524743,4.559138687875331,2019-07-19 09:10:00+00:00,2019-07-20 12:38:00+00:00,2019-07-20 18:52:00+00:00,2019-07-21 14:28:00+00:00,3,"AATB,JUNG1,LMKS",1,AATB,3.136786776156699,3.084308713269428,3.764298632524743,core,supported_multi_station_candidate,B,False,2019
15,16,13.566666666666666,all,2019.02.20 16:00:00,0.7,0.73,0.64,42,-0.21,9,11.2,-5.6,492.0,,2019-02-20 16:00:00+00:00,102,2019-02-21 05:34:00+00:00,2019-02-19 22:28:00+00:00,2019-02-18 16:36:00+00:00,2019-02-21 09:16:00+00:00,64.66666666666667,3,3,"AATB,LMKS,NEWK",3.901871435878259,5.702227619294988,4.013154413819551,2019-02-18 16:36:00+00:00,2019-02-20 09:28:00+00:00,2019-02-19 19:00:00+00:00,2019-02-21 09:16:00+00:00,5,"AATB,APTY,KERG,LMKS,NEWK",2,"APTY,KERG",4.076576745184144,3.9282958488044177,5.702227619294988,core,supported_multi_station_candidate,A,False,2019
99,75,-13.833333333333334,all,2019.10.23 12:00:00,0.4,0.98,1.12,17,-0.29,9,4.0,-1.7,355.0,-46.0,2019-10-23 12:00:00+00:00,161,2019-10-22 22:10:00+00:00,2019-10-22 16:06:00+00:00,2019-10-22 16:06:00+00:00,2019-10-22 22:10:00+00:00,6.066666666666666,1,1,KERG,3.49878069509726,3.49878069509726,5.844968981539562,2019-10-22 16:06:00+00:00,2019-10-22 16:06:00+00:00,2019-10-22 22:10:00+00:00,2019-10-22 22:10:00+00:00,2,"AATB,KERG",1,AATB,3.925364637054595,3.925364637054595,4.35194857901193,core,supported_multi_station_candidate,B,True,2019
111,79,14.016666666666667,all,2019.11.16 13:00:00,0.7,0.75,0.73,19,-0.36,9,9.0,-4.3,457.0,-8.0,2019-11-16 13:00:00+00:00,165,2019-11-17 03:01:00+00:00,2019-11-16 00:44:00+00:00,2019-11-15 21:48:00+00:00,2019-11-17 12:10:00+00:00,38.36666666666667,2,2,"JUNG1,LMKS",2.7243387376155246,2.7647858293667706,7.098954813063043,2019-11-15 21:48:00+00:00,2019-11-16 03:40:00+00:00,2019-11-16 17:52:00+00:00,2019-11-17 12:10:00+00:00,3,"JUNG1,KERG,LMKS",1,KERG,3.0393893690616127,2.7647858293667706,3.669490631953789,core,supported_multi_station_candidate,B,False,2019
84,64,14.1,all,2019.09.13 15:00:00,0.6,1.38,0.92,46,-0.19,9,8.2,-3.4,541.0,-14.0,2019-09-13 15:00:00+00:00,150,2019-09-14 05:06:00+00:00,2019-09-13 12:26:00+00:00,2019-09-13 00:44:00+00:00,2019-09-14 16:38:00+00:00,39.9,2,2,"INVK,OULU",3.817156378543551,4.413407981928652,7.485503920625729,2019-09-13 00:44:00+00:00,2019-09-14 00:08:00+00:00,2019-09-13 17:34:00+00:00,2019-09-14 16:38:00+00:00,4,"AATB,APTY,INVK,OULU",2,"AATB,APTY",4.0055401532187265,4.1939239278939,4.413407981928652,core,supported_multi_station_candidate,A,False,2019
12,14,14.366666666666667,all,2019.02.11 07:00:00,0.3,0.91,0.38,-1,-0.19,9,8.1,-5.2,406.0,,2019-02-11 07:00:00+00:00,100,2019-02-11 21:22:00+00:00,2019-02-11 16:10:00+00:00,2019-02-11 16:10:00+00:00,2019-02-11 21:22:00+00:00,5.2,1,1,KERG,3.6467356027178517,3.6467356027178517,7.032873424935953,2019-02-11 16:10:00+00:00,2019-02-11 16:10:00+00:00,2019-02-11 21:22:00+00:00,2019-02-11 21:22:00+00:00,2,"KERG,LMKS",1,LMKS,3.429046992459657,3.429046992459657,3.6467356027178517,core,supported_multi_station_candidate,B,True,2019
45,39,-14.5,all,2019.05.28 15:00:00,0.5,0.73,0.6,27,-0.23,9,8.2,-4.8,562.0,-28.0,2019-05-28 15:00:00+00:00,125,2019-05-28 00:30:00+00:00,2019-05-27 02:28:00+00:00,2019-05-26 20:22:00+00:00,2019-05-28 08:20:00+00:00,35.96666666666667,3,3,"JUNG1,LMKS,OULU",3.9136715052887503,4.902872528737497,9.780167896370832,2019-05-26 20:22:00+00:00,2019-05-27 04:38:00+00:00,2019-05-27 23:16:00+00:00,2019-05-28 08:20:00+00:00,6,"APTY,DOMC,INVK,JUNG1,LMKS,OULU",3,"APTY,DOMC,INVK",4.885000509953945,4.147118952621918,9.4211702031519,core,supported_multi_station_candidate,A,False,2019
82,63,14.75,all,2019.09.09 04:00:00,0.6,1.3,0.71,18,-0.3,9,6.8,-4.6,519.0,-30.0,2019-09-09 04:00:00+00:00,149,2019-09-09 18:45:00+00:00,2019-09-09 13:00:00+00:00,2019-09-09 02:50:00+00:00,2019-09-10 01:42:00+00:00,22.866666666666667,2,2,"LMKS,OULU",3.801103032945104,4.650133107381426,3.494642954116258,2019-09-09 02:50:00+00:00,2019-09-09 23:10:00+00:00,2019-09-09 11:48:00+00:00,2019-09-10 01:42:00+00:00,3,"KERG,LMKS,OULU",1,KERG,3.5417726553836473,3.023111900260735,4.650133107381426,core,supported_multi_station_candidate,B,False,2019
0,1,-14.9,all,2019.01.04 12:00:00,1.4,1.01,0.8,62,-0.19,9,11.4,-7.1,554.0,-23.0,2019-01-04 12:00:00+00:00,87,2019-01-03 21:06:00+00:00,2019-01-03 15:42:00+00:00,2019-01-03 12:18:00+00:00,2019-01-03 22:18:00+00:00,10.0,2,2,"AATB,LMKS",2.7807703765289595,3.2269388803058687,4.481094202651944,2019-01-03 12:18:00+00:00,2019-01-03 19:06:00+00:00,2019-01-03 19:54:00+00:00,2019-01-03 22:18:00+00:00,2,"AATB,LMKS",0,,2.7807703765289595,2.7807703765289595,3.2269388803058687,core,supported_multi_station_candidate,B,False,2019
59,48,15.233333333333333,all,2019.07.06 11:00:00,0.5,0.51,1.04,13,-0.26,9,5.0,-3.9,360.0,-13.0,2019-07-06 11:00:00+00:00,134,2019-07-07 02:14:00+00:00,2019-07-05 19:12:00+00:00,2019-07-05 19:12:00+00:00,2019-07-07 02:14:00+00:00,31.033333333333335,1,1,JUNG1,3.113110601822671,3.113110601822671,8.292905634934456,2019-07-05 19:12:00+00:00,2019-07-05 19:12:00+00:00,2019-07-07 02:14:00+00:00,2019-07-07 02:14:00+00:00,1,JUNG1,0,,3.113110601822671,3.113110601822671,3.113110601822671,exploratory,single_station_candidate,C,False,2019
17,19,15.566666666666666,all,2019.03.06 06:00:00,0.7,0.83,0.98,12,-0.24,9,9.8,-2.7,493.0,,2019-03-06 06:00:00+00:00,105,2019-03-06 21:34:00+00:00,2019-03-05 14:50:00+00:00,2019-03-05 14:50:00+00:00,2019-03-06 21:34:00+00:00,30.733333333333334,1,1,JUNG1,3.558689428930079,3.558689428930079,6.189339812176702,2019-03-05 14:50:00+00:00,2019-03-05 14:50:00+00:00,2019-03-06 21:34:00+00:00,2019-03-06 21:34:00+00:00,2,"JUNG1,LMKS",1,LMKS,3.215203297846134,3.215203297846134,3.558689428930079,core,supported_multi_station_candidate,B,True,2019
10,11,-15.6,all,2019.02.05 18:00:00,0.6,0.58,0.44,59,-0.23,9,7.9,-5.4,446.0,,2019-02-05 18:00:00+00:00,97,2019-02-05 02:24:00+00:00,2019-02-04 12:08:00+00:00,2019-02-04 12:08:00+00:00,2019-02-05 02:24:00+00:00,14.266666666666667,1,1,KERG,3.4369486714000663,3.4369486714000663,8.355639012995804,2019-02-04 12:08:00+00:00,2019-02-04 12:08:00+00:00,2019-02-05 02:24:00+00:00,2019-02-05 02:24:00+00:00,1,KERG,0,,3.4369486714000663,3.4369486714000663,3.4369486714000663,exploratory,single_station_candidate,C,False,2019
89,67,-16.333333333333332,all,2019.09.26 16:00:00,0.5,0.92,0.47,16,-0.31,9,3.9,-1.7,386.0,-4.0,2019-09-26 16:00:00+00:00,153,2019-09-25 23:40:00+00:00,2019-09-24 18:10:00+00:00,2019-09-24 18:10:00+00:00,2019-09-25 23:40:00+00:00,29.5,1,1,KERG,3.24649074555779,3.24649074555779,10.933826498335186,2019-09-24 18:10:00+00:00,2019-09-24 18:10:00+00:00,2019-09-25 23:40:00+00:00,2019-09-25 23:40:00+00:00,1,KERG,0,,3.24649074555779,3.24649074555779,3.24649074555779,exploratory,single_station_candidate,C,False,2019
25,26,16.433333333333334,all,2019.03.31 03:00:00,0.7,1.2,0.65,19,-0.35,9,7.2,-4.8,421.0,-28.0,2019-03-31 03:00:00+00:00,112,2019-03-31 19:26:00+00:00,2019-03-31 02:26:00+00:00,2019-03-31 02:26:00+00:00,2019-03-31 19:26:00+00:00,17.0,1,1,APTY,3.4743015199349205,3.4743015199349205,3.243163095574415,2019-03-31 02:26:00+00:00,2019-03-31 02:26:00+00:00,2019-03-31 19:26:00+00:00,2019-03-31 19:26:00+00:00,1,APTY,0,,3.4743015199349205,3.4743015199349205,3.4743015199349205,exploratory,single_station_candidate,C,False,2019
