group_id,repr_time,anchor_onset_time,time_start,time_end,group_span_h,n_trigger_events,n_trigger_stations,trigger_stations,trigger_drop_mean,trigger_drop_max,trigger_A_complex_mean,onset_min,onset_max,min_time_min,min_time_max,n_supported_stations,supported_stations,n_support_only_stations,support_only_stations,mean_supported_drop,median_supported_drop,max_supported_drop,catalog_tier,fd_scope,quality,promoted_from_single_trigger,year
296,2021-04-13 00:38:00+00:00,2021-04-12 22:54:00+00:00,2021-04-12 22:54:00+00:00,2021-04-13 00:38:00+00:00,1.7333333333333334,1,1,LMKS,3.1001115510510706,3.1001115510510706,11.483796548129089,2021-04-12 22:54:00+00:00,2021-04-12 22:54:00+00:00,2021-04-13 00:38:00+00:00,2021-04-13 00:38:00+00:00,1,LMKS,0,,3.1001115510510706,3.1001115510510706,3.1001115510510706,exploratory,single_station_candidate,C,False,2021
301,2021-05-04 14:20:00+00:00,2021-05-03 12:26:00+00:00,2021-05-03 12:26:00+00:00,2021-05-04 14:20:00+00:00,25.9,1,1,LMKS,2.6052532826671073,2.6052532826671073,8.158076252711629,2021-05-03 12:26:00+00:00,2021-05-03 12:26:00+00:00,2021-05-04 14:20:00+00:00,2021-05-04 14:20:00+00:00,1,LMKS,0,,2.6052532826671073,2.6052532826671073,2.6052532826671073,exploratory,single_station_candidate,C,False,2021
304,2021-05-14 04:10:00+00:00,2021-05-12 18:04:00+00:00,2021-05-12 18:04:00+00:00,2021-05-14 04:10:00+00:00,34.1,1,1,LMKS,2.69216919783219,2.69216919783219,6.677022464816328,2021-05-12 18:04:00+00:00,2021-05-12 18:04:00+00:00,2021-05-14 04:10:00+00:00,2021-05-14 04:10:00+00:00,1,LMKS,0,,2.69216919783219,2.69216919783219,2.69216919783219,exploratory,single_station_candidate,C,False,2021
306,2021-05-22 01:08:00+00:00,2021-05-21 05:12:00+00:00,2021-05-21 05:12:00+00:00,2021-05-22 01:08:00+00:00,19.933333333333337,1,1,LMKS,4.268612478736864,4.268612478736864,7.1039357907082055,2021-05-21 05:12:00+00:00,2021-05-21 05:12:00+00:00,2021-05-22 01:08:00+00:00,2021-05-22 01:08:00+00:00,1,LMKS,0,,4.268612478736864,4.268612478736864,4.268612478736864,exploratory,single_station_candidate,C,False,2021
311,2021-06-05 21:14:00+00:00,2021-06-05 10:42:00+00:00,2021-06-05 10:42:00+00:00,2021-06-05 21:14:00+00:00,10.533333333333331,1,1,KERG,4.397672731910763,4.397672731910763,5.970695631113949,2021-06-05 10:42:00+00:00,2021-06-05 10:42:00+00:00,2021-06-05 21:14:00+00:00,2021-06-05 21:14:00+00:00,1,KERG,0,,4.397672731910763,4.397672731910763,4.397672731910763,exploratory,single_station_candidate,C,False,2021
319,2021-07-07 17:12:00+00:00,2021-07-06 10:10:00+00:00,2021-07-06 10:10:00+00:00,2021-07-07 17:12:00+00:00,31.033333333333335,1,1,LMKS,2.4256742146085277,2.4256742146085277,7.260380358772068,2021-07-06 10:10:00+00:00,2021-07-06 10:10:00+00:00,2021-07-07 17:12:00+00:00,2021-07-07 17:12:00+00:00,1,LMKS,0,,2.4256742146085277,2.4256742146085277,2.4256742146085277,exploratory,single_station_candidate,C,False,2021
324,2021-07-23 22:24:00+00:00,2021-07-22 19:06:00+00:00,2021-07-22 19:06:00+00:00,2021-07-23 22:24:00+00:00,27.3,1,1,JUNG1,3.4110588159138406,3.4110588159138406,7.475821146852514,2021-07-22 19:06:00+00:00,2021-07-22 19:06:00+00:00,2021-07-23 22:24:00+00:00,2021-07-23 22:24:00+00:00,1,JUNG1,0,,3.4110588159138406,3.4110588159138406,3.4110588159138406,exploratory,single_station_candidate,C,False,2021
327,2021-08-08 01:00:00+00:00,2021-08-07 00:18:00+00:00,2021-08-07 00:18:00+00:00,2021-08-08 01:00:00+00:00,24.7,1,1,LMKS,2.547912644195536,2.547912644195536,7.708850987114329,2021-08-07 00:18:00+00:00,2021-08-07 00:18:00+00:00,2021-08-08 01:00:00+00:00,2021-08-08 01:00:00+00:00,1,LMKS,0,,2.547912644195536,2.547912644195536,2.547912644195536,exploratory,single_station_candidate,C,False,2021
337,2021-09-19 21:58:00+00:00,2021-09-19 18:02:00+00:00,2021-09-19 18:02:00+00:00,2021-09-19 21:58:00+00:00,3.933333333333333,1,1,JUNG1,4.99846076972994,4.99846076972994,6.961354893967453,2021-09-19 18:02:00+00:00,2021-09-19 18:02:00+00:00,2021-09-19 21:58:00+00:00,2021-09-19 21:58:00+00:00,1,JUNG1,0,,4.99846076972994,4.99846076972994,4.99846076972994,exploratory,single_station_candidate,C,False,2021
350,2021-11-16 23:26:00+00:00,2021-11-15 14:44:00+00:00,2021-11-15 14:44:00+00:00,2021-11-16 23:26:00+00:00,32.7,1,1,KERG,2.8782353148895607,2.8782353148895607,5.278732581137873,2021-11-15 14:44:00+00:00,2021-11-15 14:44:00+00:00,2021-11-16 23:26:00+00:00,2021-11-16 23:26:00+00:00,1,KERG,0,,2.8782353148895607,2.8782353148895607,2.8782353148895607,exploratory,single_station_candidate,C,False,2021
352,2021-11-21 20:44:00+00:00,2021-11-21 10:24:00+00:00,2021-11-21 10:24:00+00:00,2021-11-21 20:44:00+00:00,10.333333333333334,1,1,KERG,2.9449502431530497,2.9449502431530497,3.9385229297817994,2021-11-21 10:24:00+00:00,2021-11-21 10:24:00+00:00,2021-11-21 20:44:00+00:00,2021-11-21 20:44:00+00:00,1,KERG,0,,2.9449502431530497,2.9449502431530497,2.9449502431530497,exploratory,single_station_candidate,C,False,2021
388,2022-04-19 15:14:00+00:00,2022-04-19 06:20:00+00:00,2022-04-19 06:20:00+00:00,2022-04-19 15:14:00+00:00,8.9,1,1,LMKS,2.6341537174454976,2.6341537174454976,8.553967232294136,2022-04-19 06:20:00+00:00,2022-04-19 06:20:00+00:00,2022-04-19 15:14:00+00:00,2022-04-19 15:14:00+00:00,1,LMKS,0,,2.6341537174454976,2.6341537174454976,2.6341537174454976,exploratory,single_station_candidate,C,False,2022
390,2022-04-24 16:48:00+00:00,2022-04-24 11:30:00+00:00,2022-04-24 11:30:00+00:00,2022-04-24 16:48:00+00:00,5.3,1,1,JUNG1,3.094408009533806,3.094408009533806,6.576504018421653,2022-04-24 11:30:00+00:00,2022-04-24 11:30:00+00:00,2022-04-24 16:48:00+00:00,2022-04-24 16:48:00+00:00,1,JUNG1,0,,3.094408009533806,3.094408009533806,3.094408009533806,exploratory,single_station_candidate,C,False,2022
399,2022-05-30 19:12:00+00:00,2022-05-30 06:20:00+00:00,2022-05-30 06:20:00+00:00,2022-05-30 19:12:00+00:00,12.866666666666667,1,1,KERG,3.6914834846034306,3.6914834846034306,6.444563449038042,2022-05-30 06:20:00+00:00,2022-05-30 06:20:00+00:00,2022-05-30 19:12:00+00:00,2022-05-30 19:12:00+00:00,1,KERG,0,,3.6914834846034306,3.6914834846034306,3.6914834846034306,exploratory,single_station_candidate,C,False,2022
400,2022-06-02 23:36:00+00:00,2022-06-02 09:50:00+00:00,2022-06-02 09:50:00+00:00,2022-06-02 23:36:00+00:00,13.766666666666667,1,1,KERG,2.465967185046491,2.465967185046491,6.678793607124035,2022-06-02 09:50:00+00:00,2022-06-02 09:50:00+00:00,2022-06-02 23:36:00+00:00,2022-06-02 23:36:00+00:00,1,KERG,0,,2.465967185046491,2.465967185046491,2.465967185046491,exploratory,single_station_candidate,C,False,2022
414,2022-08-01 02:04:00+00:00,2022-07-31 15:14:00+00:00,2022-07-31 15:14:00+00:00,2022-08-01 02:04:00+00:00,10.833333333333334,1,1,LMKS,3.5628049110594517,3.5628049110594517,4.6806979748056925,2022-07-31 15:14:00+00:00,2022-07-31 15:14:00+00:00,2022-08-01 02:04:00+00:00,2022-08-01 02:04:00+00:00,1,LMKS,0,,3.5628049110594517,3.5628049110594517,3.5628049110594517,exploratory,single_station_candidate,C,False,2022
417,2022-08-13 12:54:00+00:00,2022-08-13 00:06:00+00:00,2022-08-13 00:06:00+00:00,2022-08-13 12:54:00+00:00,12.8,1,1,KERG,4.108982088463965,4.108982088463965,6.37491343434021,2022-08-13 00:06:00+00:00,2022-08-13 00:06:00+00:00,2022-08-13 12:54:00+00:00,2022-08-13 12:54:00+00:00,1,KERG,0,,4.108982088463965,4.108982088463965,4.108982088463965,exploratory,single_station_candidate,C,False,2022
457,2023-02-11 19:28:00+00:00,2023-02-11 05:14:00+00:00,2023-02-11 05:14:00+00:00,2023-02-11 19:28:00+00:00,14.233333333333333,1,1,LMKS,3.076137363142088,3.076137363142088,10.543755380114304,2023-02-11 05:14:00+00:00,2023-02-11 05:14:00+00:00,2023-02-11 19:28:00+00:00,2023-02-11 19:28:00+00:00,1,LMKS,0,,3.076137363142088,3.076137363142088,3.076137363142088,exploratory,single_station_candidate,C,False,2023
468,2023-03-25 09:30:00+00:00,2023-03-25 02:52:00+00:00,2023-03-25 02:52:00+00:00,2023-03-25 09:30:00+00:00,6.633333333333334,1,1,JUNG1,3.1421630338210256,3.1421630338210256,6.126638155451242,2023-03-25 02:52:00+00:00,2023-03-25 02:52:00+00:00,2023-03-25 09:30:00+00:00,2023-03-25 09:30:00+00:00,1,JUNG1,0,,3.1421630338210256,3.1421630338210256,3.1421630338210256,exploratory,single_station_candidate,C,False,2023
488,2023-06-21 02:50:00+00:00,2023-06-20 20:14:00+00:00,2023-06-20 20:14:00+00:00,2023-06-21 02:50:00+00:00,6.6,1,1,KERG,3.651178171816636,3.651178171816636,3.861515450850057,2023-06-20 20:14:00+00:00,2023-06-20 20:14:00+00:00,2023-06-21 02:50:00+00:00,2023-06-21 02:50:00+00:00,1,KERG,0,,3.651178171816636,3.651178171816636,3.651178171816636,exploratory,single_station_candidate,C,False,2023
519,2023-11-09 10:54:00+00:00,2023-11-08 16:34:00+00:00,2023-11-08 16:34:00+00:00,2023-11-09 10:54:00+00:00,18.333333333333332,1,1,KERG,4.044059324798065,4.044059324798065,6.218462054627508,2023-11-08 16:34:00+00:00,2023-11-08 16:34:00+00:00,2023-11-09 10:54:00+00:00,2023-11-09 10:54:00+00:00,1,KERG,0,,4.044059324798065,4.044059324798065,4.044059324798065,exploratory,single_station_candidate,C,False,2023
524,2023-11-28 21:54:00+00:00,2023-11-28 04:02:00+00:00,2023-11-28 04:02:00+00:00,2023-11-28 21:54:00+00:00,17.866666666666667,1,1,JUNG1,3.962990023215128,3.962990023215128,3.3586955467427426,2023-11-28 04:02:00+00:00,2023-11-28 04:02:00+00:00,2023-11-28 21:54:00+00:00,2023-11-28 21:54:00+00:00,1,JUNG1,0,,3.962990023215128,3.962990023215128,3.962990023215128,exploratory,single_station_candidate,C,False,2023
534,2024-01-18 18:10:00+00:00,2024-01-18 09:26:00+00:00,2024-01-18 09:26:00+00:00,2024-01-18 18:10:00+00:00,8.733333333333333,1,1,INVK,3.661959731653449,3.661959731653449,11.227294755142468,2024-01-18 09:26:00+00:00,2024-01-18 09:26:00+00:00,2024-01-18 18:10:00+00:00,2024-01-18 18:10:00+00:00,1,INVK,0,,3.661959731653449,3.661959731653449,3.661959731653449,exploratory,single_station_candidate,C,False,2024
537,2024-01-27 21:10:00+00:00,2024-01-27 13:40:00+00:00,2024-01-27 13:40:00+00:00,2024-01-27 21:10:00+00:00,7.5,1,1,LMKS,2.8688889527131916,2.8688889527131916,5.466377431007096,2024-01-27 13:40:00+00:00,2024-01-27 13:40:00+00:00,2024-01-27 21:10:00+00:00,2024-01-27 21:10:00+00:00,1,LMKS,0,,2.8688889527131916,2.8688889527131916,2.8688889527131916,exploratory,single_station_candidate,C,False,2024
538,2024-01-30 03:08:00+00:00,2024-01-29 19:46:00+00:00,2024-01-29 19:46:00+00:00,2024-01-30 03:08:00+00:00,7.366666666666666,1,1,JUNG1,3.1060156346411736,3.1060156346411736,13.497410617838009,2024-01-29 19:46:00+00:00,2024-01-29 19:46:00+00:00,2024-01-30 03:08:00+00:00,2024-01-30 03:08:00+00:00,1,JUNG1,0,,3.1060156346411736,3.1060156346411736,3.1060156346411736,exploratory,single_station_candidate,C,False,2024
554,2024-03-30 20:48:00+00:00,2024-03-30 17:06:00+00:00,2024-03-30 17:06:00+00:00,2024-03-30 20:48:00+00:00,3.7,1,1,LMKS,3.0166483164478235,3.0166483164478235,8.913636367148902,2024-03-30 17:06:00+00:00,2024-03-30 17:06:00+00:00,2024-03-30 20:48:00+00:00,2024-03-30 20:48:00+00:00,1,LMKS,0,,3.0166483164478235,3.0166483164478235,3.0166483164478235,exploratory,single_station_candidate,C,False,2024
578,2024-07-10 09:24:00+00:00,2024-07-09 20:08:00+00:00,2024-07-09 20:08:00+00:00,2024-07-10 09:24:00+00:00,13.266666666666667,1,1,KERG,3.831016691943618,3.831016691943618,11.712815688242957,2024-07-09 20:08:00+00:00,2024-07-09 20:08:00+00:00,2024-07-10 09:24:00+00:00,2024-07-10 09:24:00+00:00,1,KERG,0,,3.831016691943618,3.831016691943618,3.831016691943618,exploratory,single_station_candidate,C,False,2024
579,2024-07-12 03:58:00+00:00,2024-07-11 00:00:00+00:00,2024-07-11 00:00:00+00:00,2024-07-12 03:58:00+00:00,27.966666666666665,1,1,JUNG1,3.2813761743212093,3.2813761743212093,3.640193395349358,2024-07-11 00:00:00+00:00,2024-07-11 00:00:00+00:00,2024-07-12 03:58:00+00:00,2024-07-12 03:58:00+00:00,1,JUNG1,0,,3.2813761743212093,3.2813761743212093,3.2813761743212093,exploratory,single_station_candidate,C,False,2024
610,2024-11-23 19:40:00+00:00,2024-11-23 00:02:00+00:00,2024-11-23 00:02:00+00:00,2024-11-23 19:40:00+00:00,19.633333333333333,1,1,KERG,3.582628957102965,3.582628957102965,14.1820348546682,2024-11-23 00:02:00+00:00,2024-11-23 00:02:00+00:00,2024-11-23 19:40:00+00:00,2024-11-23 19:40:00+00:00,1,KERG,0,,3.582628957102965,3.582628957102965,3.582628957102965,exploratory,single_station_candidate,C,False,2024
619,2025-01-03 00:08:00+00:00,2025-01-02 22:36:00+00:00,2025-01-02 22:36:00+00:00,2025-01-03 00:08:00+00:00,1.5333333333333334,1,1,JUNG1,3.459738917191486,3.459738917191486,6.05711873707255,2025-01-02 22:36:00+00:00,2025-01-02 22:36:00+00:00,2025-01-03 00:08:00+00:00,2025-01-03 00:08:00+00:00,1,JUNG1,0,,3.459738917191486,3.459738917191486,3.459738917191486,exploratory,single_station_candidate,C,False,2025
631,2025-02-27 04:12:00+00:00,2025-02-26 19:48:00+00:00,2025-02-26 19:48:00+00:00,2025-02-27 04:12:00+00:00,8.4,1,1,JUNG1,3.394803907640678,3.394803907640678,10.49973091772548,2025-02-26 19:48:00+00:00,2025-02-26 19:48:00+00:00,2025-02-27 04:12:00+00:00,2025-02-27 04:12:00+00:00,1,JUNG1,0,,3.394803907640678,3.394803907640678,3.394803907640678,exploratory,single_station_candidate,C,False,2025
649,2025-05-05 06:08:00+00:00,2025-05-04 20:02:00+00:00,2025-05-04 20:02:00+00:00,2025-05-05 06:08:00+00:00,10.1,1,1,DOMC,8.73316242116579,8.73316242116579,6.108052762583084,2025-05-04 20:02:00+00:00,2025-05-04 20:02:00+00:00,2025-05-05 06:08:00+00:00,2025-05-05 06:08:00+00:00,1,DOMC,0,,8.73316242116579,8.73316242116579,8.73316242116579,exploratory,single_station_candidate,C,False,2025
657,2025-06-05 06:48:00+00:00,2025-06-05 03:50:00+00:00,2025-06-05 03:50:00+00:00,2025-06-05 06:48:00+00:00,2.966666666666667,1,1,DOMC,10.940070975624083,10.940070975624083,4.379431183306119,2025-06-05 03:50:00+00:00,2025-06-05 03:50:00+00:00,2025-06-05 06:48:00+00:00,2025-06-05 06:48:00+00:00,1,DOMC,0,,10.940070975624083,10.940070975624083,10.940070975624083,exploratory,single_station_candidate,C,False,2025
662,2025-06-21 14:52:00+00:00,2025-06-21 10:50:00+00:00,2025-06-21 10:50:00+00:00,2025-06-21 14:52:00+00:00,4.033333333333333,1,1,JUNG1,3.4212006030197237,3.4212006030197237,6.384800829160511,2025-06-21 10:50:00+00:00,2025-06-21 10:50:00+00:00,2025-06-21 14:52:00+00:00,2025-06-21 14:52:00+00:00,1,JUNG1,0,,3.4212006030197237,3.4212006030197237,3.4212006030197237,exploratory,single_station_candidate,C,False,2025
671,2025-07-31 23:50:00+00:00,2025-07-30 21:20:00+00:00,2025-07-30 21:20:00+00:00,2025-07-31 23:50:00+00:00,26.5,1,1,KERG,4.3852908210406305,4.3852908210406305,7.170958025727819,2025-07-30 21:20:00+00:00,2025-07-30 21:20:00+00:00,2025-07-31 23:50:00+00:00,2025-07-31 23:50:00+00:00,1,KERG,0,,4.3852908210406305,4.3852908210406305,4.3852908210406305,exploratory,single_station_candidate,C,False,2025
695,2025-10-24 12:30:00+00:00,2025-10-24 10:14:00+00:00,2025-10-24 10:14:00+00:00,2025-10-24 12:30:00+00:00,2.2666666666666666,1,1,LMKS,2.608034159615671,2.608034159615671,3.104087526051829,2025-10-24 10:14:00+00:00,2025-10-24 10:14:00+00:00,2025-10-24 12:30:00+00:00,2025-10-24 12:30:00+00:00,1,LMKS,0,,2.608034159615671,2.608034159615671,2.608034159615671,exploratory,single_station_candidate,C,False,2025
