group_id,repr_time,anchor_onset_time,time_start,time_end,group_span_h,n_trigger_events,n_trigger_stations,trigger_stations,trigger_drop_mean,trigger_drop_max,trigger_A_complex_mean,onset_min,onset_max,min_time_min,min_time_max,n_supported_stations,supported_stations,n_support_only_stations,support_only_stations,mean_supported_drop,median_supported_drop,max_supported_drop,catalog_tier,fd_scope,quality,promoted_from_single_trigger,year
240,2020-08-18 22:48:00+00:00,2020-08-18 04:56:00+00:00,2020-08-18 04:56:00+00:00,2020-08-18 22:48:00+00:00,17.866666666666667,1,1,APTY,4.284397785974793,4.284397785974793,10.13640142128764,2020-08-18 04:56:00+00:00,2020-08-18 04:56:00+00:00,2020-08-18 22:48:00+00:00,2020-08-18 22:48:00+00:00,1,APTY,0,,4.284397785974793,4.284397785974793,4.284397785974793,exploratory,single_station_candidate,C,False,2020
245,2020-09-18 08:54:00+00:00,2020-09-17 13:46:00+00:00,2020-09-17 13:46:00+00:00,2020-09-18 08:54:00+00:00,19.133333333333333,1,1,KERG,3.207990227560402,3.207990227560402,6.818777945101845,2020-09-17 13:46:00+00:00,2020-09-17 13:46:00+00:00,2020-09-18 08:54:00+00:00,2020-09-18 08:54:00+00:00,1,KERG,0,,3.207990227560402,3.207990227560402,3.207990227560402,exploratory,single_station_candidate,C,False,2020
252,2020-10-21 15:42:00+00:00,2020-10-21 09:50:00+00:00,2020-10-21 09:50:00+00:00,2020-10-21 15:42:00+00:00,5.866666666666666,1,1,KERG,3.2958892610621975,3.2958892610621975,3.806036911207578,2020-10-21 09:50:00+00:00,2020-10-21 09:50:00+00:00,2020-10-21 15:42:00+00:00,2020-10-21 15:42:00+00:00,1,KERG,0,,3.2958892610621975,3.2958892610621975,3.2958892610621975,exploratory,single_station_candidate,C,False,2020
254,2020-10-28 02:08:00+00:00,2020-10-26 23:48:00+00:00,2020-10-26 23:48:00+00:00,2020-10-28 02:08:00+00:00,26.333333333333332,1,1,JUNG1,2.8028420059981447,2.8028420059981447,5.243066663832659,2020-10-26 23:48:00+00:00,2020-10-26 23:48:00+00:00,2020-10-28 02:08:00+00:00,2020-10-28 02:08:00+00:00,1,JUNG1,0,,2.8028420059981447,2.8028420059981447,2.8028420059981447,exploratory,single_station_candidate,C,False,2020
267,2020-12-25 19:58:00+00:00,2020-12-24 23:36:00+00:00,2020-12-24 23:36:00+00:00,2020-12-25 19:58:00+00:00,20.366666666666667,1,1,KERG,4.34468375958964,4.34468375958964,5.8279121173214845,2020-12-24 23:36:00+00:00,2020-12-24 23:36:00+00:00,2020-12-25 19:58:00+00:00,2020-12-25 19:58:00+00:00,1,KERG,0,,4.34468375958964,4.34468375958964,4.34468375958964,exploratory,single_station_candidate,C,False,2020
271,2021-01-03 23:18:00+00:00,2021-01-02 20:56:00+00:00,2021-01-02 20:56:00+00:00,2021-01-03 23:18:00+00:00,26.366666666666667,1,1,KERG,4.24047422602508,4.24047422602508,5.311498593587769,2021-01-02 20:56:00+00:00,2021-01-02 20:56:00+00:00,2021-01-03 23:18:00+00:00,2021-01-03 23:18:00+00:00,1,KERG,0,,4.24047422602508,4.24047422602508,4.24047422602508,exploratory,single_station_candidate,C,False,2021
275,2021-01-15 23:26:00+00:00,2021-01-15 08:18:00+00:00,2021-01-15 08:18:00+00:00,2021-01-15 23:26:00+00:00,15.133333333333333,1,1,JUNG1,3.0776793147212516,3.0776793147212516,5.78216924415192,2021-01-15 08:18:00+00:00,2021-01-15 08:18:00+00:00,2021-01-15 23:26:00+00:00,2021-01-15 23:26:00+00:00,1,JUNG1,0,,3.0776793147212516,3.0776793147212516,3.0776793147212516,exploratory,single_station_candidate,C,False,2021
278,2021-01-23 05:14:00+00:00,2021-01-23 03:44:00+00:00,2021-01-23 03:44:00+00:00,2021-01-23 05:14:00+00:00,1.5,1,1,JUNG1,3.324361369880831,3.324361369880831,3.376812956676941,2021-01-23 03:44:00+00:00,2021-01-23 03:44:00+00:00,2021-01-23 05:14:00+00:00,2021-01-23 05:14:00+00:00,1,JUNG1,0,,3.324361369880831,3.324361369880831,3.324361369880831,exploratory,single_station_candidate,C,False,2021
281,2021-02-03 02:30:00+00:00,2021-02-02 22:06:00+00:00,2021-02-02 22:06:00+00:00,2021-02-03 02:30:00+00:00,4.4,1,1,LMKS,2.4152448751142117,2.4152448751142117,6.212745772244503,2021-02-02 22:06:00+00:00,2021-02-02 22:06:00+00:00,2021-02-03 02:30:00+00:00,2021-02-03 02:30:00+00:00,1,LMKS,0,,2.4152448751142117,2.4152448751142117,2.4152448751142117,exploratory,single_station_candidate,C,False,2021
290,2021-03-10 21:22:00+00:00,2021-03-09 13:40:00+00:00,2021-03-09 13:40:00+00:00,2021-03-10 21:22:00+00:00,31.7,1,1,JUNG1,2.873164005589831,2.873164005589831,4.73965437732492,2021-03-09 13:40:00+00:00,2021-03-09 13:40:00+00:00,2021-03-10 21:22:00+00:00,2021-03-10 21:22:00+00:00,1,JUNG1,0,,2.873164005589831,2.873164005589831,2.873164005589831,exploratory,single_station_candidate,C,False,2021
293,2021-03-27 17:48:00+00:00,2021-03-26 06:50:00+00:00,2021-03-26 06:50:00+00:00,2021-03-27 17:48:00+00:00,34.96666666666667,1,1,LMKS,3.37638437356205,3.37638437356205,3.8508555144691536,2021-03-26 06:50:00+00:00,2021-03-26 06:50:00+00:00,2021-03-27 17:48:00+00:00,2021-03-27 17:48:00+00:00,1,LMKS,0,,3.37638437356205,3.37638437356205,3.37638437356205,exploratory,single_station_candidate,C,False,2021
