group_id,repr_time,anchor_onset_time,time_start,time_end,group_span_h,n_trigger_events,n_trigger_stations,trigger_stations,trigger_drop_mean,trigger_drop_max,trigger_A_complex_mean,onset_min,onset_max,min_time_min,min_time_max,n_supported_stations,supported_stations,n_support_only_stations,support_only_stations,mean_supported_drop,median_supported_drop,max_supported_drop,catalog_tier,fd_scope,quality,promoted_from_single_trigger,year,omni_Bz_min,omni_Speed_max,omni_IMF_max,omni_Density_mean,feid_matched,feid_dt_h,feid_magnitude,feid_ons_label,feid_Vmax,feid_Bmax,feid_has_shock,cond_A_bz,cond_B_speed,cond_C_imf,fd_like_confirmed,bz_min,speed_max,imf_max,dv_max,bz_consec_min,imf_consec_min,match_time,month,feid_idx,feid_ons,feid_mag_36h,feid_vmax_36h,feid_bmax_36h,feid_matched_36h,driver,group_span_h_tc,n_trigger_stations_tc,trigger_A_complex_mean_tc,trigger_drop_max_tc,trigger_drop_mean_tc,duration_h,A_complex_mean,drop_max,n_trig_stations,n_sup_stations,delta_t_h
82,2016-12-12 04:58:00,2016-12-12 04:58:00,2016-12-12 04:58:00,2016-12-12 09:10:00,4.2,1,1,APTY,3.4741029718613996,3.4741029718613996,5.994934958003347,2016-12-12 04:58:00,2016-12-12 04:58:00,2016-12-12 09:10:00,2016-12-12 09:10:00,4,"APTY,KERG,KIEL2,LMKS",3,"KERG,KIEL2,LMKS",3.567482287818706,3.2687983155714875,4.759068346638551,core,supported_multi_station_candidate,A,True,2016,-3.25,689.7383333333333,7.411166666666667,3.333990451388889,False,,,,,,False,False,True,False,True,-3.58,594.3,8.969999999999999,64.94999999999993,8.0,4.0,2016-12-12 04:58:00,12,-1,,,,,False,unmatched,4.2,1,5.994934958003347,3.4741029718613996,3.4741029718613996,4.2,5.994934958003347,3.4741029718613996,1,4,
83,2016-12-14 12:02:00,2016-12-14 12:02:00,2016-12-14 02:36:00,2016-12-15 14:38:00,36.03333333333333,3,3,"AATB,JUNG1,LMKS",2.486830442471724,2.6249899922562174,7.795664855537491,2016-12-14 02:36:00,2016-12-14 19:38:00,2016-12-15 04:42:00,2016-12-15 14:38:00,6,"AATB,ATHN,JUNG1,KERG,LMKS,NANM",3,"ATHN,KERG,NANM",3.4856656588529575,3.044065092047221,6.202516564422983,core,supported_multi_station_candidate,A,False,2016,-1.4311666666666667,548.45,6.3229999999999995,3.611756944444444,False,,,,,,False,False,True,False,True,-3.135,510.85,5.26,50.39999999999998,2.0,0.0,2016-12-14 12:02:00,12,-1,,,,,False,unmatched,36.03333333333333,3,7.795664855537491,2.6249899922562174,2.486830442471724,36.03333333333333,7.795664855537491,2.6249899922562174,3,6,
84,2016-12-19 09:48:00,2016-12-19 09:48:00,2016-12-18 11:36:00,2016-12-20 14:08:00,50.53333333333333,5,5,"AATB,APTY,FSMT,JUNG,JUNG1",4.208588448594038,5.531288162595295,5.630783445943369,2016-12-18 11:36:00,2016-12-19 17:44:00,2016-12-19 16:24:00,2016-12-20 14:08:00,8,"AATB,APTY,FSMT,JUNG,JUNG1,KIEL2,LMKS,MXCO",3,"KIEL2,LMKS,MXCO",4.007667778996363,3.8665388195142114,5.531288162595295,core,supported_multi_station_candidate,A,False,2016,-7.203166666666666,485.52666666666664,12.781,9.565732373800584,True,13.8,0.91,,371.0,7.2,False,False,True,False,True,-4.5649999999999995,383.9,7.890000000000001,41.69999999999993,18.0,0.0,2016-12-19 09:48:00,12,148,,0.91,371.0,7.2,True,unclassified,50.53333333333333,5,5.630783445943369,5.531288162595295,4.208588448594038,50.53333333333333,5.630783445943369,5.531288162595295,5,8,13.8
85,2016-12-24 08:31:00,2016-12-24 08:31:00,2016-12-23 18:56:00,2016-12-26 05:34:00,58.63333333333333,2,2,"JUNG,LMKS",4.26773631632886,5.241371406100058,3.174268723622414,2016-12-23 18:56:00,2016-12-24 22:06:00,2016-12-25 04:28:00,2016-12-26 05:34:00,6,"AATB,FSMT,JUNG,JUNG1,KERG,LMKS",4,"AATB,FSMT,JUNG1,KERG",3.8101224789326102,3.7309001454896698,5.241371406100058,core,supported_multi_station_candidate,A,False,2016,-3.6726666666666663,749.0733333333334,7.174833333333334,3.121630208333334,False,,,,,,False,False,True,False,True,-5.29,777.3,6.67,163.54999999999995,16.0,0.0,2016-12-24 08:31:00,12,-1,,,,,False,unmatched,58.63333333333333,2,3.174268723622414,5.241371406100058,4.26773631632886,58.63333333333333,3.174268723622414,5.241371406100058,2,6,
86,2016-12-30 21:08:00,2016-12-30 21:08:00,2016-12-30 16:00:00,2017-01-01 17:26:00,49.43333333333333,4,4,"AATB,FSMT,KERG,OULU",3.8301263047436978,5.441266665935387,5.854631318853397,2016-12-30 16:00:00,2016-12-31 20:44:00,2016-12-31 20:14:00,2017-01-01 17:26:00,9,"AATB,APTY,FSMT,JUNG,JUNG1,KERG,MXCO,NEWK,OULU",5,"APTY,JUNG,JUNG1,MXCO,NEWK",3.826207547120253,3.557810696910615,5.441266665935387,core,supported_multi_station_candidate,A,False,2016,-8.189166666666667,560.4416666666667,18.1405,8.999354838709676,True,3.8666666666666667,0.93,,556.0,18.3,False,False,True,False,True,-3.22,349.35,6.09,33.900000000000034,8.0,0.0,2016-12-30 21:08:00,12,151,,0.93,556.0,18.3,True,unclassified,49.43333333333333,4,5.854631318853397,5.441266665935387,3.8301263047436978,49.43333333333333,5.854631318853397,5.441266665935387,4,9,3.8666666666666667
87,2017-01-02 23:18:00,2017-01-02 23:18:00,2017-01-02 23:18:00,2017-01-03 00:54:00,1.6,1,1,KIEL2,5.110038940600568,5.110038940600568,16.053152740600293,2017-01-02 23:18:00,2017-01-02 23:18:00,2017-01-03 00:54:00,2017-01-03 00:54:00,5,"JUNG,JUNG1,KIEL2,LMKS,OULU",4,"JUNG,JUNG1,LMKS,OULU",4.158808232433619,4.251490176296334,5.110038940600568,core,supported_multi_station_candidate,A,True,2017,-5.591666666666667,552.8225,13.6985,7.78955859155178,True,7.7,0.44,,523.0,10.5,False,True,True,False,True,-5.66,412.4,7.535,41.30000000000007,204.0,0.0,2017-01-02 23:18:00,1,153,,0.44,523.0,10.5,True,unclassified,1.6,1,16.053152740600293,5.110038940600568,5.110038940600568,1.6,16.053152740600293,5.110038940600568,1,5,7.7
88,2017-01-04 11:39:00,2017-01-04 11:39:00,2017-01-03 20:02:00,2017-01-06 01:10:00,53.13333333333333,4,4,"JUNG,JUNG1,LMKS,NANM",4.401424152706931,5.204849676757607,6.30770418231921,2017-01-03 20:02:00,2017-01-05 00:48:00,2017-01-04 22:20:00,2017-01-06 01:10:00,10,"AATB,APTY,ATHN,BKSN,JUNG,JUNG1,KIEL2,LMKS,NANM,OULU",6,"AATB,APTY,ATHN,BKSN,KIEL2,OULU",4.849767332326575,5.166849416078131,6.560511125827703,core,supported_multi_station_candidate,A,False,2017,-5.591666666666667,738.3633333333333,13.6985,7.612159468744763,True,6.65,1.28,,744.0,13.9,False,False,True,True,True,-4.98,533.8,14.27,150.44999999999993,18.0,620.0,2017-01-04 11:39:00,1,154,,1.28,744.0,13.9,True,unclassified,53.13333333333333,4,6.30770418231921,5.204849676757607,4.401424152706931,53.13333333333333,6.30770418231921,5.204849676757607,4,10,6.65
89,2017-01-07 16:58:00,2017-01-07 16:58:00,2017-01-07 16:58:00,2017-01-08 01:22:00,8.4,1,1,JUNG1,3.2030405410675336,3.2030405410675336,7.778250411313671,2017-01-07 16:58:00,2017-01-07 16:58:00,2017-01-08 01:22:00,2017-01-08 01:22:00,3,"DRBS,JUNG,JUNG1",2,"DRBS,JUNG",5.62300918698529,4.11174991097324,9.554237108915096,core,supported_multi_station_candidate,B,True,2017,-3.1653333333333338,738.3633333333333,10.001833333333334,2.5956167605704263,False,,,,,,False,False,True,False,True,-4.365,759.3,5.1899999999999995,103.34999999999992,20.0,0.0,2017-01-07 16:58:00,1,-1,,,,,False,unmatched,8.4,1,7.778250411313671,3.2030405410675336,3.2030405410675336,8.4,7.778250411313671,3.2030405410675336,1,3,
90,2017-01-10 07:18:00,2017-01-10 07:18:00,2017-01-09 10:58:00,2017-01-11 17:10:00,54.2,2,2,"JUNG,JUNG1",3.698748612834616,4.2597046859397825,7.046343380403355,2017-01-09 10:58:00,2017-01-11 03:38:00,2017-01-10 22:50:00,2017-01-11 17:10:00,3,"JUNG,JUNG1,KERG",1,KERG,3.5579547369703253,3.276366985241744,4.2597046859397825,core,supported_multi_station_candidate,B,False,2017,-3.1653333333333338,707.1983333333334,5.581333333333333,3.1638566247582207,False,19.3,,,,,False,False,True,False,True,-3.0149999999999997,678.5,4.95,97.84999999999992,2.0,0.0,2017-01-10 07:18:00,1,155,,0.33,677.0,5.3,True,unclassified,54.2,2,7.046343380403355,4.2597046859397825,3.698748612834616,54.2,7.046343380403355,4.2597046859397825,2,3,19.3
91,2017-01-13 21:57:00,2017-01-13 21:57:00,2017-01-12 06:18:00,2017-01-17 02:30:00,116.2,6,6,"APTY,JUNG,JUNG1,KERG,KIEL2,LMKS",4.039248374866029,5.167820959469799,4.985379666320406,2017-01-12 06:18:00,2017-01-16 08:50:00,2017-01-12 18:20:00,2017-01-17 02:30:00,9,"AATB,APTY,FSMT,JUNG,JUNG1,KERG,KIEL2,LMKS,MXCO",3,"AATB,FSMT,MXCO",3.710012747687059,3.642702360482576,5.167820959469799,core,supported_multi_station_candidate,A,False,2017,-3.7858333333333336,425.8325,5.915166666666667,9.025246527777776,False,23.95,,,,,False,False,False,False,False,-4.56,386.3,6.825,29.80000000000001,20.0,0.0,2017-01-13 21:57:00,1,156,,0.52,389.0,5.9,True,unclassified,116.2,6,4.985379666320406,5.167820959469799,4.039248374866029,116.2,4.985379666320406,5.167820959469799,6,9,23.95
92,2017-01-19 21:07:00,2017-01-19 21:07:00,2017-01-19 15:48:00,2017-01-21 03:14:00,35.43333333333333,2,2,"AATB,NANM",3.827936471672488,4.280062535416075,9.364250281635986,2017-01-19 15:48:00,2017-01-20 02:26:00,2017-01-19 22:46:00,2017-01-21 03:14:00,7,"AATB,APTY,JUNG1,KERG,LMKS,NANM,NEWK",5,"APTY,JUNG1,KERG,LMKS,NEWK",3.698214110272199,3.816972098161429,4.807575856228232,core,supported_multi_station_candidate,A,False,2017,-5.0835,612.1941666666667,15.690833333333334,7.087556423611112,False,,,,,,False,False,True,False,True,-4.390000000000001,633.2,5.835,97.60000000000002,10.0,0.0,2017-01-19 21:07:00,1,-1,,,,,False,unmatched,35.43333333333333,2,9.364250281635986,4.280062535416075,3.827936471672488,35.43333333333333,9.364250281635986,4.280062535416075,2,7,
93,2017-01-24 21:02:00,2017-01-24 21:02:00,2017-01-24 16:14:00,2017-01-26 04:00:00,35.766666666666666,4,4,"AATB,APTY,JUNG,NANM",3.6772459487643503,4.072757082777925,5.7661884420916785,2017-01-24 16:14:00,2017-01-25 10:30:00,2017-01-25 15:56:00,2017-01-26 04:00:00,8,"AATB,APTY,JUNG,JUNG1,LMKS,NANM,NEWK,OULU",4,"JUNG1,LMKS,NEWK,OULU",3.832606151707643,3.860046670821721,5.4168068905555415,core,supported_multi_station_candidate,A,False,2017,-6.538833333333333,547.1666666666666,12.488333333333332,6.811129304471696,True,1.9666666666666666,0.53,,352.0,7.3,False,False,True,False,True,-6.295,364.6,7.86,48.200000000000045,36.0,0.0,2017-01-24 21:02:00,1,159,,0.53,352.0,7.3,True,unclassified,35.766666666666666,4,5.7661884420916785,4.072757082777925,3.6772459487643503,35.766666666666666,5.7661884420916785,4.072757082777925,4,8,1.9666666666666666
94,2017-01-29 11:52:00,2017-01-29 11:52:00,2017-01-29 11:52:00,2017-01-29 14:54:00,3.033333333333333,1,1,AATB,1.863595013154851,1.863595013154851,13.533349657332778,2017-01-29 11:52:00,2017-01-29 11:52:00,2017-01-29 14:54:00,2017-01-29 14:54:00,3,"AATB,JUNG,JUNG1",2,"JUNG,JUNG1",2.9921465920194112,3.330424347072363,3.782420415831019,core,supported_multi_station_candidate,B,True,2017,-3.880333333333333,640.3766666666667,14.136833333333334,6.698321466269141,True,15.133333333333333,0.37,,539.0,8.9,False,False,True,False,True,-4.375,480.8,6.97,61.5,46.0,0.0,2017-01-29 11:52:00,1,162,,0.37,539.0,8.9,True,unclassified,3.033333333333333,1,13.533349657332778,1.863595013154851,1.863595013154851,3.033333333333333,13.533349657332778,1.863595013154851,1,3,15.133333333333333
95,2017-01-30 22:34:00,2017-01-30 22:34:00,2017-01-30 16:50:00,2017-02-01 05:24:00,36.56666666666667,4,4,"JUNG,JUNG1,KIEL2,LMKS",4.222239627027113,6.035107738288726,5.219426794303668,2017-01-30 16:50:00,2017-01-31 04:44:00,2017-01-31 15:18:00,2017-02-01 05:24:00,8,"AATB,APTY,FSMT,JUNG,JUNG1,KIEL2,LMKS,OULU",4,"AATB,APTY,FSMT,OULU",4.227601788434025,4.0979721114746255,6.21690658242436,core,supported_multi_station_candidate,A,False,2017,-4.412833333333333,752.015,16.6845,6.3332865909890526,True,4.433333333333334,1.37,,753.0,16.8,False,False,True,True,True,-4.665,545.5,14.085,122.85000000000002,6.0,96.0,2017-01-30 22:34:00,1,163,,1.37,753.0,16.8,True,unclassified,36.56666666666667,4,5.219426794303668,6.035107738288726,4.222239627027113,36.56666666666667,5.219426794303668,6.035107738288726,4,8,4.433333333333334
96,2017-02-05 01:46:00,2017-02-05 01:46:00,2017-02-03 14:38:00,2017-02-06 23:08:00,80.5,3,3,"AATB,ATHN,KERG",3.3423689354738113,4.496167128264005,5.328623573532173,2017-02-03 14:38:00,2017-02-06 02:24:00,2017-02-04 23:58:00,2017-02-06 23:08:00,4,"AATB,ATHN,JUNG1,KERG",1,JUNG1,3.2944267629192443,3.326441820686485,4.496167128264005,core,supported_multi_station_candidate,A,False,2017,-3.4383333333333335,649.1616666666666,7.615833333333333,2.822150441894712,True,2.2333333333333334,0.57,,640.0,7.6,False,False,True,False,True,-4.4,558.5999999999999,7.484999999999999,56.799999999999955,30.0,0.0,2017-02-05 01:46:00,2,164,,0.57,640.0,7.6,True,unclassified,80.5,3,5.328623573532173,4.496167128264005,3.3423689354738113,80.5,5.328623573532173,4.496167128264005,3,4,2.2333333333333334
97,2017-02-08 20:38:00,2017-02-08 20:38:00,2017-02-08 07:18:00,2017-02-10 07:14:00,47.93333333333333,6,6,"APTY,ATHN,FSMT,KERG,LMKS,OULU",4.422373620391536,6.770380462617229,6.006078050983995,2017-02-08 07:18:00,2017-02-09 20:40:00,2017-02-09 04:32:00,2017-02-10 07:14:00,10,"AATB,APTY,ATHN,FSMT,JUNG,JUNG1,KERG,LMKS,NANM,OULU",4,"AATB,JUNG,JUNG1,NANM",4.087360631428901,3.993098862775803,6.770380462617229,core,supported_multi_station_candidate,A,False,2017,-4.094333333333333,552.2216666666666,7.846,5.188165913982649,True,7.633333333333334,0.74,,460.0,8.0,False,False,True,False,True,-3.29,482.6,6.625,56.30000000000001,2.0,0.0,2017-02-08 20:38:00,2,165,,0.74,460.0,8.0,True,unclassified,47.93333333333333,6,6.006078050983995,6.770380462617229,4.422373620391536,47.93333333333333,6.006078050983995,6.770380462617229,6,10,7.633333333333334
98,2017-02-11 19:42:00,2017-02-11 19:42:00,2017-02-11 19:42:00,2017-02-12 10:28:00,14.766666666666667,1,1,KERG,3.7705317031209673,3.7705317031209673,4.253832015665009,2017-02-11 19:42:00,2017-02-11 19:42:00,2017-02-12 10:28:00,2017-02-12 10:28:00,3,"AATB,DRBS,KERG",2,"AATB,DRBS",4.985153770352887,3.7705317031209673,8.623604627368842,core,supported_multi_station_candidate,B,True,2017,-4.094333333333333,444.4341666666666,5.800833333333333,6.772944444444445,True,0.7,0.68,,370.0,5.4,False,False,True,False,True,-1.355,419.5499999999999,3.29,42.89999999999998,0.0,0.0,2017-02-11 19:42:00,2,166,,0.68,370.0,5.4,True,unclassified,14.766666666666667,1,4.253832015665009,3.7705317031209673,3.7705317031209673,14.766666666666667,4.253832015665009,3.7705317031209673,1,3,0.7
99,2017-02-13 16:58:00,2017-02-13 16:58:00,2017-02-13 03:44:00,2017-02-14 22:52:00,43.13333333333333,2,2,"JUNG,KIEL2",3.9033144342597432,4.413770606905814,7.880506730367417,2017-02-13 03:44:00,2017-02-14 06:12:00,2017-02-14 03:32:00,2017-02-14 22:52:00,5,"APTY,FSMT,JUNG,KIEL2,LMKS",3,"APTY,FSMT,LMKS",3.5103995560808494,3.3928582616136724,4.413770606905814,core,supported_multi_station_candidate,A,False,2017,-3.5265,373.4808333333333,5.223166666666667,10.798268229166666,False,,,,,,False,False,True,False,True,-4.9,344.2,6.105,31.5,38.0,0.0,2017-02-13 16:58:00,2,-1,,,,,False,unmatched,43.13333333333333,2,7.880506730367417,4.413770606905814,3.9033144342597432,43.13333333333333,7.880506730367417,4.413770606905814,2,5,
100,2017-02-16 05:38:00,2017-02-16 05:38:00,2017-02-15 20:48:00,2017-02-17 03:56:00,31.133333333333333,3,3,"JUNG,JUNG1,KERG",3.473977563462751,4.216659267679448,6.666158711134891,2017-02-15 20:48:00,2017-02-17 02:42:00,2017-02-16 09:56:00,2017-02-17 03:56:00,5,"AATB,JUNG,JUNG1,KERG,NEWK",2,"AATB,NEWK",3.512397423489402,3.1190389352958223,4.901908815681272,core,supported_multi_station_candidate,A,False,2017,-6.572777777777778,511.83916666666664,10.173166666666669,11.669271533564118,True,8.633333333333333,0.42,,384.0,9.8,False,True,True,True,True,-5.425,378.9,9.425,70.59999999999997,86.0,70.0,2017-02-16 05:38:00,2,167,,0.42,384.0,9.8,True,unclassified,31.133333333333333,3,6.666158711134891,4.216659267679448,3.473977563462751,31.133333333333333,6.666158711134891,4.216659267679448,3,5,8.633333333333333
101,2017-02-18 20:58:00,2017-02-18 20:58:00,2017-02-18 08:06:00,2017-02-20 08:28:00,48.36666666666667,3,3,"DRBS,KERG,LMKS",5.32670368089067,8.473378307539578,6.79283754272408,2017-02-18 08:06:00,2017-02-19 22:58:00,2017-02-18 21:46:00,2017-02-20 08:28:00,5,"AATB,DRBS,JUNG,KERG,LMKS",2,"AATB,JUNG",4.309445697716186,3.4722048233250673,8.473378307539578,core,supported_multi_station_candidate,A,False,2017,-6.272333333333333,593.52,10.173166666666669,5.421619791666667,False,,,,,,False,False,True,True,True,-7.225,611.5,9.545,108.8,34.0,82.0,2017-02-18 20:58:00,2,-1,,,,,False,unmatched,48.36666666666667,3,6.79283754272408,8.473378307539578,5.32670368089067,48.36666666666667,6.79283754272408,8.473378307539578,3,5,
102,2017-02-21 03:54:00,2017-02-21 03:54:00,2017-02-21 03:54:00,2017-02-21 20:38:00,16.733333333333334,1,1,LMKS,3.6277784582326302,3.6277784582326302,6.751112538500469,2017-02-21 03:54:00,2017-02-21 03:54:00,2017-02-21 20:38:00,2017-02-21 20:38:00,3,"APTY,JUNG1,LMKS",2,"APTY,JUNG1",3.2516223323899,3.214937269944314,3.6277784582326302,core,supported_multi_station_candidate,B,True,2017,-3.9485,586.64,7.6915,5.514525173611112,True,8.1,0.52,,441.0,7.8,False,False,True,False,True,-4.78,512.3,5.84,69.64999999999998,34.0,0.0,2017-02-21 03:54:00,2,169,,0.52,441.0,7.8,True,unclassified,16.733333333333334,1,6.751112538500469,3.6277784582326302,3.6277784582326302,16.733333333333334,6.751112538500469,3.6277784582326302,1,3,8.1
103,2017-02-23 14:31:00,2017-02-23 14:31:00,2017-02-22 17:28:00,2017-02-24 23:12:00,53.733333333333334,8,8,"FSMT,JUNG,JUNG1,KERG,KIEL2,LMKS,NEWK,OULU",3.866964565331603,4.82333498637264,5.573342784900564,2017-02-22 17:28:00,2017-02-24 19:28:00,2017-02-23 15:42:00,2017-02-24 23:12:00,11,"AATB,ATHN,BKSN,FSMT,JUNG,JUNG1,KERG,KIEL2,LMKS,NEWK,OULU",3,"AATB,ATHN,BKSN",4.032742368704813,3.552380207785234,6.131471278127436,core,supported_multi_station_candidate,A,False,2017,-5.1815,637.6075,10.827,6.73858256740196,False,19.516666666666666,,,,,False,False,True,True,True,-8.305,577.55,12.39,116.19999999999992,30.0,324.0,2017-02-23 14:31:00,2,170,,1.03,649.0,11.0,True,unclassified,53.733333333333334,8,5.573342784900564,4.82333498637264,3.866964565331603,53.733333333333334,5.573342784900564,4.82333498637264,8,11,19.516666666666666
104,2017-02-28 16:06:00,2017-02-28 16:06:00,2017-02-27 17:40:00,2017-03-02 19:44:00,74.06666666666666,5,5,"AATB,BKSN,JUNG,JUNG1,KERG",4.315619902383573,5.968331110300023,5.531505069262042,2017-02-27 17:40:00,2017-03-01 07:54:00,2017-03-01 03:30:00,2017-03-02 19:44:00,12,"AATB,APTY,BKSN,FSMT,JUNG,JUNG1,KERG,KIEL2,LMKS,MXCO,NEWK,OULU",7,"APTY,FSMT,KIEL2,LMKS,MXCO,NEWK,OULU",4.388722453378883,4.520586661643396,5.968331110300023,core,supported_multi_station_candidate,A,False,2017,-5.613833333333333,712.6741666666666,18.183083333333332,8.375957465277777,True,2.9,1.66,,714.0,17.4,False,False,True,False,True,-6.505000000000001,432.35,8.895,48.05000000000007,20.0,40.0,2017-02-28 16:06:00,2,172,,1.66,714.0,17.4,True,unclassified,74.06666666666666,5,5.531505069262042,5.968331110300023,4.315619902383573,74.06666666666666,5.531505069262042,5.968331110300023,5,12,2.9
105,2017-03-05 21:18:00,2017-03-05 21:18:00,2017-03-05 16:58:00,2017-03-06 08:00:00,15.033333333333331,2,2,"APTY,JUNG",4.751061321306947,4.787871968133284,5.794614652286349,2017-03-05 16:58:00,2017-03-06 01:38:00,2017-03-06 03:28:00,2017-03-06 08:00:00,4,"APTY,JUNG,JUNG1,KERG",2,"JUNG1,KERG",4.346113822329381,4.33342008754046,4.787871968133284,core,supported_multi_station_candidate,A,False,2017,-3.5541666666666667,687.985,6.101333333333333,2.942918932748538,False,,,,,,False,False,True,False,True,-4.72,689.95,5.265000000000001,98.55000000000008,24.0,0.0,2017-03-05 21:18:00,3,-1,,,,,False,unmatched,15.033333333333331,2,5.794614652286349,4.787871968133284,4.751061321306947,15.033333333333331,5.794614652286349,4.787871968133284,2,4,
106,2017-03-07 23:56:00,2017-03-07 23:56:00,2017-03-07 23:56:00,2017-03-08 21:06:00,21.166666666666668,1,1,AATB,2.3462502751487517,2.3462502751487517,7.385625831025044,2017-03-07 23:56:00,2017-03-07 23:56:00,2017-03-08 21:06:00,2017-03-08 21:06:00,3,"AATB,JUNG,LMKS",2,"JUNG,LMKS",2.9706743120776724,3.1014380765709206,3.464334584513344,core,supported_multi_station_candidate,B,True,2017,-2.933,638.6833333333333,6.101333333333333,3.3681127923976613,True,4.066666666666666,0.51,,555.0,6.3,False,False,True,False,True,-4.49,657.1,6.355,110.60000000000002,18.0,0.0,2017-03-07 23:56:00,3,174,,0.51,555.0,6.3,True,unclassified,21.166666666666668,1,7.385625831025044,2.3462502751487517,2.3462502751487517,21.166666666666668,7.385625831025044,2.3462502751487517,1,3,4.066666666666666
107,2017-03-09 18:24:00,2017-03-09 18:24:00,2017-03-09 18:24:00,2017-03-10 04:14:00,9.833333333333334,1,1,JUNG1,2.6982794332416775,2.6982794332416775,4.36852540480484,2017-03-09 18:24:00,2017-03-09 18:24:00,2017-03-10 04:14:00,2017-03-10 04:14:00,4,"AATB,ATHN,JUNG1,NANM",3,"AATB,ATHN,NANM",3.8621185931581135,3.214629049038963,6.498487087467459,core,supported_multi_station_candidate,A,True,2017,-4.199333333333334,567.315,6.077333333333333,3.9362934027777783,False,,,,,,False,False,True,False,True,-4.205,555.0,5.36,55.10000000000002,12.0,0.0,2017-03-09 18:24:00,3,-1,,,,,False,unmatched,9.833333333333334,1,4.36852540480484,2.6982794332416775,2.6982794332416775,9.833333333333334,4.36852540480484,2.6982794332416775,1,4,
108,2017-03-15 07:05:00,2017-03-15 07:05:00,2017-03-14 22:34:00,2017-03-17 03:12:00,52.63333333333333,2,2,"JUNG1,LMKS",2.9613006227554575,2.96538260164972,6.772047210218146,2017-03-14 22:34:00,2017-03-15 15:36:00,2017-03-15 20:58:00,2017-03-17 03:12:00,3,"JUNG,JUNG1,LMKS",1,JUNG,3.174782509408151,2.96538260164972,3.601746282713539,core,supported_multi_station_candidate,B,False,2017,-4.340333333333334,405.3183333333333,8.993166666666667,8.478078125,True,7.083333333333333,0.75,,408.0,9.0,False,True,True,True,True,-6.17,386.7,9.195,72.14999999999998,92.0,74.0,2017-03-15 07:05:00,3,176,,0.75,408.0,9.0,True,unclassified,52.63333333333333,2,6.772047210218146,2.96538260164972,2.9613006227554575,52.63333333333333,6.772047210218146,2.96538260164972,2,3,7.083333333333333
109,2017-03-17 19:54:00,2017-03-17 19:54:00,2017-03-17 19:54:00,2017-03-19 05:04:00,33.166666666666664,1,1,LMKS,2.4807041013798488,2.4807041013798488,8.80333829877383,2017-03-17 19:54:00,2017-03-17 19:54:00,2017-03-19 05:04:00,2017-03-19 05:04:00,3,"JUNG,JUNG1,LMKS",2,"JUNG,JUNG1",3.1465526384240525,3.2925584433908033,3.666395370501504,core,supported_multi_station_candidate,B,True,2017,-4.340333333333334,405.3183333333333,7.396833333333333,7.1491657986111115,False,27.1,,,,,False,False,False,False,False,-2.885,351.4,3.55,24.299999999999955,0.0,0.0,2017-03-17 19:54:00,3,177,,0.32,323.0,4.6,True,unclassified,33.166666666666664,1,8.80333829877383,2.4807041013798488,2.4807041013798488,33.166666666666664,8.80333829877383,2.4807041013798488,1,3,27.1
110,2017-03-22 06:04:00,2017-03-22 06:04:00,2017-03-20 12:34:00,2017-03-25 05:08:00,112.56666666666666,9,9,"AATB,DRBS,FSMT,JUNG,JUNG1,KERG,LMKS,NANM,NEWK",4.584998187541042,8.677651936952074,6.828656189108691,2017-03-20 12:34:00,2017-03-24 01:06:00,2017-03-21 04:14:00,2017-03-25 05:08:00,9,"AATB,DRBS,FSMT,JUNG,JUNG1,KERG,LMKS,NANM,NEWK",0,,4.584998187541043,3.996910070618505,8.677651936952074,core,supported_multi_station_candidate,A,False,2017,-4.663166666666667,686.265,14.959166666666668,7.467750868055556,False,27.933333333333334,,,,,False,False,True,True,True,-9.105,719.4,13.815,127.89999999999998,44.0,478.0,2017-03-22 06:04:00,3,179,,1.35,645.0,9.2,True,unclassified,112.56666666666666,9,6.828656189108691,8.677651936952074,4.584998187541042,112.56666666666666,6.828656189108691,8.677651936952074,9,9,27.933333333333334
111,2017-03-28 11:38:00,2017-03-28 11:38:00,2017-03-26 21:44:00,2017-03-30 17:36:00,91.86666666666666,6,6,"AATB,BKSN,DRBS,JUNG1,KERG,LMKS",4.580005060593311,6.533633810063184,6.007110533256771,2017-03-26 21:44:00,2017-03-30 00:40:00,2017-03-27 19:56:00,2017-03-30 17:36:00,9,"AATB,BKSN,CALM,DRBS,JUNG,JUNG1,KERG,LMKS,NANM",3,"CALM,JUNG,NANM",4.915161403146994,4.359598110969679,7.613924523938811,core,supported_multi_station_candidate,A,False,2017,-7.507666666666666,713.5508333333333,14.9655,5.960668402777777,False,31.883333333333333,,,,,False,False,True,False,True,-6.125,750.6500000000001,8.295,116.25,44.0,2.0,2017-03-28 11:38:00,3,181,SSC,1.38,708.0,15.3,True,SSC,91.86666666666666,6,6.007110533256771,6.533633810063184,4.580005060593311,91.86666666666666,6.007110533256771,6.533633810063184,6,9,31.883333333333333
