n_total,n_core_main,n_core_conservative,n_exploratory,n_promoted_from_single_trigger,core_main_2019_n,core_conservative_2019_n,all_18h_f1,core_main_18h_f1,core_conservative_18h_f1,exploratory_18h_f1
700,605,552,95,190,75,66,0.4392523364485982,0.43216080402010054,0.39999999999999997,0.07194244604316546
