group_id,n_support_flag,n_trigger_station,mean_support_drop,median_support_shift_h
153,1,1,3.6515925994976803,0.0
154,5,3,4.258006765949948,0.0
155,3,1,4.165790513217425,0.01666666666666665
156,3,1,3.8941465720630717,0.0666666666666666
157,3,2,4.051861869735665,0.0166666666666666
158,5,2,4.35807630813268,0.05
159,3,2,3.618056670812544,0.0666666666666666
160,1,1,3.996554712431575,0.0
161,2,1,3.3722590487996724,0.14999999999999997
162,4,2,4.0403981068983015,0.0833333333333333
163,4,3,3.6959824949082307,0.0333333333333333
164,4,2,3.923538986350343,0.05
165,3,2,4.443052040814306,0.01666666666666665
166,2,1,3.443985785499422,0.04999999999999995
167,1,1,3.5288636423783273,0.0333333333333333
168,2,1,3.82031485251816,0.01666666666666665
169,5,2,4.575915993237881,0.0333333333333333
170,5,3,3.750579062683381,0.0
171,5,3,3.58104212752162,0.0333333333333333
172,4,4,4.12696346203217,0.0333333333333333
173,2,1,3.560617548861443,0.0333333333333333
174,1,1,3.4909752197631945,0.0666666666666666
175,2,1,4.059409126429619,0.0
176,5,3,3.9446135711699526,0.01666666666666665
177,1,1,3.8852944395754343,0.1
178,5,1,4.740661563003999,0.0
179,1,1,5.006811187942856,0.0333333333333333
180,2,2,4.2203947031714195,0.0166666666666666
181,2,1,3.7034574171903767,0.0333333333333333
182,2,1,3.4387382607247474,0.0
183,8,3,4.076731015315194,0.0666666666666666
184,5,1,4.697884910545522,0.01666666666666665
185,2,1,3.6939120804779164,0.04999999999999995
186,3,1,3.818388147008433,0.0833333333333333
187,6,6,4.1166071067983605,0.0833333333333333
188,8,4,3.690661501417253,0.0333333333333333
189,2,1,3.275986653875163,0.1
190,3,1,3.4780048790946636,0.0333333333333333
191,1,1,3.566886768305243,0.0333333333333333
192,2,1,3.4241284234256244,0.0333333333333333
193,2,2,4.153746126029972,0.0333333333333333
194,2,1,3.557575090728343,0.0666666666666666
195,4,1,3.5789051294674517,0.04999999999999995
196,1,1,3.2592552594865216,0.0333333333333333
197,5,5,3.769137196389882,0.0333333333333333
198,3,1,3.9132894498864497,0.0666666666666666
199,4,2,3.6519620549894385,0.0166666666666666
200,2,1,5.516351822984024,0.0666666666666666
201,4,3,3.793956555866193,0.0
202,1,1,3.7843123895843753,0.0
203,2,1,4.074481376903938,0.0833333333333333
204,2,1,3.2353841265652976,0.0333333333333333
205,2,1,3.658129973341744,0.0333333333333333
206,4,3,5.410971332749955,0.0333333333333333
207,2,1,4.90796938590751,0.0333333333333333
208,1,1,2.854472359723689,0.0
209,1,1,3.194046039273731,0.0
210,2,1,3.8443177928800094,0.0666666666666666
211,1,1,3.6099812976106165,0.0833333333333333
212,2,1,3.1733253264993033,0.1333333333333333
213,3,1,3.644077251402262,0.0
214,2,1,3.457495627767822,0.04999999999999995
215,1,1,3.383856406440402,0.0666666666666666
216,3,2,4.033103241047169,0.01666666666666665
217,2,1,3.8723307964667493,0.01666666666666665
218,2,2,3.53334722997307,0.0333333333333333
219,2,1,3.4385883047282277,0.0333333333333333
220,5,2,4.263836496146118,0.01666666666666665
221,1,1,3.7231372655968165,0.01666666666666665
222,1,1,3.4976631645247416,0.0333333333333333
223,2,1,3.8573542885691188,0.0333333333333333
224,2,1,3.585619639792976,0.0333333333333333
225,4,3,3.540835039126232,0.0
226,1,1,3.3460082209379207,0.0
227,3,1,3.9171789394518663,0.0666666666666666
228,2,1,3.0497042823259233,0.1
229,3,1,3.5153805527450164,0.1
230,3,1,3.7258494355817424,0.0333333333333333
231,1,1,3.339538519002751,0.04999999999999995
232,2,1,3.2130933631589857,0.0333333333333333
233,1,1,3.443150896294206,0.0333333333333333
234,2,1,2.9316584433811803,0.0
235,5,4,3.7573492409390576,0.04999999999999995
236,5,1,3.923264533958181,0.0666666666666666
237,5,1,4.086029667364162,0.0333333333333333
238,1,1,3.55534728693567,0.01666666666666665
239,8,4,4.5717628101348495,0.01666666666666665
240,1,1,3.600609201309586,0.0666666666666666
241,2,1,3.5730165398770333,0.0333333333333333
242,5,2,4.121117229540577,0.0
243,3,2,3.843176223152338,0.05
244,3,1,3.7699994213695804,0.0833333333333333
245,1,1,3.6397758018821937,0.04999999999999995
246,3,1,3.9808060331486224,0.0
247,2,1,4.104314595393661,0.0666666666666666
248,2,2,3.5258259220830634,0.0333333333333333
249,7,5,4.585188933387176,0.0333333333333333
250,2,1,3.9896297261763487,0.0
251,8,4,4.246992696307803,0.0166666666666666
252,1,1,3.5300700960208307,0.1
253,5,2,4.0503899052708565,0.0833333333333333
254,1,1,3.3342429712767716,0.01666666666666665
255,2,2,3.546013541143066,0.0333333333333333
256,3,1,3.485704383581107,0.0333333333333333
257,3,1,3.6752977692774467,0.04999999999999995
258,7,7,3.754674563833121,0.0
259,3,2,3.617711218685985,0.04999999999999995
260,3,2,3.7392684032165358,0.06666666666666665
261,4,1,3.364913334263229,0.0
262,4,3,3.5869575956391904,0.0333333333333333
263,9,1,4.897015056663048,0.01666666666666665
264,10,7,4.832995834180757,0.0
265,5,3,4.103911962919254,0.0
266,2,1,3.6813990948910367,0.01666666666666665
267,1,1,3.413760530233123,0.0
268,4,1,3.9148311809320324,0.0
269,4,3,3.807401511956096,0.0333333333333333
270,3,1,3.678157341243127,0.01666666666666665
271,1,1,3.469518579427055,0.0666666666666666
272,4,4,3.952109080635309,0.04999999999999995
273,2,1,3.4361139089231,0.04999999999999995
274,4,3,4.001458309559674,0.0833333333333333
275,1,1,3.415368098925499,0.1333333333333333
276,2,1,3.3392800684928106,0.04999999999999995
277,6,3,4.439563411783423,0.0
278,1,1,3.6725404979776095,0.0333333333333333
279,4,1,3.97559051804827,0.0
280,7,5,4.378932216023253,0.0
281,1,1,3.4463923789499455,0.06666666666666665
282,2,1,3.7377101877423953,0.0333333333333333
283,6,5,4.674763289909019,0.0333333333333333
284,2,1,3.904744026226801,0.0333333333333333
285,2,1,3.724816127586749,0.04999999999999995
286,2,1,3.80434549804736,0.0333333333333333
287,5,4,3.941623216212089,0.01666666666666665
288,7,2,4.167107016807192,0.0166666666666666
289,2,2,3.8094834831610584,0.0166666666666666
290,1,1,3.763157945181545,0.0333333333333333
291,4,2,4.021177192972411,0.0166666666666666
292,9,7,4.385310412111307,0.0
293,1,1,3.8168118352417486,0.01666666666666665
294,5,2,3.8115223322116654,0.0333333333333333
295,5,3,3.4781590029436,0.0666666666666666
296,1,1,3.878663043555528,0.04999999999999995
297,4,2,3.7952604500597147,0.0333333333333333
298,2,1,4.020869649392363,0.0333333333333333
299,3,3,3.755159398600044,0.0666666666666666
300,3,2,4.0055004553103375,0.0166666666666666
301,1,1,3.4591297573480433,0.0
302,5,3,3.7491022427780933,0.0333333333333333
303,3,2,3.8966401895576452,0.04999999999999995
304,1,1,3.921997368866867,0.0333333333333333
305,6,4,4.851507838196751,0.0
306,1,1,3.860325054369789,0.0333333333333333
307,4,4,4.205043621265255,0.05
308,9,2,4.778183728662718,0.0166666666666666
309,2,2,3.370928584991363,0.05
310,4,3,4.337964268710187,0.0
311,1,1,3.827878867462716,0.0
312,7,2,4.190130637580476,0.0333333333333333
313,2,1,5.043675271217359,0.0333333333333333
314,4,1,4.113004548940289,0.01666666666666665
315,3,2,4.1824786632965765,0.0333333333333333
316,3,1,3.9352427850611593,0.0333333333333333
317,3,2,3.9645871035262257,0.0333333333333333
318,3,2,3.8000515311643905,0.05
319,1,1,3.8864350835926964,0.0
320,3,3,4.951308954875102,0.0
321,7,4,4.411163168691014,0.0166666666666666
322,2,2,3.678223306990827,0.05
323,4,2,4.219381264319963,0.05
324,1,1,3.651609234206534,0.0333333333333333
325,6,3,6.1996230943496045,0.0333333333333333
326,5,1,3.9703799267058812,0.0
327,1,1,3.397207894160325,0.0333333333333333
328,3,3,4.1856198277379555,0.0333333333333333
329,2,1,4.31694917364669,0.0
330,9,4,4.432935968864768,0.0166666666666666
331,7,4,4.239023472360119,0.0333333333333333
332,2,1,3.9232567344505456,0.0333333333333333
333,6,2,3.880438814473105,0.0
334,6,2,4.214740692949491,0.04999999999999995
335,6,5,4.1724066790253875,0.0333333333333333
336,9,4,4.957929736822724,0.0
337,1,1,3.560832185090426,0.0
338,4,1,3.8633286293522437,0.06666666666666665
339,3,2,3.968077897697465,0.09999999999999995
340,4,4,4.783795148650764,0.0333333333333333
341,2,1,3.6680529187863464,0.04999999999999995
342,4,1,4.281553644069001,0.0
343,10,4,4.672978840384399,0.01666666666666665
344,10,7,5.668983950103568,0.0333333333333333
345,7,5,4.212291677100683,0.0333333333333333
346,7,3,4.211975765809285,0.0
347,10,4,6.4563442903373245,0.0833333333333333
348,8,5,4.67692648332479,0.01666666666666665
349,5,2,4.15828848741698,0.0333333333333333
350,1,1,3.6385719603991817,0.01666666666666665
351,3,2,3.9644990966887463,0.01666666666666665
352,1,1,3.412022243514676,0.04999999999999995
353,9,3,3.933283846321844,0.0
354,2,2,3.363343542428556,0.15
355,2,1,3.6889340279995637,0.04999999999999995
356,3,1,3.253706745356304,0.0333333333333333
357,4,2,3.546352657728077,0.0
358,9,5,4.652194945682057,0.0
359,9,6,4.102554423181112,0.0
360,8,3,4.623772518607227,0.0666666666666666
361,5,3,3.893752979477152,0.0
362,5,4,4.393529096655321,0.05
363,10,4,4.781279738833697,0.0333333333333333
364,4,1,4.096699398282215,0.0
365,7,6,4.279188695143046,0.0166666666666666
366,7,5,4.139370507044158,0.0
367,6,6,4.483219801015445,0.0
368,3,2,3.5179091447577013,0.0
369,10,7,5.0433810091151745,0.01666666666666665
370,3,3,3.760271322975657,0.01666666666666665
371,7,5,4.642016097627343,0.01666666666666665
372,4,1,3.9406802296272176,0.1
373,7,2,4.378701804008304,0.0166666666666666
374,2,1,3.7773793468490724,0.01666666666666665
375,7,6,4.359927178462668,0.09999999999999995
376,2,1,3.4211995404014326,0.04999999999999995
377,4,3,4.08276289822985,0.0333333333333333
378,2,2,3.943972296069292,0.0
379,5,2,4.006895203313564,0.0166666666666666
380,10,3,7.725003736522957,0.09999999999999995
381,8,4,4.361088734418768,0.0166666666666666
382,2,1,3.919822464000428,0.01666666666666665
383,9,4,4.579256584611054,0.01666666666666665
384,10,6,5.623993226251507,0.11666666666666665
385,9,3,5.278969918082662,0.0666666666666666
386,2,2,3.495672518892337,0.0333333333333333
387,7,5,4.65590099103072,0.01666666666666665
388,1,1,3.27229596163484,0.0333333333333333
389,9,5,5.472242569564808,0.0333333333333333
390,1,1,3.0108410700577477,0.01666666666666665
391,9,4,5.20512989050418,0.1
392,7,2,4.0752420984624695,0.01666666666666665
393,3,1,3.863302343409276,0.0333333333333333
394,7,3,4.447725285734074,0.0333333333333333
395,2,1,3.346269783993506,0.0333333333333333
396,10,8,5.562668854326232,0.01666666666666665
397,7,4,4.517103907476474,0.05
398,10,6,5.0363477047620355,0.01666666666666665
399,1,1,3.4718452228025902,0.0833333333333333
400,1,1,3.3974374311371855,0.04999999999999995
401,7,1,4.363633782122287,0.0333333333333333
402,10,6,5.193408252810718,0.04999999999999995
403,10,4,5.851434103808387,0.0
404,9,7,4.638681757500242,0.0
405,8,3,4.470150812169303,0.01666666666666665
406,7,4,4.304258873310729,0.06666666666666665
407,10,5,4.837766066965046,0.0
408,9,6,5.3339227827728095,0.0333333333333333
409,3,1,3.5215434270388126,0.0333333333333333
410,10,9,6.214044016504955,0.0
411,3,1,2.9554750790998026,0.0
412,10,6,6.8554985406408235,0.06666666666666665
413,5,3,3.853211256486483,0.0
414,1,1,3.73231638780267,0.1
415,3,3,4.073539991469464,0.04999999999999995
416,10,6,5.180631155252478,0.01666666666666665
417,1,1,3.347250109992827,0.0333333333333333
418,10,3,5.216795339042044,0.0333333333333333
419,8,2,4.792627265075082,0.0
420,6,3,4.6621043989254405,0.0333333333333333
421,5,2,4.338616592130693,0.0333333333333333
422,7,3,4.30670676515513,0.01666666666666665
423,9,3,4.667817516060859,0.0
424,8,1,4.555234066173526,0.01666666666666665
425,7,3,4.59985577585225,0.0333333333333333
426,9,6,4.2232411404287555,0.14999999999999994
427,8,7,4.435604494289648,0.0333333333333333
428,10,6,6.011845456881678,0.0
429,10,5,5.385224726787013,0.0833333333333333
430,3,1,3.608323079369957,0.0333333333333333
431,5,1,4.488035891104337,0.0333333333333333
432,8,4,5.223605232909414,0.05
433,4,3,4.292918358842966,0.0333333333333333
434,10,5,6.270035206158095,0.04999999999999995
435,4,1,4.010783380591081,0.0
436,5,4,4.175823460712177,0.01666666666666665
437,3,2,4.086021345370243,0.06666666666666665
438,10,7,5.031995204055404,0.0
439,9,5,4.388157924841101,0.04999999999999995
440,2,1,3.8123091891685337,0.0333333333333333
441,8,3,4.700992998728569,0.01666666666666665
442,3,1,4.333970013755009,0.0
443,8,7,4.7203830297847045,0.0
444,8,3,4.459183735555144,0.0333333333333333
445,9,7,4.4482695757260275,0.0
446,4,2,3.928337384285938,0.0
447,10,6,5.996814147884405,0.0333333333333333
448,5,2,4.044588771383038,0.0
449,10,4,5.755866665152148,0.0333333333333333
450,7,6,4.91546732838609,0.06666666666666665
451,9,5,4.570452367805531,0.0333333333333333
452,7,3,4.59177254405502,0.01666666666666665
453,5,1,4.047923357704787,0.04999999999999995
454,7,2,4.774948707328944,0.0166666666666666
455,4,1,4.451802511070432,0.0666666666666666
456,3,1,4.230892536522553,0.0333333333333333
457,1,1,3.6522495168100333,0.1
458,5,4,4.59694776514238,0.06666666666666665
459,10,2,5.433632389811975,0.0333333333333333
460,10,8,6.128325744675897,0.0
461,10,4,4.69110466210036,0.05
462,3,1,4.357144038311828,0.01666666666666665
463,2,1,4.419018615938905,0.01666666666666665
464,5,2,4.552099078589779,0.01666666666666665
465,10,6,6.212179169147857,0.0333333333333333
466,5,2,4.709588202800478,0.0166666666666666
467,10,6,5.2516739197453015,0.0166666666666666
468,1,1,3.16745953719144,0.04999999999999995
469,8,6,4.729680137236567,0.0666666666666666
470,2,2,4.074082939826039,0.0666666666666666
471,8,5,4.796841332110189,0.0
472,8,4,5.0052137370291545,0.0333333333333333
473,10,4,5.360192873052577,0.01666666666666665
474,10,6,6.398500228915585,0.0
475,9,5,4.842810327315868,0.01666666666666665
476,3,3,3.9691610554543493,0.0833333333333333
477,10,6,6.551065734808605,0.0
478,10,1,6.03933235389753,0.0
479,7,5,4.676590562235914,0.0333333333333333
480,9,7,5.333111143128279,0.0
481,7,4,4.953429564762066,0.0
482,3,1,3.9089459150044967,0.01666666666666665
483,6,3,4.293957752541557,0.0
484,2,1,4.055191988057772,0.0
485,8,7,4.95737605610389,0.0666666666666666
486,4,3,4.05875467045251,0.0333333333333333
487,2,2,3.622851814354614,0.0333333333333333
488,1,1,3.8547962578283452,0.0333333333333333
489,8,5,4.5778760290238845,0.0333333333333333
490,5,3,4.606117818447769,0.0
491,2,1,4.12159910286482,0.0333333333333333
492,3,3,4.208282069300705,0.0666666666666666
493,3,3,4.260891272886687,0.01666666666666665
494,10,6,5.90603590451663,0.0
495,9,3,4.135995002550317,0.0333333333333333
496,9,3,4.8124542332986655,0.0
497,10,8,5.919260773675413,0.05
498,5,1,4.145049296449756,0.0
499,7,1,4.584148923795586,0.0
500,7,4,4.477475328517061,0.0333333333333333
501,9,5,5.145956205867982,0.04999999999999995
502,8,5,4.535986367232251,0.0
503,7,2,4.239912838441408,0.0166666666666666
504,3,1,3.9225948540918423,0.0
505,5,4,4.280853789588809,0.0333333333333333
506,10,4,4.937928219976807,0.05
507,8,4,4.57268999743291,0.0166666666666666
508,9,2,6.298416162282479,0.0
509,10,7,7.243236527219605,0.01666666666666665
510,7,3,4.785443314031411,0.0333333333333333
511,5,5,4.18567065550628,0.0
512,3,2,4.341516966091775,0.06666666666666665
513,8,2,4.2674147821443045,0.01666666666666665
514,10,8,5.132315251501878,0.0
515,3,2,4.200268217824674,0.0333333333333333
516,5,4,4.510744007560488,0.01666666666666665
517,2,1,3.940238959343547,0.04999999999999995
518,10,4,6.726871759897658,0.0166666666666666
519,1,1,3.7809146818274746,0.1833333333333333
520,9,1,5.035961651589876,0.0
521,2,1,3.675337426418134,0.0666666666666666
522,7,4,4.664565015484784,0.0
523,10,5,6.068659013143767,0.0333333333333333
524,1,1,3.7927109819074816,0.0333333333333333
525,10,6,6.246915244599515,0.0333333333333333
526,7,2,4.443563682481351,0.1333333333333333
527,6,3,4.360589187346659,0.0333333333333333
528,8,5,5.105753587943559,0.0333333333333333
529,9,5,5.4134063884819765,0.01666666666666665
530,7,7,4.937805676671926,0.04999999999999995
531,10,7,5.187131906361077,0.01666666666666665
532,8,6,4.483205320176944,0.04999999999999995
533,6,3,4.462446235030236,0.0
534,1,1,3.29900856203731,0.01666666666666665
535,10,4,5.294195403368328,0.0166666666666666
536,2,1,3.946193707830446,0.0333333333333333
537,1,1,3.578440488957111,0.0833333333333333
538,1,1,3.504893424486169,0.09999999999999995
539,8,5,4.7123718303547175,0.04999999999999995
540,4,3,4.319347913847242,0.04999999999999995
541,9,4,5.113613982578717,0.0166666666666666
542,7,5,5.040712595147117,0.0
543,6,1,3.7532096366394283,0.01666666666666665
544,8,3,4.566254363358303,0.0666666666666666
545,8,5,4.771351101141188,0.0
546,7,3,4.96537020788993,0.04999999999999995
547,10,7,5.748049342533016,0.04999999999999995
548,2,1,3.929813542106575,0.05
549,3,3,4.226408790221465,0.0333333333333333
550,5,2,4.251267402223796,0.04999999999999995
551,7,6,4.567234651035239,0.01666666666666665
552,10,9,12.402529490712503,0.01666666666666665
553,2,1,3.683692038363521,0.0333333333333333
554,1,1,3.7878460177136986,0.1
555,5,2,4.204272677111342,0.0
556,4,3,4.1643719507793,0.0
557,7,3,4.223310285319796,0.0
558,2,1,3.6502393731575005,0.0
559,7,5,4.336462631142451,0.0333333333333333
560,3,1,4.228346345112733,0.01666666666666665
561,2,1,3.6222565667044377,0.0
562,6,2,4.301609849153641,0.0
563,4,4,4.596274656931245,0.0
564,3,2,4.316300142837141,0.0833333333333333
565,6,2,4.4751000218899195,0.0333333333333333
566,6,5,4.250372260613833,0.0
567,10,7,10.893885877219358,0.0333333333333333
568,10,6,5.585871160952264,0.0166666666666666
569,9,2,4.886116967735391,0.0166666666666666
570,9,5,4.996992824779651,0.01666666666666665
571,5,3,4.27919414888351,0.04999999999999995
572,5,2,4.830503490631314,0.01666666666666665
573,10,9,5.254373535161174,0.0
574,7,6,4.425284341299889,0.05
575,9,5,4.525572580456179,0.0
576,5,1,4.40166588236586,0.0
577,10,6,5.7515030811885435,0.0166666666666666
578,1,1,3.844950405120347,0.04999999999999995
579,1,1,4.108555306965969,0.0833333333333333
580,4,1,4.216156473823299,0.0
581,4,2,4.439687184229575,0.01666666666666665
582,7,2,4.670095114579976,0.01666666666666665
583,9,3,5.394029616118152,0.0666666666666666
584,4,1,3.9443166027337555,0.0833333333333333
585,10,8,5.794817645881787,0.0333333333333333
586,8,4,4.785220646191921,0.0166666666666666
587,10,7,6.406986289131976,0.0833333333333333
588,8,4,4.9730801049491316,0.0166666666666666
589,8,4,4.565931566455832,0.0166666666666666
590,10,6,5.3585141114971195,0.16666666666666666
591,9,8,4.759977936590176,0.11666666666666665
592,4,1,4.676991068065902,0.0
593,9,7,6.141609604129204,0.0
594,2,1,4.208480751235778,0.0333333333333333
595,10,7,4.849785544825993,0.1166666666666666
596,10,6,5.903112938986898,0.01666666666666665
597,7,2,4.544799810986282,0.05
598,10,8,4.9899526625141615,0.0333333333333333
599,6,5,4.562412384366747,0.04999999999999995
600,10,5,7.862758486206876,0.0
601,9,5,8.19049454831758,0.01666666666666665
602,9,7,5.396433771332079,0.0
603,10,7,6.606185749726899,0.0
604,2,1,4.956828593445696,0.0
605,10,7,5.72703223486469,0.0333333333333333
606,4,1,4.087487318945874,0.04999999999999995
607,3,1,4.095851326843124,0.0
608,5,3,4.3622044335479115,0.01666666666666665
609,8,4,5.210240664303901,0.05
610,1,1,3.409035617427972,0.1
611,7,1,4.686928136773718,0.0
612,10,4,6.623935509282961,0.0333333333333333
613,9,5,5.506577084970613,0.0
614,3,3,4.003454977430163,0.0333333333333333
615,10,8,5.760567908275528,0.0333333333333333
616,10,5,5.651019488979885,0.04999999999999995
617,2,1,4.057290154280016,0.0333333333333333
618,9,6,5.2782198305430335,0.05
619,1,1,3.134399591273063,0.0333333333333333
620,2,1,4.623080857116279,0.0666666666666666
621,9,2,6.181832840630017,0.0
622,7,4,4.889742166560474,0.0
623,7,4,5.187843939367695,0.0166666666666666
624,5,3,4.39881763426302,0.0333333333333333
625,4,1,4.444453632622431,0.0
626,10,7,5.371968554430296,0.0
627,9,5,4.7812461834470215,0.04999999999999995
628,10,5,5.116705801478082,0.01666666666666665
629,7,5,5.092653552071238,0.04999999999999995
630,7,4,4.8821120262779205,0.0166666666666666
631,1,1,4.013951888431373,0.0
632,4,2,4.151656064886164,0.0333333333333333
633,7,3,4.565395910527206,0.01666666666666665
634,2,1,4.319193441526542,0.0333333333333333
635,7,4,4.9588931017629365,0.0166666666666666
636,9,3,4.907960704516266,0.0333333333333333
637,8,7,4.815416351539689,0.0333333333333333
