time,duration,magnitude,ons type,V max,B max
1968-12-21 07:00,67,0.91,,590,8
1968-12-24 23:00,33,1.74,,547,12.7
1968-12-26 14:00,32,0.69,,475,12.3
1968-12-29 19:00,30,1.14,,432,10.1
1968-12-31 06:00,43,0.73,,498,7.2
1969-01-03 10:00,48,1.23,,395,6.4
1969-01-07 03:23,34,0.92,SSC,520,13.8
1969-01-11 11:00,53,0.77,,389,8.2
1969-01-14 06:00,36,2.07,,459,9.5
1969-01-16 10:00,36,1.27,,651,11.2
1969-01-23 03:00,38,1.44,,465,13.9
1969-01-25 00:36,49,3.59,SSC,724,16.8
1969-01-30 10:00,45,1.06,,416,8.8
1969-02-02 15:02,36,2.99,SSC,668,30.3
1969-02-04 16:00,36,0.78,,526,9.1
1969-02-10 20:24,38,2.89,SSC,566,15.1
1969-02-12 18:00,80,0.52,,498,9.1
1969-02-19 04:00,52,1,,539,10
1969-02-22 11:00,55,0.68,,538,9.3
1969-02-26 01:58,23,1.36,SSC,506,11
1969-02-27 04:00,21,1.94,,733,
1969-02-28 04:23,36,2.83,SSC,616,8.4
1969-03-04 18:21,25,1.25,SSC,431,16.2
1969-03-05 19:00,48,0.74,,510,9.8
1969-03-07 19:00,28,0.57,,546,9.6
1969-03-09 22:00,69,2.29,,522,8.4
1969-03-14 23:00,41,0.9,,434,8.6
1969-03-17 00:30,25,3.28,SSC,481,14.7
1969-03-18 05:00,33,1.04,,495,7
1969-03-19 19:58,30,3.29,SSC,516,15.3
1969-03-23 10:12,7,0.31,SSC,404,
1969-03-23 18:26,33,9.21,SSC,543,25.3
1969-03-25 09:00,36,2.53,,730,17.3
1969-03-29 08:00,32,2.02,,572,9.4
1969-03-30 21:19,38,,SSC,545,4.8
1969-04-01 16:00,48,0.74,,604,10.9
1969-04-07 04:00,44,0.65,,442,7.4
1969-04-09 14:00,57,1.13,,399,11.7
1969-04-12 20:46,36,6.75,SSC,584,13.6
1969-04-16 11:00,43,1.36,,497,9.2
1969-04-22 03:00,36,2.78,,457,12.2
1969-04-24 06:00,38,0.63,,,
1969-04-27 01:00,16,1.33,,451,
1969-04-27 18:31,7,0.66,SSC,450,
1969-04-28 02:52,32,5.39,SSC,530,
1969-04-30 07:00,43,0.94,,449,
1969-05-02 13:22,32,1.7,SSC,701,
1969-05-04 03:00,78,0.88,,408,6.8
1969-05-08 13:00,54,1.63,,,10.8
1969-05-12 22:00,37,0.81,,,12.9
1969-05-14 19:29,36,8.74,SSC,639,18.5
1969-05-17 20:59,27,0.96,SI,,11.1
1969-05-23 02:00,76,0.92,,535,9.6
1969-05-28 06:00,33,2.11,,340,
1969-05-29 21:00,50,0.46,,393,
1969-06-05 09:00,53,0.77,,294,8
1969-06-08 05:09,54,5.73,SSC,421,18.2
1969-06-11 18:00,36,0.8,,391,9.8
1969-06-14 12:00,35,1.5,,487,10.4
1969-06-16 06:22,28,1.67,SSC,542,10
1969-06-18 10:00,56,1.42,,550,6.7
1969-06-23 09:00,57,0.94,,392,8.4
1969-06-30 22:58,36,0.6,SSC,473,11.9
1969-07-03 06:00,22,0.46,,337,3.7
1969-07-07 01:00,65,1.29,,378,10.4
1969-07-12 15:00,63,1.53,,364,11.3
1969-07-20 11:36,54,1.35,SSC,393,10.7
1969-07-26 11:53,36,2.91,SSC,511,18.9
1969-07-30 15:00,36,0.66,,451,11.1
1969-08-03 02:00,36,1.36,,501,12
1969-08-08 16:00,41,0.98,,529,9.3
1969-08-11 14:00,69,0.95,,582,11.5
1969-08-15 08:00,36,0.86,,424,8.5
1969-08-18 07:00,67,0.9,,486,7.6
1969-08-22 19:00,62,1.2,,503,12.6
1969-08-26 04:35,40,1.19,SSC,425,17.7
1969-08-29 04:00,36,0.46,,403,5.4
1969-09-01 06:00,63,1.06,,331,7.3
1969-09-05 13:00,36,1.96,,446,15.2
1969-09-08 08:00,30,0.36,,518,8
1969-09-14 15:18,36,1.55,SSC,372,
1969-09-16 21:00,56,1.44,,603,14.3
1969-09-24 06:00,43,0.61,,509,9.5
1969-09-27 21:25,28,4.7,SSC,566,23.9
1969-09-29 04:53,32,5.81,SSC,701,9.1
1969-10-02 09:00,32,1.51,,,8
1969-10-09 16:39,53,0.77,SSC,390,10.3
1969-10-12 19:00,47,0.55,,391,5.8
1969-10-17 05:00,34,0.99,,341,8.2
1969-10-18 20:29,36,0.87,SSC,500,11.2
1969-10-21 01:00,36,0.79,,511,8.9
1969-10-24 01:41,41,2.74,SSC,494,9.1
1969-10-26 05:00,58,0.77,,404,7
1969-11-01 15:00,66,1.68,,458,9.1
1969-11-05 05:00,34,0.75,,400,4
1969-11-06 22:00,29,0.8,,404,11.1
1969-11-08 18:37,38,6.29,SSC,647,16.9
1969-11-16 21:00,36,1.05,,359,8.4
1969-11-22 02:54,48,3.09,SSC,395,11.1
1969-11-26 15:07,36,2.38,SSC,558,14.5
1969-11-29 04:00,42,0.35,,641,7.1
1969-12-02 06:00,55,2.16,,372,12.4
1969-12-05 04:00,76,1.93,,615,11.2
1969-12-11 12:15,37,0.91,SI,430,10.9
1969-12-14 04:00,36,1.31,,391,8.7
1969-12-19 20:00,48,1.53,,336,10.4
1969-12-22 09:00,65,0.98,,481,9
1969-12-26 12:00,24,0.33,,622,6.6
1969-12-30 12:00,35,0.83,,335,4.9
1970-01-01 07:00,47,3.53,,643,16.8
1970-01-05 06:07,59,0.96,SSC,452,8.2
1970-01-08 10:00,36,0.47,,459,10.1
1970-01-11 22:00,36,0.42,,326,6.5
1970-01-14 20:28,36,1.46,SSC,387,11.2
1970-01-16 17:00,44,0.8,,402,8.9
1970-01-19 20:00,39,1.05,,475,9.3
1970-01-23 14:00,49,0.4,,450,5
1970-01-28 13:00,27,2.8,,357,11.8
1970-01-29 18:39,36,1.08,SSC,474,16.4
1970-02-01 12:23,51,1.75,SI,600,10.7
1970-02-08 09:00,76,0.92,,336,6
1970-02-12 16:00,74,1.95,,455,11.7
1970-02-17 15:00,76,0.58,,545,6.8
1970-02-23 20:13,38,1.95,SSC,543,12.3
1970-02-26 14:00,25,0.71,,369,9.1
1970-02-27 18:00,56,1.12,,532,8.5
1970-03-04 01:00,27,1.44,,563,5.3
1970-03-05 08:05,44,1.26,SSC,496,
1970-03-07 15:00,20,2.58,,535,11.7
1970-03-08 14:17,36,4.1,SSC,825,36.4
1970-03-16 23:00,73,2.12,,455,10.1
1970-03-22 11:00,30,0.59,,351,7.9
1970-03-24 03:00,42,1.28,,338,
1970-03-27 06:57,44,3.09,SSC,498,20.5
1970-03-30 01:00,25,0.76,,462,5.9
1970-03-31 05:29,78,3.87,SSC,574,16
1970-04-03 18:00,34,1.03,,474,6.9
1970-04-05 11:00,36,0.81,,641,11.9
1970-04-09 07:00,45,3.21,,743,5.9
1970-04-15 10:00,55,2.21,,528,30.6
1970-04-18 08:23,36,0.68,SSC,438,13.7
1970-04-20 11:22,42,2.93,SSC,530,22.2
1970-04-30 05:00,34,0.73,,473,9.6
1970-05-01 19:00,68,2.3,,566,10.2
1970-05-05 20:00,28,0.74,,527,6.5
1970-05-07 04:00,43,1.72,,669,3.9
1970-05-12 01:00,39,0.89,,424,10.6
1970-05-14 22:00,71,2.04,,419,9
1970-05-20 04:00,30,1.24,,430,6.2
1970-05-24 07:00,55,0.83,,450,7.9
1970-05-27 05:14,51,2.74,SSC,426,20.1
1970-06-01 03:05,20,2.06,SSC,552,14
1970-06-02 02:09,62,2.58,SSC,707,10.9
1970-06-07 10:00,61,1.03,,429,11.7
1970-06-14 22:00,43,0.66,,451,10.2
1970-06-17 07:50,80,5.03,SSC,467,13.3
1970-06-23 12:00,36,1.53,,324,8.9
1970-06-26 10:00,18,0.59,,431,8.3
1970-06-27 06:05,36,2.65,SSC,691,4.1
1970-07-01 13:02,32,3.52,SSC,506,12.4
1970-07-03 03:34,17,0.51,SSC,481,5.8
1970-07-03 22:51,24,0.69,SSC,667,15.3
1970-07-05 02:12,41,0.57,SSC,557,9.7
1970-07-08 23:17,49,2.34,SSC,502,21.2
1970-07-13 18:00,36,0.45,,489,6.4
1970-07-16 19:00,36,0.99,,368,8.1
1970-07-21 07:34,35,1.36,SSC,632,
1970-07-23 03:00,28,1.84,,568,11.9
1970-07-24 11:25,10,2.67,SSC,460,12.7
1970-07-24 23:50,36,5.28,SSC,879,21.9
1970-07-29 00:43,32,0.98,SSC,617,12.9
1970-08-03 02:00,24,0.52,,449,8.7
1970-08-06 15:00,41,0.58,,496,13.9
1970-08-08 18:00,32,0.78,,595,4.9
1970-08-12 14:00,62,0.75,,445,6.5
1970-08-15 21:40,21,1.02,SSC,396,7.2
1970-08-16 22:04,36,7,SSC,601,34.8
1970-08-18 19:00,36,0.87,,592,7.5
1970-08-20 20:00,42,0.75,,401,7.2
1970-08-24 20:00,50,0.7,,458,7.4
1970-08-31 03:34,67,1.31,SSC,551,10.8
1970-09-03 19:00,36,0.5,,662,9.8
1970-09-07 21:00,66,1.62,,499,8.6
1970-09-13 05:00,67,2.44,,561,13.1
1970-09-19 04:00,67,0.5,,540,8.6
1970-09-27 04:00,36,0.78,,483,9.6
1970-09-29 03:00,50,1.31,,477,13.5
1970-10-01 22:00,71,1.42,,728,10
1970-10-10 03:00,36,0.54,,329,8.3
1970-10-11 23:00,49,1.7,,447,13.5
1970-10-15 03:00,27,0.37,,313,4.7
1970-10-16 09:17,35,4.58,SSC,495,19.9
1970-10-18 03:00,36,0.62,,444,9.8
1970-10-21 22:00,47,1.38,,333,15.8
1970-10-27 16:00,54,1.91,,522,8.3
1970-10-31 16:00,39,0.7,,525,3.9
1970-11-06 01:00,21,0.39,,385,9
1970-11-07 00:46,36,6.81,SSC,627,5.1
1970-11-10 09:00,43,0.68,,641,7.6
1970-11-15 19:00,42,1.16,,339,7.8
1970-11-18 12:25,52,4.22,SSC,437,21
1970-11-21 06:22,36,2.46,SSC,482,16.6
1970-11-23 10:00,36,0.87,,479,13.1
1970-11-26 12:00,29,0.44,,583,5.1
1970-12-02 14:38,36,0.69,SSC,358,12.9
1970-12-04 10:54,49,1.88,SI,376,8.7
1970-12-07 01:00,38,2.92,,524,13.5
1970-12-09 12:00,31,0.35,,593,4.2
1970-12-14 01:54,36,5.78,SSC,649,4.2
1970-12-18 21:44,52,0.97,SSC,372,9.9
1970-12-22 15:00,75,0.73,,369,8.5
1970-12-29 15:30,64,2,SSC,513,13.1
1971-01-02 03:00,51,0.57,,664,8.1
1971-01-10 16:00,29,0.45,,365,8.4
1971-01-13 10:00,40,2.61,,404,18.2
1971-01-15 17:00,50,1.53,,356,6.9
1971-01-18 09:00,32,2.15,SSC,713,20
1971-01-19 22:00,36,2.15,,768,9.3
1971-01-24 19:30,32,0.84,SSC,463,
1971-01-27 04:30,28,2.79,SSC,577,19.1
1971-01-28 17:00,36,4.77,,455,8
1971-01-31 17:00,63,0.76,,657,10.5
1971-02-05 03:00,52,1.38,,359,9.4
1971-02-07 22:00,20,1.07,,458,
1971-02-08 20:36,36,1.84,SSC,499,8.8
1971-02-11 01:00,24,0.45,,405,10.7
1971-02-14 07:00,65,1.48,,657,14.4
1971-02-19 07:00,50,0.8,,443,5.8
1971-02-23 05:14,30,1.87,SSC,367,11.7
1971-02-25 06:00,32,1.66,,670,17.5
1971-02-28 03:00,29,0.63,,498,5.2
1971-03-07 16:00,74,2.38,,478,8.7
1971-03-12 21:00,53,1.45,,677,8.4
1971-03-19 11:50,36,1.78,SSC,456,7
1971-03-23 01:00,39,1.98,,501,11.6
1971-03-25 01:00,55,1.05,,559,7.3
1971-03-30 12:00,49,0.66,,536,11.4
1971-04-03 21:39,17,0.93,SSC,490,17.7
1971-04-04 17:00,36,1.05,,524,12.9
1971-04-08 02:00,23,0.19,,377,5.1
1971-04-09 04:28,36,1.66,SSC,609,20.1
1971-04-11 10:00,36,0.61,,614,7.5
1971-04-14 12:43,36,4.73,SSC,508,18.2
1971-04-18 12:00,55,1.04,,437,6.4
1971-04-21 10:00,29,1,,405,12.3
1971-04-23 02:00,59,1.06,,514,11
1971-04-26 12:00,40,0.54,,413,6.7
1971-04-28 13:06,36,0.78,SSC,454,13.8
1971-05-01 09:00,36,0.94,,423,11.3
1971-05-05 12:00,52,1.15,,678,13.4
1971-05-12 03:00,44,1.44,,383,6.4
1971-05-14 10:00,54,1.82,,393,11.5
1971-05-17 07:00,36,2.83,,517,19.8
1971-05-20 21:00,33,0.77,,405,6.8
1971-05-24 05:00,79,0.54,,491,7.3
1971-05-29 06:00,23,0.94,,362,16.5
1971-05-30 07:36,36,0.74,SSC,570,19.1
1971-06-01 08:00,78,1.96,,673,11.4
1971-06-08 03:00,36,0.47,,482,6.5
1971-06-10 06:00,36,0.45,,437,7.3
1971-06-13 13:25,38,0.83,SSC,350,6.3
1971-06-15 18:00,58,1.38,,430,10.8
1971-06-22 23:03,47,1.34,SSC,369,11.3
1971-06-25 10:00,36,0.93,,591,18.7
1971-06-28 20:00,62,2.18,,583,12.4
1971-07-05 18:13,36,0.87,SSC,498,6.9
1971-07-08 17:28,36,0.45,SSC,475,10.8
1971-07-12 16:00,36,1.18,,518,15
1971-07-18 03:00,53,2.28,,434,10
1971-07-21 05:22,30,1.03,SSC,458,12.6
1971-07-26 16:00,49,1.28,,510,14.1
1971-07-29 20:00,42,0.73,,,9.7
1971-08-01 19:00,28,0.79,,,12.1
1971-08-04 01:00,55,0.65,,,9
1971-08-07 14:36,31,0.89,SSC,,9.3
1971-08-09 03:00,75,2.51,,,9.7
1971-08-17 20:43,63,0.84,SSC,,16.4
1971-08-23 03:00,72,1.62,,,11.7
1971-08-27 02:00,67,1.71,,,10.2
1971-08-30 23:03,41,2.32,SSC,,6
1971-09-04 16:46,3,0.05,SSC,,6.8
1971-09-04 19:09,42,1,SSC,,10.7
1971-09-06 22:00,38,1.82,,,8.4
1971-09-09 12:00,28,1,,,6.6
1971-09-13 05:00,44,1.44,,,7.1
1971-09-16 08:00,57,1,,,13.4
1971-09-24 14:31,35,1.59,SSC,,14.8
1971-09-26 09:00,49,1.92,,,15.4
1971-09-30 07:00,36,0.71,,,9.8
1971-10-05 22:45,34,3.34,SSC,,12.5
1971-10-07 16:02,22,0.4,SSC,,
1971-10-08 17:03,41,0.52,SSC,,8.3
1971-10-11 12:11,21,0.29,SSC,,8.4
1971-10-12 23:00,61,0.44,,,9.3
1971-10-22 14:00,65,1.1,,,15.8
1971-10-27 03:00,24,0.89,,,5.6
1971-10-28 06:00,36,2.1,,,23.5
1971-11-03 15:00,60,0.76,,,6.2
1971-11-06 21:00,60,0.63,,,9
1971-11-10 16:00,35,0.75,,,14
1971-11-13 03:00,73,0.6,,,4.7
1971-11-17 19:00,36,1.12,,,
1971-11-19 15:00,56,3.11,,,12.4
1971-11-22 16:00,42,2.17,,,6.5
1971-11-25 03:00,36,2.89,,,8.1
1971-12-02 16:00,31,0.4,,,7.4
1971-12-08 09:00,46,0.94,,,13.2
1971-12-12 22:00,34,1.47,,,8.1
1971-12-15 17:00,23,0.47,,,
1971-12-16 19:04,17,3.9,SSC,,7.7
1971-12-17 14:18,34,7.1,SSC,,32
1971-12-19 06:42,36,0.78,SSC,,10
1971-12-25 10:00,44,0.59,,,
1971-12-28 20:00,40,1.88,,505,16.3
1972-01-02 01:00,25,0.55,,449,8.8
1972-01-03 05:00,36,0.33,,504,7.5
1972-01-07 13:00,48,0.44,,430,5.6
1972-01-10 09:00,55,0.78,,398,9.5
1972-01-13 08:00,34,0.8,,363,6.8
1972-01-15 05:00,21,1.36,,394,13.6
1972-01-16 02:00,41,2.9,,603,17.1
1972-01-17 20:00,36,2.22,,650,9.5
1972-01-20 10:00,23,0.56,,454,6.5
1972-01-21 11:51,36,1.16,SSC,483,17.9
1972-01-25 11:00,65,0.67,,525,7
1972-01-29 05:00,48,0.45,,569,5.9
1972-02-01 10:10,66,0.85,SSC,414,8.9
1972-02-06 12:00,50,0.96,,378,9.5
1972-02-09 19:37,27,1.17,SSC,409,15.5
1972-02-11 02:00,45,0.52,,502,9.7
1972-02-13 09:40,32,2.6,SSC,632,12.1
1972-02-15 02:00,36,0.66,,589,6.3
1972-02-17 03:00,37,2.32,,435,9.5
1972-02-18 23:39,36,1.54,SSC,490,19
1972-02-24 06:42,36,2.17,SSC,522,19.4
1972-02-27 17:00,48,0.85,,394,8.4
1972-03-01 07:00,72,0.55,,420,11
1972-03-06 21:08,32,3.38,SSC,638,28.6
1972-03-08 10:00,76,1.56,,516,10.3
1972-03-15 19:00,34,0.82,,415,13.6
1972-03-21 16:00,25,0.51,,363,10.8
1972-03-22 20:00,51,0.77,,435,10.4
1972-03-26 13:00,13,0.77,,367,12.3
1972-03-27 02:00,47,1.79,,464,17.4
1972-03-29 01:00,42,1.18,,491,8.2
1972-04-01 02:00,43,0.67,,523,8.4
1972-04-03 20:00,53,2.45,,647,15
1972-04-10 03:00,41,0.52,,363,7.6
1972-04-12 05:00,37,0.46,,437,7.8
1972-04-16 23:00,47,1.74,,362,18.2
1972-04-20 10:50,34,0.85,SSC,398,10.8
1972-04-22 14:00,28,1.87,,395,10.7
1972-04-27 15:00,32,1.73,,355,12.8
1972-04-29 03:45,21,0.4,SSC,401,8.4
1972-04-30 22:00,27,0.36,,424,12.3
1972-05-02 05:18,49,1.66,SSC,552,11.7
1972-05-05 18:00,60,0.57,,518,7.6
1972-05-09 06:00,80,0.84,,434,9.9
1972-05-15 18:49,28,3.9,SSC,600,34.5
1972-05-17 02:27,56,0.53,SSC,465,6.3
1972-05-20 22:00,27,0.42,,355,6.3
1972-05-22 04:00,51,1.2,,352,10
1972-05-24 21:00,49,1.68,,336,11.5
1972-05-28 00:00,49,2.58,,595,12.6
1972-05-30 14:20,36,3.07,SSC,,12.6
1972-06-04 10:00,36,0.79,,,7.7
1972-06-06 14:45,36,0.61,SSC,,8.2
1972-06-09 23:00,68,0.43,,401,5.3
1972-06-14 16:00,43,0.93,,403,11
1972-06-17 06:29,6,0.54,SSC,,9.3
1972-06-17 13:12,36,7.23,SSC,,24
1972-06-22 09:00,44,1.32,,434,8.5
1972-06-26 22:00,47,0.96,,511,7.8
1972-07-01 01:00,49,0.38,,376,7.4
1972-07-03 15:00,32,0.47,,363,7.3
1972-07-06 14:00,36,0.66,,,10.1
1972-07-08 10:00,43,0.41,,371,9.5
1972-07-11 12:00,59,0.6,,335,7.1
1972-07-15 09:00,16,0.57,,,6.7
1972-07-16 03:00,36,0.37,,,8.7
1972-07-18 01:00,80,2.42,,,8.1
1972-07-22 17:00,41,0.75,,,14.4
1972-07-24 18:56,45,1.44,SSC,571,18.1
1972-07-28 15:00,44,1.5,,,5
1972-07-31 21:00,72,0.81,,,10.3
1972-08-04 01:19,1,0,SSC,,10.3
1972-08-04 02:20,17,8.33,SSC,,44.8
1972-08-04 20:54,62,25.3,SSC,,41
1972-08-08 13:41,9,0.23,SSC,,4.9
1972-08-08 23:54,1,0,SSC,,8
1972-08-09 00:37,36,4.04,SSC,,21.8
1972-08-14 06:00,55,0.52,,,11.1
1972-08-17 10:00,37,1.21,,,7.3
1972-08-19 07:00,68,1,,,15.9
1972-08-25 22:59,27,1.14,SSC,,10.9
1972-08-27 05:02,36,1.02,SSC,,13.8
1972-09-02 02:00,63,0.89,,,8
1972-09-05 13:00,80,1.27,,,13.8
1972-09-10 06:28,39,0.69,SSC,,10
1972-09-13 12:40,36,3.11,SSC,,34.7
1972-09-15 12:00,73,0.76,,,10.5
1972-09-22 04:00,70,0.98,,,13.9
1972-09-26 22:00,49,0.94,,,7.4
1972-09-29 11:38,35,0.56,SSC,,8.6
1972-10-01 07:00,32,1.44,,,8.6
1972-10-02 20:00,48,0.94,,,10.7
1972-10-07 10:24,36,0.7,SSC,337,12.9
1972-10-09 19:00,43,1.48,,432,9.9
1972-10-12 01:00,59,0.93,,455,10.8
1972-10-17 01:00,34,0.27,,337,7.2
1972-10-18 17:46,36,4.35,SSC,470,15
1972-10-25 07:00,80,1.47,,385,10.3
1972-10-29 17:00,39,1.74,,480,9.5
1972-10-31 16:54,22,9.6,SSC,748,29.9
1972-11-01 18:00,24,0.9,,632,21
1972-11-06 12:00,34,0.42,,440,7.8
1972-11-08 04:00,50,0.65,,,5.8
1972-11-11 07:00,36,0.59,,353,8.9
1972-11-14 18:00,53,1.03,,520,13.9
1972-11-18 15:00,23,0.26,,461,6.3
1972-11-19 17:00,45,1.29,,,9.5
1972-11-22 15:00,49,1.24,,424,11.5
1972-11-25 08:00,32,1.93,,503,8.6
1972-11-26 22:00,55,0.75,,482,9.1
1972-11-29 05:00,27,0.54,,416,8
1972-12-02 02:00,68,0.53,,286,9.5
1972-12-06 01:00,28,0.3,,293,8.8
1972-12-07 09:00,68,1.98,,406,22.1
1972-12-11 14:00,28,0.86,,339,8.7
1972-12-12 21:45,38,1.2,SSC,523,15.5
1972-12-15 10:00,73,1.72,,,12.4
1972-12-21 12:00,54,3.38,,496,17.2
1972-12-25 01:00,36,0.54,,428,7.4
1972-12-27 17:00,52,0.89,,,11.7
1972-12-30 11:00,45,0.66,,536,9.2
1973-01-03 21:18,33,0.98,SSC,438,14.4
1973-01-05 12:00,50,0.62,,563,11.5
1973-01-09 09:00,66,2,,749,13.5
1973-01-19 15:00,69,4.3,,524,17.9
1973-01-23 09:00,43,0.53,,530,14.5
1973-01-27 01:00,71,0.56,,753,11
1973-01-31 23:00,36,0.48,,454,9.1
1973-02-02 19:00,36,0.85,,477,11.7
1973-02-05 01:00,25,0.63,,492,8.2
1973-02-06 05:00,39,1.21,,564,11.1
1973-02-08 14:00,44,0.78,,659,7.6
1973-02-10 21:00,33,0.42,,553,7
1973-02-13 21:19,50,0.81,SSC,425,9.9
1973-02-16 13:12,56,2.86,SSC,429,13.3
1973-02-19 14:00,39,1.19,,422,10.1
1973-02-21 13:00,21,0.58,,570,12.7
1973-02-22 13:00,36,0.62,,740,13.7
1973-02-28 19:00,17,0.24,,542,
1973-03-01 14:00,49,0.77,,664,8.5
1973-03-04 21:00,29,0.78,,383,14.2
1973-03-06 04:00,76,1.42,,500,18.8
1973-03-09 11:00,34,0.59,,559,8.2
1973-03-11 03:00,42,0.42,,546,7
1973-03-16 06:25,36,1.57,SSC,389,12
1973-03-18 08:00,74,3.05,,786,21.8
1973-03-27 11:00,48,0.69,,606,7.4
1973-03-30 03:00,31,0.67,,465,8
1973-03-31 15:00,34,3.26,,479,27.1
1973-04-02 02:00,113,1.75,,637,14.5
1973-04-07 03:00,68,0.61,,382,8.4
1973-04-10 21:10,30,1.33,SSC,373,15.2
1973-04-12 07:05,19,0.46,SI,380,13.2
1973-04-13 04:38,19,2.84,SSC,500,22
1973-04-14 02:47,33,4.11,SSC,579,30.5
1973-04-15 18:00,49,2.24,,776,12.9
1973-04-24 10:00,37,0.69,,491,11.7
1973-04-26 07:00,38,1.86,,714,9.9
1973-04-28 10:00,53,1.07,,749,11.5
1973-05-01 17:33,36,1.08,SSC,696,8.6
1973-05-04 01:00,37,0.63,,496,6.8
1973-05-06 13:39,73,4.2,SSC,612,20.5
1973-05-12 07:00,30,0.86,,429,10
1973-05-13 17:00,43,4.16,,789,21.4
1973-05-16 03:00,32,0.86,,762,7.4
1973-05-21 02:52,35,3.2,SSC,747,14.2
1973-05-22 13:00,60,0.71,,649,6.3
1973-05-25 01:00,36,0.88,,412,7.4
1973-05-27 14:00,59,2.04,,500,12
1973-06-01 14:00,18,0.23,,363,16.1
1973-06-02 10:00,36,1.12,,707,22.5
1973-06-05 03:00,36,0.71,,697,6.3
1973-06-08 10:00,36,0.63,,405,13.3
1973-06-10 10:42,63,1.83,SSC,777,19.1
1973-06-16 23:00,78,1.09,,741,12.2
1973-06-23 07:00,46,1.17,,427,14.1
1973-06-28 03:00,19,0.36,,395,9.4
1973-06-28 22:00,99,1.81,,764,14.6
1973-07-07 22:00,13,0.28,,338,9.3
1973-07-08 13:00,51,2.68,,467,14.4
1973-07-11 16:00,25,0.64,,372,7.4
1973-07-15 01:00,36,0.68,,713,11.2
1973-07-17 22:00,72,0.65,,445,8.7
1973-07-22 22:00,35,0.37,,516,12.4
1973-07-24 17:00,26,0.21,,472,5.4
1973-07-25 22:00,12,0.26,,437,11
1973-07-26 12:00,71,2.57,,705,17.7
1973-07-31 05:46,36,2.66,SSC,,8.8
1973-08-02 12:49,14,0.21,SSC,,7.7
1973-08-03 05:00,36,1.14,,561,7.7
1973-08-05 16:00,33,0.44,,565,9.9
1973-08-07 07:00,54,0.89,,554,9.7
1973-08-12 21:00,64,0.58,,,14.6
1973-08-17 06:00,52,0.39,,339,5.4
1973-08-20 08:55,33,0.38,SI,471,9.6
1973-08-22 07:00,21,0.26,,601,10.9
1973-08-23 13:00,54,0.53,,697,15.1
1973-08-27 03:00,48,0.67,,,6.1
1973-09-01 09:00,71,1.84,,396,7.9
1973-09-08 16:00,62,3.02,,484,15.3
1973-09-12 09:00,47,1.62,,450,12.8
1973-09-15 08:00,72,0.97,,578,10.5
1973-09-20 18:00,43,0.65,,,8.9
1973-09-23 04:00,46,0.96,,698,10.8
1973-09-25 18:00,36,1.86,,515,15.4
1973-09-28 12:00,30,0.52,,370,4.2
1973-10-01 09:00,56,2.62,,301,15.3
1973-10-05 08:00,50,0.56,,409,6.7
1973-10-08 09:00,30,0.6,,346,8
1973-10-09 20:00,47,1.36,,695,5.9
1973-10-16 05:20,36,0.69,SSC,,8.3
1973-10-18 10:00,30,0.98,,534,9.7
1973-10-19 20:00,30,1.03,,549,8.6
1973-10-21 06:00,40,0.56,,678,9.1
1973-10-24 06:00,58,0.55,,381,8.3
1973-10-28 07:33,48,2.31,SI,,14.3
1973-10-30 20:00,50,1.68,,527,7.8
1973-11-04 12:00,37,1.38,,584,14.5
1973-11-12 21:00,36,0.44,,486,10.4
1973-11-16 09:00,77,0.99,,597,9.9
1973-11-20 23:00,40,1.12,,405,15.6
1973-11-23 03:00,30,0.41,,424,12.7
1973-11-24 12:00,36,1.68,,721,18.2
1973-11-29 16:00,55,0.45,,368,5.8
1973-12-02 21:00,35,0.66,,307,10.5
1973-12-04 15:00,50,0.91,,465,20.4
1973-12-06 23:00,38,0.64,,552,9.4
1973-12-09 06:00,29,0.36,,576,7
1973-12-11 16:00,38,0.67,,444,8.7
1973-12-14 14:00,36,0.69,,456,9.7
1973-12-19 03:00,22,0.5,,468,15.2
1973-12-20 15:00,58,1.91,,693,11.2
1973-12-25 07:00,78,0.72,,444,11.3
1973-12-31 02:00,30,0.45,,671,7
1974-01-03 07:00,42,0.58,,580,7.6
1974-01-05 13:00,37,0.46,,602,7.6
1974-01-08 08:00,27,0.52,,376,12.4
1974-01-09 14:00,45,0.67,,514,12
1974-01-13 04:00,36,0.26,,406,7.6
1974-01-15 14:00,56,1.53,,687,14.7
1974-01-18 15:00,25,0.66,,666,9.2
1974-01-19 19:00,62,0.53,,641,7.1
1974-01-23 18:00,27,0.31,,343,4.4
1974-01-25 00:00,68,2.53,,794,25.3
1974-01-28 17:00,36,0.62,,698,7.5
1974-01-30 19:00,27,0.3,,644,6
1974-02-06 01:00,60,1.69,,458,7.7
1974-02-10 07:00,69,0.9,,734,15.4
1974-02-14 06:00,36,0.34,,617,7.9
1974-02-16 15:00,57,0.73,,441,9.6
1974-02-19 18:00,44,0.85,,409,9.8
1974-02-22 01:00,73,1.1,,800,14.3
1974-02-27 18:00,36,0.37,,709,6
1974-03-05 19:00,36,1.89,,542,10.4
1974-03-08 20:00,61,0.9,,774,11.8
1974-03-15 08:00,24,1.05,,407,7.2
1974-03-16 11:00,36,1.52,,554,16.8
1974-03-19 22:05,21,0.82,SSC,384,9
1974-03-20 22:00,72,1.48,,777,13.4
1974-03-27 20:00,57,1.12,,621,7.3
1974-04-01 07:00,29,0.38,,495,8.2
1974-04-03 04:37,27,2.16,SSC,572,12.1
